LocationTime,LOCATION,INDICATOR,TIME,Value
GBR-2002,GBR,EDUADULT,2002,37.412674
GBR-2003,GBR,EDUADULT,2003,37.080341
GBR-2004,GBR,EDUADULT,2004,36.829922
GBR-2005,GBR,EDUADULT,2005,37.12265
GBR-2006,GBR,EDUADULT,2006,36.709263
GBR-2007,GBR,EDUADULT,2007,36.656673
GBR-2008,GBR,EDUADULT,2008,36.424484
GBR-2009,GBR,EDUADULT,2009,36.758167
GBR-2010,GBR,EDUADULT,2010,36.87521
GBR-2011,GBR,EDUADULT,2011,37.420158
GBR-2012,GBR,EDUADULT,2012,37.107475
GBR-2013,GBR,EDUADULT,2013,37.258495
GBR-2014,GBR,EDUADULT,2014,36.947582
GBR-2015,GBR,EDUADULT,2015,35.419685
GBR-2016,GBR,EDUADULT,2016,34.980217
GBR-2017,GBR,EDUADULT,2017,35.424564
GBR-2018,GBR,EDUADULT,2018,33.510891
GBR-2019,GBR,EDUADULT,2019,32.871109
GBR-2020,GBR,EDUADULT,2020,32.259743
USA-1990,USA,EDUADULT,1990,16.766804
USA-1991,USA,EDUADULT,1991,16.288632
USA-1992,USA,EDUADULT,1992,15.957628
USA-1993,USA,EDUADULT,1993,15.101262
USA-1994,USA,EDUADULT,1994,14.857755
USA-1995,USA,EDUADULT,1995,14.20853
USA-1996,USA,EDUADULT,1996,14.340582
USA-1997,USA,EDUADULT,1997,14.087601
USA-1998,USA,EDUADULT,1998,13.544776
USA-1999,USA,EDUADULT,1999,13.080087
USA-2000,USA,EDUADULT,2000,12.557263
USA-2001,USA,EDUADULT,2001,12.616223
USA-2002,USA,EDUADULT,2002,12.656256
USA-2003,USA,EDUADULT,2003,12.469723
USA-2004,USA,EDUADULT,2004,12.092218
USA-2005,USA,EDUADULT,2005,12.225618
USA-2006,USA,EDUADULT,2006,12.203516
USA-2007,USA,EDUADULT,2007,12.088685
USA-2008,USA,EDUADULT,2008,11.304346
USA-2009,USA,EDUADULT,2009,11.355431
USA-2010,USA,EDUADULT,2010,11.030482
USA-2011,USA,EDUADULT,2011,10.741901
USA-2012,USA,EDUADULT,2012,10.692155
USA-2013,USA,EDUADULT,2013,10.371985
USA-2014,USA,EDUADULT,2014,10.429553
USA-2015,USA,EDUADULT,2015,10.457861
USA-2016,USA,EDUADULT,2016,9.8527498
USA-2017,USA,EDUADULT,2017,9.3544931
USA-2018,USA,EDUADULT,2018,9.1761637
USA-2019,USA,EDUADULT,2019,9.1898708
USA-2020,USA,EDUADULT,2020,8.2770815
USA-1990,USA,EDUADULT,1990,23.647634
USA-1991,USA,EDUADULT,1991,23.749318
USA-1992,USA,EDUADULT,1992,30.168661
USA-1993,USA,EDUADULT,1993,31.34177
USA-1994,USA,EDUADULT,1994,32.240868
USA-1995,USA,EDUADULT,1995,33.278633
USA-1996,USA,EDUADULT,1996,33.91544
USA-1997,USA,EDUADULT,1997,34.06329
USA-1998,USA,EDUADULT,1998,34.871624
USA-1999,USA,EDUADULT,1999,35.761505
USA-2000,USA,EDUADULT,2000,36.494774
USA-2001,USA,EDUADULT,2001,37.520222
USA-2002,USA,EDUADULT,2002,38.133007
USA-2003,USA,EDUADULT,2003,38.42197
USA-2004,USA,EDUADULT,2004,39.052998
USA-2005,USA,EDUADULT,2005,39.054729
USA-2006,USA,EDUADULT,2006,39.486282
USA-2007,USA,EDUADULT,2007,40.270866
USA-2008,USA,EDUADULT,2008,41.10516
USA-2009,USA,EDUADULT,2009,41.214626
USA-2010,USA,EDUADULT,2010,41.662415
USA-2011,USA,EDUADULT,2011,42.44838
USA-2012,USA,EDUADULT,2012,43.052437
USA-2013,USA,EDUADULT,2013,43.910252
USA-2014,USA,EDUADULT,2014,44.224617
USA-2015,USA,EDUADULT,2015,44.629398
USA-2016,USA,EDUADULT,2016,45.666355
USA-2017,USA,EDUADULT,2017,46.3568
USA-2018,USA,EDUADULT,2018,47.431145
USA-2019,USA,EDUADULT,2019,48.340187
USA-2020,USA,EDUADULT,2020,50.055275
USA-1990,USA,EDUADULT,1990,59.585562
USA-1991,USA,EDUADULT,1991,59.96205
USA-1992,USA,EDUADULT,1992,53.873711
USA-1993,USA,EDUADULT,1993,53.556969
USA-1994,USA,EDUADULT,1994,52.901375
USA-1995,USA,EDUADULT,1995,52.512836
USA-1996,USA,EDUADULT,1996,51.743977
USA-1997,USA,EDUADULT,1997,51.84911
USA-1998,USA,EDUADULT,1998,51.583603
USA-1999,USA,EDUADULT,1999,51.158409
USA-2000,USA,EDUADULT,2000,50.94796
USA-2001,USA,EDUADULT,2001,49.863556
USA-2002,USA,EDUADULT,2002,49.210739
USA-2003,USA,EDUADULT,2003,49.108307
USA-2004,USA,EDUADULT,2004,48.854782
USA-2005,USA,EDUADULT,2005,48.719654
USA-2006,USA,EDUADULT,2006,48.3102
USA-2007,USA,EDUADULT,2007,47.640446
USA-2008,USA,EDUADULT,2008,47.590492
USA-2009,USA,EDUADULT,2009,47.429943
USA-2010,USA,EDUADULT,2010,47.307102
USA-2011,USA,EDUADULT,2011,46.809719
USA-2012,USA,EDUADULT,2012,46.255409
USA-2013,USA,EDUADULT,2013,45.717762
USA-2014,USA,EDUADULT,2014,45.345833
USA-2015,USA,EDUADULT,2015,44.912739
USA-2016,USA,EDUADULT,2016,44.480896
USA-2017,USA,EDUADULT,2017,44.288704
USA-2018,USA,EDUADULT,2018,43.392693
USA-2019,USA,EDUADULT,2019,42.469944
USA-2020,USA,EDUADULT,2020,41.667641
BRA-2007,BRA,EDUADULT,2007,63.191654
BRA-2008,BRA,EDUADULT,2008,61.161831
BRA-2009,BRA,EDUADULT,2009,59.32708
BRA-2011,BRA,EDUADULT,2011,56.729549
BRA-2012,BRA,EDUADULT,2012,54.996342
BRA-2013,BRA,EDUADULT,2013,53.588863
BRA-2014,BRA,EDUADULT,2014,52.637005
BRA-2015,BRA,EDUADULT,2015,51.127499
BRA-2016,BRA,EDUADULT,2016,48.828545
BRA-2017,BRA,EDUADULT,2017,48.041367
BRA-2018,BRA,EDUADULT,2018,46.323441
BRA-2019,BRA,EDUADULT,2019,45.144974
BRA-2020,BRA,EDUADULT,2020,42.072502
BRA-2007,BRA,EDUADULT,2007,9.6238279
BRA-2008,BRA,EDUADULT,2008,10.795494
BRA-2009,BRA,EDUADULT,2009,10.863071
BRA-2011,BRA,EDUADULT,2011,11.614742
BRA-2012,BRA,EDUADULT,2012,12.993286
BRA-2013,BRA,EDUADULT,2013,13.746482
BRA-2014,BRA,EDUADULT,2014,14.321353
BRA-2015,BRA,EDUADULT,2015,14.794608
BRA-2016,BRA,EDUADULT,2016,16.858622
BRA-2017,BRA,EDUADULT,2017,17.146753
BRA-2018,BRA,EDUADULT,2018,18.355165
BRA-2019,BRA,EDUADULT,2019,18.71954
BRA-2020,BRA,EDUADULT,2020,20.057917
BRA-2007,BRA,EDUADULT,2007,27.184517
BRA-2008,BRA,EDUADULT,2008,28.042675
BRA-2009,BRA,EDUADULT,2009,29.809849
BRA-2011,BRA,EDUADULT,2011,31.655708
BRA-2012,BRA,EDUADULT,2012,32.010372
BRA-2013,BRA,EDUADULT,2013,32.664654
BRA-2014,BRA,EDUADULT,2014,33.041641
BRA-2015,BRA,EDUADULT,2015,34.077896
BRA-2016,BRA,EDUADULT,2016,34.312836
BRA-2017,BRA,EDUADULT,2017,34.811878
BRA-2018,BRA,EDUADULT,2018,35.321396
BRA-2019,BRA,EDUADULT,2019,36.135487
BRA-2020,BRA,EDUADULT,2020,37.869579
CHL-2009,CHL,EDUADULT,2009,43.493385
CHL-2011,CHL,EDUADULT,2011,42.320229
CHL-2013,CHL,EDUADULT,2013,38.585766
CHL-2015,CHL,EDUADULT,2015,35.133507
CHL-2017,CHL,EDUADULT,2017,32.552322
CHL-2020,CHL,EDUADULT,2020,28.026119
CHL-2009,CHL,EDUADULT,2009,17.120726
CHL-2011,CHL,EDUADULT,2011,17.813892
CHL-2013,CHL,EDUADULT,2013,21.089819
CHL-2015,CHL,EDUADULT,2015,22.475199
CHL-2017,CHL,EDUADULT,2017,25.168179
CHL-2020,CHL,EDUADULT,2020,31.439775
CHL-2009,CHL,EDUADULT,2009,39.385891
CHL-2011,CHL,EDUADULT,2011,39.865879
CHL-2013,CHL,EDUADULT,2013,40.324417
CHL-2015,CHL,EDUADULT,2015,42.391296
CHL-2017,CHL,EDUADULT,2017,42.279499
CHL-2020,CHL,EDUADULT,2020,40.534103
CHN-2010,CHN,EDUADULT,2010,75.53817
CHN-2020,CHN,EDUADULT,2020,63.374126
CHN-2010,CHN,EDUADULT,2010,9.6811743
CHN-2020,CHN,EDUADULT,2020,18.535316
CHN-2010,CHN,EDUADULT,2010,14.780653
CHN-2020,CHN,EDUADULT,2020,18.090559
COL-2014,COL,EDUADULT,2014,48.033009
COL-2015,COL,EDUADULT,2015,49.589104
COL-2016,COL,EDUADULT,2016,47.523586
COL-2017,COL,EDUADULT,2017,46.221489
COL-2018,COL,EDUADULT,2018,44.813713
COL-2019,COL,EDUADULT,2019,43.28978
COL-2020,COL,EDUADULT,2020,41.220875
COL-2014,COL,EDUADULT,2014,22.356598
COL-2015,COL,EDUADULT,2015,21.562889
COL-2016,COL,EDUADULT,2016,22.247128
COL-2017,COL,EDUADULT,2017,22.491623
COL-2018,COL,EDUADULT,2018,23.391361
COL-2019,COL,EDUADULT,2019,23.819326
COL-2020,COL,EDUADULT,2020,24.594643
COL-2014,COL,EDUADULT,2014,29.610394
COL-2015,COL,EDUADULT,2015,28.848007
COL-2016,COL,EDUADULT,2016,30.229284
COL-2017,COL,EDUADULT,2017,31.28689
COL-2018,COL,EDUADULT,2018,31.794924
COL-2019,COL,EDUADULT,2019,32.890892
COL-2020,COL,EDUADULT,2020,34.184483
EST-1997,EST,EDUADULT,1997,17.546963
EST-1998,EST,EDUADULT,1998,16.479084
EST-1999,EST,EDUADULT,1999,15.72357
EST-2000,EST,EDUADULT,2000,14.751366
EST-2001,EST,EDUADULT,2001,13.769239
EST-2002,EST,EDUADULT,2002,13.215323
EST-2003,EST,EDUADULT,2003,12.355169
EST-2004,EST,EDUADULT,2004,11.743241
EST-2005,EST,EDUADULT,2005,11.341643
EST-2006,EST,EDUADULT,2006,11.717903
EST-2007,EST,EDUADULT,2007,11.159678
EST-2008,EST,EDUADULT,2008,11.692819
EST-2009,EST,EDUADULT,2009,11.327562
EST-2010,EST,EDUADULT,2010,10.864561
EST-2011,EST,EDUADULT,2011,10.989735
EST-2012,EST,EDUADULT,2012,10.076135
EST-2013,EST,EDUADULT,2013,9.4806528
EST-2014,EST,EDUADULT,2014,11.895004
EST-2015,EST,EDUADULT,2015,11.442164
EST-2016,EST,EDUADULT,2016,11.10444
EST-2017,EST,EDUADULT,2017,11.317183
EST-2018,EST,EDUADULT,2018,10.810427
EST-2019,EST,EDUADULT,2019,9.9434958
EST-2020,EST,EDUADULT,2020,9.3462172
EST-1997,EST,EDUADULT,1997,29.998423
EST-1998,EST,EDUADULT,1998,29.753735
EST-1999,EST,EDUADULT,1999,28.811958
EST-2000,EST,EDUADULT,2000,28.669167
EST-2001,EST,EDUADULT,2001,29.479181
EST-2002,EST,EDUADULT,2002,29.358723
EST-2003,EST,EDUADULT,2003,29.649635
EST-2004,EST,EDUADULT,2004,30.712088
EST-2005,EST,EDUADULT,2005,33.025089
EST-2006,EST,EDUADULT,2006,33.118874
EST-2007,EST,EDUADULT,2007,33.146008
EST-2008,EST,EDUADULT,2008,34.176804
EST-2009,EST,EDUADULT,2009,36.065544
EST-2010,EST,EDUADULT,2010,35.423084
EST-2011,EST,EDUADULT,2011,36.889767
EST-2012,EST,EDUADULT,2012,37.605877
EST-2013,EST,EDUADULT,2013,37.345535
EST-2014,EST,EDUADULT,2014,37.499954
EST-2015,EST,EDUADULT,2015,38.030697
EST-2016,EST,EDUADULT,2016,38.756851
EST-2017,EST,EDUADULT,2017,39.663879
EST-2018,EST,EDUADULT,2018,41.130722
EST-2019,EST,EDUADULT,2019,41.368298
EST-2020,EST,EDUADULT,2020,42.209454
EST-1997,EST,EDUADULT,1997,52.454617
EST-1998,EST,EDUADULT,1998,53.767181
EST-1999,EST,EDUADULT,1999,55.464474
EST-2000,EST,EDUADULT,2000,56.579468
EST-2001,EST,EDUADULT,2001,56.751579
EST-2002,EST,EDUADULT,2002,57.425953
EST-2003,EST,EDUADULT,2003,57.995193
EST-2004,EST,EDUADULT,2004,57.54467
EST-2005,EST,EDUADULT,2005,55.633266
EST-2006,EST,EDUADULT,2006,55.163223
EST-2007,EST,EDUADULT,2007,55.694317
EST-2008,EST,EDUADULT,2008,54.130379
EST-2009,EST,EDUADULT,2009,52.606895
EST-2010,EST,EDUADULT,2010,53.712353
EST-2011,EST,EDUADULT,2011,52.120499
EST-2012,EST,EDUADULT,2012,52.317989
EST-2013,EST,EDUADULT,2013,53.173813
EST-2014,EST,EDUADULT,2014,50.605042
EST-2015,EST,EDUADULT,2015,50.527138
EST-2016,EST,EDUADULT,2016,50.13871
EST-2017,EST,EDUADULT,2017,49.018936
EST-2018,EST,EDUADULT,2018,48.058849
EST-2019,EST,EDUADULT,2019,48.688206
EST-2020,EST,EDUADULT,2020,48.444328
IDN-2004,IDN,EDUADULT,2004,77.516731
IDN-2005,IDN,EDUADULT,2005,76.001915
IDN-2006,IDN,EDUADULT,2006,74.035995
IDN-2007,IDN,EDUADULT,2007,73.748695
IDN-2008,IDN,EDUADULT,2008,79.396156
IDN-2009,IDN,EDUADULT,2009,71.04689
IDN-2010,IDN,EDUADULT,2010,69.68969
IDN-2011,IDN,EDUADULT,2011,68.898232
IDN-2012,IDN,EDUADULT,2012,68.246284
IDN-2013,IDN,EDUADULT,2013,67.267471
IDN-2014,IDN,EDUADULT,2014,66.420502
IDN-2015,IDN,EDUADULT,2015,64.566017
IDN-2016,IDN,EDUADULT,2016,62.975384
IDN-2017,IDN,EDUADULT,2017,62.102646
IDN-2018,IDN,EDUADULT,2018,60.750225
IDN-2019,IDN,EDUADULT,2019,59.947014
IDN-2020,IDN,EDUADULT,2020,58.648563
IDN-2004,IDN,EDUADULT,2004,8.1296101
IDN-2005,IDN,EDUADULT,2005,5.4441252
IDN-2006,IDN,EDUADULT,2006,6.1217303
IDN-2007,IDN,EDUADULT,2007,6.8957992
IDN-2008,IDN,EDUADULT,2008,6.4554873
IDN-2009,IDN,EDUADULT,2009,7.5285029
IDN-2010,IDN,EDUADULT,2010,7.9779863
IDN-2011,IDN,EDUADULT,2011,8.1564999
IDN-2012,IDN,EDUADULT,2012,9.007103
IDN-2013,IDN,EDUADULT,2013,9.3885174
IDN-2014,IDN,EDUADULT,2014,9.6783018
IDN-2015,IDN,EDUADULT,2015,10.567527
IDN-2016,IDN,EDUADULT,2016,11.338527
IDN-2017,IDN,EDUADULT,2017,11.857569
IDN-2018,IDN,EDUADULT,2018,12.401382
IDN-2019,IDN,EDUADULT,2019,12.414515
IDN-2020,IDN,EDUADULT,2020,12.801033
IDN-2004,IDN,EDUADULT,2004,14.353661
IDN-2005,IDN,EDUADULT,2005,18.553963
IDN-2006,IDN,EDUADULT,2006,19.842274
IDN-2007,IDN,EDUADULT,2007,19.355505
IDN-2008,IDN,EDUADULT,2008,14.148355
IDN-2009,IDN,EDUADULT,2009,21.424606
IDN-2010,IDN,EDUADULT,2010,22.332325
IDN-2011,IDN,EDUADULT,2011,22.945271
IDN-2012,IDN,EDUADULT,2012,22.746614
IDN-2013,IDN,EDUADULT,2013,23.344013
IDN-2014,IDN,EDUADULT,2014,23.901196
IDN-2015,IDN,EDUADULT,2015,24.866455
IDN-2016,IDN,EDUADULT,2016,25.686089
IDN-2017,IDN,EDUADULT,2017,26.039787
IDN-2018,IDN,EDUADULT,2018,26.848392
IDN-2019,IDN,EDUADULT,2019,27.638472
IDN-2020,IDN,EDUADULT,2020,28.550402
ISR-2002,ISR,EDUADULT,2002,19.664862
ISR-2003,ISR,EDUADULT,2003,18.085173
ISR-2005,ISR,EDUADULT,2005,21.065123
ISR-2007,ISR,EDUADULT,2007,19.584095
ISR-2008,ISR,EDUADULT,2008,18.767063
ISR-2009,ISR,EDUADULT,2009,18.222622
ISR-2010,ISR,EDUADULT,2010,17.935621
ISR-2011,ISR,EDUADULT,2011,16.986902
ISR-2012,ISR,EDUADULT,2012,15.451829
ISR-2013,ISR,EDUADULT,2013,15.01176
ISR-2014,ISR,EDUADULT,2014,14.64511
ISR-2015,ISR,EDUADULT,2015,14.464885
ISR-2016,ISR,EDUADULT,2016,13.231215
ISR-2017,ISR,EDUADULT,2017,12.625726
ISR-2018,ISR,EDUADULT,2018,13.634555
ISR-2019,ISR,EDUADULT,2019,12.920499
ISR-2020,ISR,EDUADULT,2020,11.989373
ISR-2002,ISR,EDUADULT,2002,42.090389
ISR-2003,ISR,EDUADULT,2003,42.89489
ISR-2005,ISR,EDUADULT,2005,43.047825
ISR-2007,ISR,EDUADULT,2007,43.58707
ISR-2008,ISR,EDUADULT,2008,43.980537
ISR-2009,ISR,EDUADULT,2009,44.880913
ISR-2010,ISR,EDUADULT,2010,45.560074
ISR-2011,ISR,EDUADULT,2011,46.396889
ISR-2012,ISR,EDUADULT,2012,46.441711
ISR-2013,ISR,EDUADULT,2013,47.421043
ISR-2014,ISR,EDUADULT,2014,48.53273
ISR-2015,ISR,EDUADULT,2015,48.824478
ISR-2016,ISR,EDUADULT,2016,49.895348
ISR-2017,ISR,EDUADULT,2017,50.91605
ISR-2018,ISR,EDUADULT,2018,50.201576
ISR-2019,ISR,EDUADULT,2019,50.246292
ISR-2020,ISR,EDUADULT,2020,50.12072
ISR-2002,ISR,EDUADULT,2002,38.244751
ISR-2003,ISR,EDUADULT,2003,39.019939
ISR-2005,ISR,EDUADULT,2005,35.887051
ISR-2007,ISR,EDUADULT,2007,36.828835
ISR-2008,ISR,EDUADULT,2008,37.252399
ISR-2009,ISR,EDUADULT,2009,36.896465
ISR-2010,ISR,EDUADULT,2010,36.504307
ISR-2011,ISR,EDUADULT,2011,36.616207
ISR-2012,ISR,EDUADULT,2012,38.106457
ISR-2013,ISR,EDUADULT,2013,37.567196
ISR-2014,ISR,EDUADULT,2014,36.822159
ISR-2015,ISR,EDUADULT,2015,36.710636
ISR-2016,ISR,EDUADULT,2016,36.87344
ISR-2017,ISR,EDUADULT,2017,36.458225
ISR-2018,ISR,EDUADULT,2018,36.163872
ISR-2019,ISR,EDUADULT,2019,36.83321
ISR-2020,ISR,EDUADULT,2020,37.889904
LVA-1996,LVA,EDUADULT,1996,19.189783
LVA-1997,LVA,EDUADULT,1997,18.602966
LVA-1998,LVA,EDUADULT,1998,17.136116
LVA-1999,LVA,EDUADULT,1999,16.341381
LVA-2000,LVA,EDUADULT,2000,16.759621
LVA-2001,LVA,EDUADULT,2001,20.794182
LVA-2002,LVA,EDUADULT,2002,17.904789
LVA-2003,LVA,EDUADULT,2003,17.03433
LVA-2004,LVA,EDUADULT,2004,15.678306
LVA-2005,LVA,EDUADULT,2005,15.580102
LVA-2006,LVA,EDUADULT,2006,15.870779
LVA-2007,LVA,EDUADULT,2007,15.36415
LVA-2008,LVA,EDUADULT,2008,14.141485
LVA-2009,LVA,EDUADULT,2009,13.22369
LVA-2010,LVA,EDUADULT,2010,11.396096
LVA-2011,LVA,EDUADULT,2011,12.062219
LVA-2012,LVA,EDUADULT,2012,10.897214
LVA-2013,LVA,EDUADULT,2013,10.645624
LVA-2014,LVA,EDUADULT,2014,13.338798
LVA-2015,LVA,EDUADULT,2015,12.217953
LVA-2016,LVA,EDUADULT,2016,11.318077
LVA-2017,LVA,EDUADULT,2017,12.391879
LVA-2018,LVA,EDUADULT,2018,12.368318
LVA-2019,LVA,EDUADULT,2019,11.564806
LVA-2020,LVA,EDUADULT,2020,10.527256
LVA-1996,LVA,EDUADULT,1996,16.983236
LVA-1997,LVA,EDUADULT,1997,15.955276
LVA-1998,LVA,EDUADULT,1998,17.193325
LVA-1999,LVA,EDUADULT,1999,17.785416
LVA-2000,LVA,EDUADULT,2000,18.218046
LVA-2001,LVA,EDUADULT,2001,17.809738
LVA-2002,LVA,EDUADULT,2002,18.869808
LVA-2003,LVA,EDUADULT,2003,17.920399
LVA-2004,LVA,EDUADULT,2004,19.785511
LVA-2005,LVA,EDUADULT,2005,20.293005
LVA-2006,LVA,EDUADULT,2006,20.919746
LVA-2007,LVA,EDUADULT,2007,22.18199
LVA-2008,LVA,EDUADULT,2008,24.822483
LVA-2009,LVA,EDUADULT,2009,25.846195
LVA-2010,LVA,EDUADULT,2010,26.946114
LVA-2011,LVA,EDUADULT,2011,27.69327
LVA-2012,LVA,EDUADULT,2012,29.227177
LVA-2013,LVA,EDUADULT,2013,31.011995
LVA-2014,LVA,EDUADULT,2014,30.230137
LVA-2015,LVA,EDUADULT,2015,31.591949
LVA-2016,LVA,EDUADULT,2016,33.361481
LVA-2017,LVA,EDUADULT,2017,33.882294
LVA-2018,LVA,EDUADULT,2018,33.939289
LVA-2019,LVA,EDUADULT,2019,35.707733
LVA-2020,LVA,EDUADULT,2020,37.833885
LVA-1996,LVA,EDUADULT,1996,63.826981
LVA-1997,LVA,EDUADULT,1997,65.441757
LVA-1998,LVA,EDUADULT,1998,65.670563
LVA-1999,LVA,EDUADULT,1999,65.873207
LVA-2000,LVA,EDUADULT,2000,65.022331
LVA-2001,LVA,EDUADULT,2001,61.39608
LVA-2002,LVA,EDUADULT,2002,63.225403
LVA-2003,LVA,EDUADULT,2003,65.045273
LVA-2004,LVA,EDUADULT,2004,64.536186
LVA-2005,LVA,EDUADULT,2005,64.126892
LVA-2006,LVA,EDUADULT,2006,63.209473
LVA-2007,LVA,EDUADULT,2007,62.453861
LVA-2008,LVA,EDUADULT,2008,61.03603
LVA-2009,LVA,EDUADULT,2009,60.930115
LVA-2010,LVA,EDUADULT,2010,61.657791
LVA-2011,LVA,EDUADULT,2011,60.244511
LVA-2012,LVA,EDUADULT,2012,59.87561
LVA-2013,LVA,EDUADULT,2013,58.342381
LVA-2014,LVA,EDUADULT,2014,56.431065
LVA-2015,LVA,EDUADULT,2015,56.190098
LVA-2016,LVA,EDUADULT,2016,55.320442
LVA-2017,LVA,EDUADULT,2017,53.725826
LVA-2018,LVA,EDUADULT,2018,53.692394
LVA-2019,LVA,EDUADULT,2019,52.727459
LVA-2020,LVA,EDUADULT,2020,51.638859
RUS-2010,RUS,EDUADULT,2010,7.195199
RUS-2011,RUS,EDUADULT,2011,7.2196174
RUS-2012,RUS,EDUADULT,2012,6.9798198
RUS-2013,RUS,EDUADULT,2013,6.7129874
RUS-2014,RUS,EDUADULT,2014,6.6331944
RUS-2015,RUS,EDUADULT,2015,6.3395805
RUS-2016,RUS,EDUADULT,2016,6.0239758
RUS-2017,RUS,EDUADULT,2017,4.757205
RUS-2018,RUS,EDUADULT,2018,4.8022981
RUS-2010,RUS,EDUADULT,2010,50.371468
RUS-2011,RUS,EDUADULT,2011,50.557613
RUS-2012,RUS,EDUADULT,2012,50.516804
RUS-2013,RUS,EDUADULT,2013,51.261497
RUS-2014,RUS,EDUADULT,2014,51.567863
RUS-2015,RUS,EDUADULT,2015,52.42807
RUS-2016,RUS,EDUADULT,2016,53.056892
RUS-2017,RUS,EDUADULT,2017,56.70015
RUS-2018,RUS,EDUADULT,2018,56.725521
RUS-2010,RUS,EDUADULT,2010,42.433334
RUS-2011,RUS,EDUADULT,2011,42.222771
RUS-2012,RUS,EDUADULT,2012,42.503376
RUS-2013,RUS,EDUADULT,2013,42.025513
RUS-2014,RUS,EDUADULT,2014,41.798943
RUS-2015,RUS,EDUADULT,2015,41.232349
RUS-2016,RUS,EDUADULT,2016,40.919132
RUS-2017,RUS,EDUADULT,2017,38.542645
RUS-2018,RUS,EDUADULT,2018,38.472183
SVN-2000,SVN,EDUADULT,2000,25.176582
SVN-2002,SVN,EDUADULT,2002,22.982054
SVN-2003,SVN,EDUADULT,2003,21.86058
SVN-2004,SVN,EDUADULT,2004,20.331007
SVN-2005,SVN,EDUADULT,2005,19.703846
SVN-2006,SVN,EDUADULT,2006,18.436632
SVN-2007,SVN,EDUADULT,2007,18.181656
SVN-2008,SVN,EDUADULT,2008,17.956785
SVN-2009,SVN,EDUADULT,2009,16.713486
SVN-2010,SVN,EDUADULT,2010,16.689947
SVN-2011,SVN,EDUADULT,2011,15.523709
SVN-2012,SVN,EDUADULT,2012,15.027221
SVN-2013,SVN,EDUADULT,2013,14.546692
SVN-2014,SVN,EDUADULT,2014,14.274657
SVN-2015,SVN,EDUADULT,2015,13.213673
SVN-2016,SVN,EDUADULT,2016,12.65544
SVN-2017,SVN,EDUADULT,2017,12.3177
SVN-2018,SVN,EDUADULT,2018,11.862703
SVN-2019,SVN,EDUADULT,2019,11.202892
SVN-2020,SVN,EDUADULT,2020,9.7609425
SVN-2000,SVN,EDUADULT,2000,15.726464
SVN-2002,SVN,EDUADULT,2002,15.257369
SVN-2003,SVN,EDUADULT,2003,17.744364
SVN-2004,SVN,EDUADULT,2004,19.040981
SVN-2005,SVN,EDUADULT,2005,20.171976
SVN-2006,SVN,EDUADULT,2006,21.387041
SVN-2007,SVN,EDUADULT,2007,22.227602
SVN-2008,SVN,EDUADULT,2008,22.637665
SVN-2009,SVN,EDUADULT,2009,23.315817
SVN-2010,SVN,EDUADULT,2010,23.716619
SVN-2011,SVN,EDUADULT,2011,25.09059
SVN-2012,SVN,EDUADULT,2012,26.439035
SVN-2013,SVN,EDUADULT,2013,27.880541
SVN-2014,SVN,EDUADULT,2014,28.600916
SVN-2015,SVN,EDUADULT,2015,30.173296
SVN-2016,SVN,EDUADULT,2016,30.735788
SVN-2017,SVN,EDUADULT,2017,34.302807
SVN-2018,SVN,EDUADULT,2018,32.455208
SVN-2019,SVN,EDUADULT,2019,33.283279
SVN-2020,SVN,EDUADULT,2020,35.881027
SVN-2000,SVN,EDUADULT,2000,59.096954
SVN-2002,SVN,EDUADULT,2002,61.760578
SVN-2003,SVN,EDUADULT,2003,60.395054
SVN-2004,SVN,EDUADULT,2004,60.628014
SVN-2005,SVN,EDUADULT,2005,60.12418
SVN-2006,SVN,EDUADULT,2006,60.176327
SVN-2007,SVN,EDUADULT,2007,59.590744
SVN-2008,SVN,EDUADULT,2008,59.405548
SVN-2009,SVN,EDUADULT,2009,59.970695
SVN-2010,SVN,EDUADULT,2010,59.593433
SVN-2011,SVN,EDUADULT,2011,59.3857
SVN-2012,SVN,EDUADULT,2012,58.533745
SVN-2013,SVN,EDUADULT,2013,57.572769
SVN-2014,SVN,EDUADULT,2014,57.124428
SVN-2015,SVN,EDUADULT,2015,56.613033
SVN-2016,SVN,EDUADULT,2016,56.608772
SVN-2017,SVN,EDUADULT,2017,53.379494
SVN-2018,SVN,EDUADULT,2018,55.682087
SVN-2019,SVN,EDUADULT,2019,55.513828
SVN-2020,SVN,EDUADULT,2020,54.358028
ZAF-2010,ZAF,EDUADULT,2010,57.293068
ZAF-2011,ZAF,EDUADULT,2011,56.113945
ZAF-2012,ZAF,EDUADULT,2012,58.530075
ZAF-2013,ZAF,EDUADULT,2013,60.621803
ZAF-2014,ZAF,EDUADULT,2014,59.530769
ZAF-2015,ZAF,EDUADULT,2015,59.361786
ZAF-2016,ZAF,EDUADULT,2016,58.211182
ZAF-2017,ZAF,EDUADULT,2017,55.935062
ZAF-2018,ZAF,EDUADULT,2018,55.297176
ZAF-2019,ZAF,EDUADULT,2019,54.462048
ZAF-2020,ZAF,EDUADULT,2020,52.348087
ZAF-2010,ZAF,EDUADULT,2010,6.860743
ZAF-2011,ZAF,EDUADULT,2011,7.147109
ZAF-2012,ZAF,EDUADULT,2012,9.5728703
ZAF-2013,ZAF,EDUADULT,2013,12.632441
ZAF-2014,ZAF,EDUADULT,2014,12.759739
ZAF-2015,ZAF,EDUADULT,2015,13.034455
