LocationTime,LOCATION,INDICATOR,TIME,Value
CZE-2010,CZE,EDUADULT,2010,77.528778
CZE-2011,CZE,EDUADULT,2011,76.562912
CZE-2012,CZE,EDUADULT,2012,75.807465
CZE-2013,CZE,EDUADULT,2013,74.84005
CZE-2014,CZE,EDUADULT,2014,74.483772
CZE-2015,CZE,EDUADULT,2015,74.027802
CZE-2016,CZE,EDUADULT,2016,73.080116
CZE-2017,CZE,EDUADULT,2017,72.735123
CZE-2018,CZE,EDUADULT,2018,72.602074
CZE-2019,CZE,EDUADULT,2019,72.427505
CZE-2020,CZE,EDUADULT,2020,72.291992
CZE-1994,CZE,EDUADULT,1994,67.983719
CZE-1995,CZE,EDUADULT,1995,68.526855
CZE-1997,CZE,EDUADULT,1997,70.72052
CZE-1998,CZE,EDUADULT,1998,71.587105
CZE-1999,CZE,EDUADULT,1999,71.969849
CZE-2000,CZE,EDUADULT,2000,71.658012
CZE-2001,CZE,EDUADULT,2001,72.326942
CZE-2002,CZE,EDUADULT,2002,73.364937
CZE-2003,CZE,EDUADULT,2003,71.394867
CZE-2004,CZE,EDUADULT,2004,74.096954
CZE-2005,CZE,EDUADULT,2005,74.61393
CZE-2006,CZE,EDUADULT,2006,74.537148
CZE-2007,CZE,EDUADULT,2007,74.557251
CZE-2008,CZE,EDUADULT,2008,73.914314
CZE-2009,CZE,EDUADULT,2009,73.572708
CZE-2010,CZE,EDUADULT,2010,72.786613
CZE-2011,CZE,EDUADULT,2011,71.573494
CZE-2012,CZE,EDUADULT,2012,70.482307
CZE-2013,CZE,EDUADULT,2013,69.824356
CZE-2014,CZE,EDUADULT,2014,68.810608
CZE-2015,CZE,EDUADULT,2015,67.837448
CZE-2016,CZE,EDUADULT,2016,67.758606
CZE-2017,CZE,EDUADULT,2017,66.911522
CZE-2018,CZE,EDUADULT,2018,66.496178
CZE-2019,CZE,EDUADULT,2019,66.546837
CZE-2020,CZE,EDUADULT,2020,65.980049
DNK-1991,DNK,EDUADULT,1991,18.249289
DNK-1992,DNK,EDUADULT,1992,18.965202
DNK-1994,DNK,EDUADULT,1994,19.241957
DNK-1995,DNK,EDUADULT,1995,21.095289
DNK-1998,DNK,EDUADULT,1998,24.246071
DNK-1999,DNK,EDUADULT,1999,25.949448
DNK-2000,DNK,EDUADULT,2000,24.432135
DNK-2001,DNK,EDUADULT,2001,25.909626
DNK-2002,DNK,EDUADULT,2002,27.551037
DNK-2003,DNK,EDUADULT,2003,30.284622
DNK-2004,DNK,EDUADULT,2004,30.813038
DNK-2005,DNK,EDUADULT,2005,30.949152
DNK-2006,DNK,EDUADULT,2006,32.464222
DNK-2007,DNK,EDUADULT,2007,28.318111
DNK-2008,DNK,EDUADULT,2008,28.657442
DNK-2009,DNK,EDUADULT,2009,28.516291
DNK-2010,DNK,EDUADULT,2010,29.563831
DNK-2011,DNK,EDUADULT,2011,29.53162
DNK-2012,DNK,EDUADULT,2012,29.428951
DNK-2013,DNK,EDUADULT,2013,30.073727
DNK-2014,DNK,EDUADULT,2014,30.923344
DNK-2015,DNK,EDUADULT,2015,31.242083
DNK-2016,DNK,EDUADULT,2016,33.078484
DNK-2017,DNK,EDUADULT,2017,33.517536
DNK-2018,DNK,EDUADULT,2018,33.794849
DNK-2019,DNK,EDUADULT,2019,34.907452
DNK-2020,DNK,EDUADULT,2020,34.160782
DNK-1991,DNK,EDUADULT,1991,18.390015
DNK-1992,DNK,EDUADULT,1992,19.446356
DNK-1994,DNK,EDUADULT,1994,20.001463
DNK-1995,DNK,EDUADULT,1995,22.09598
DNK-1998,DNK,EDUADULT,1998,26.507191
DNK-1999,DNK,EDUADULT,1999,27.086575
DNK-2000,DNK,EDUADULT,2000,27.176115
DNK-2001,DNK,EDUADULT,2001,30.982752
DNK-2002,DNK,EDUADULT,2002,31.70907
DNK-2003,DNK,EDUADULT,2003,33.449036
DNK-2004,DNK,EDUADULT,2004,34.922371
DNK-2005,DNK,EDUADULT,2005,36.18129
DNK-2006,DNK,EDUADULT,2006,37.015888
DNK-2007,DNK,EDUADULT,2007,33.536175
DNK-2008,DNK,EDUADULT,2008,33.643822
DNK-2009,DNK,EDUADULT,2009,35.535122
DNK-2010,DNK,EDUADULT,2010,36.495869
DNK-2011,DNK,EDUADULT,2011,37.852802
DNK-2012,DNK,EDUADULT,2012,39.937965
DNK-2013,DNK,EDUADULT,2013,40.422455
DNK-2014,DNK,EDUADULT,2014,40.472942
DNK-2015,DNK,EDUADULT,2015,41.981026
DNK-2016,DNK,EDUADULT,2016,42.522121
DNK-2017,DNK,EDUADULT,2017,44.316708
DNK-2018,DNK,EDUADULT,2018,45.166317
DNK-2019,DNK,EDUADULT,2019,45.869457
DNK-2020,DNK,EDUADULT,2020,44.552788
DNK-1991,DNK,EDUADULT,1991,47.283806
DNK-1992,DNK,EDUADULT,1992,44.419487
DNK-1994,DNK,EDUADULT,1994,44.83593
DNK-1995,DNK,EDUADULT,1995,48.418354
DNK-1998,DNK,EDUADULT,1998,56.843605
DNK-1999,DNK,EDUADULT,1999,56.671906
DNK-2000,DNK,EDUADULT,2000,57.105824
DNK-2001,DNK,EDUADULT,2001,56.247536
DNK-2002,DNK,EDUADULT,2002,54.607124
DNK-2003,DNK,EDUADULT,2003,52.787243
DNK-2004,DNK,EDUADULT,2004,52.912167
DNK-2005,DNK,EDUADULT,2005,51.419804
DNK-2006,DNK,EDUADULT,2006,50.936111
DNK-2007,DNK,EDUADULT,2007,47.164268
DNK-2008,DNK,EDUADULT,2008,46.987843
DNK-2009,DNK,EDUADULT,2009,47.880249
DNK-2010,DNK,EDUADULT,2010,47.259796
DNK-2011,DNK,EDUADULT,2011,48.178623
DNK-2012,DNK,EDUADULT,2012,48.509918
DNK-2013,DNK,EDUADULT,2013,47.931267
DNK-2014,DNK,EDUADULT,2014,46.772457
DNK-2015,DNK,EDUADULT,2015,47.143909
DNK-2016,DNK,EDUADULT,2016,45.757957
DNK-2017,DNK,EDUADULT,2017,45.575832
DNK-2018,DNK,EDUADULT,2018,45.018398
DNK-2019,DNK,EDUADULT,2019,44.831509
DNK-2020,DNK,EDUADULT,2020,45.240173
DNK-1991,DNK,EDUADULT,1991,38.976166
DNK-1992,DNK,EDUADULT,1992,34.881546
DNK-1994,DNK,EDUADULT,1994,35.787689
DNK-1995,DNK,EDUADULT,1995,39.254013
DNK-1998,DNK,EDUADULT,1998,49.326031
DNK-1999,DNK,EDUADULT,1999,49.407791
DNK-2000,DNK,EDUADULT,2000,50.778893
DNK-2001,DNK,EDUADULT,2001,48.151619
DNK-2002,DNK,EDUADULT,2002,48.296307
DNK-2003,DNK,EDUADULT,2003,44.522396
DNK-2004,DNK,EDUADULT,2004,43.747814
DNK-2005,DNK,EDUADULT,2005,43.46133
DNK-2006,DNK,EDUADULT,2006,42.832169
DNK-2007,DNK,EDUADULT,2007,39.515396
DNK-2008,DNK,EDUADULT,2008,40.901531
DNK-2009,DNK,EDUADULT,2009,39.785648
DNK-2010,DNK,EDUADULT,2010,40.098858
DNK-2011,DNK,EDUADULT,2011,40.397877
DNK-2012,DNK,EDUADULT,2012,39.806328
DNK-2013,DNK,EDUADULT,2013,39.966743
DNK-2014,DNK,EDUADULT,2014,39.739357
DNK-2015,DNK,EDUADULT,2015,39.094833
DNK-2016,DNK,EDUADULT,2016,39.210312
DNK-2017,DNK,EDUADULT,2017,38.504265
DNK-2018,DNK,EDUADULT,2018,38.164898
DNK-2019,DNK,EDUADULT,2019,37.594078
DNK-2020,DNK,EDUADULT,2020,38.782024
FIN-2000,FIN,EDUADULT,2000,29.40193
FIN-2003,FIN,EDUADULT,2003,29.457676
FIN-2004,FIN,EDUADULT,2004,29.973473
FIN-2005,FIN,EDUADULT,2005,29.93437
FIN-2006,FIN,EDUADULT,2006,30.008163
FIN-2007,FIN,EDUADULT,2007,31.142788
FIN-2008,FIN,EDUADULT,2008,31.022511
FIN-2009,FIN,EDUADULT,2009,31.355534
FIN-2010,FIN,EDUADULT,2010,32.415871
FIN-2011,FIN,EDUADULT,2011,33.023373
FIN-2012,FIN,EDUADULT,2012,33.281662
FIN-2013,FIN,EDUADULT,2013,34.131176
FIN-2014,FIN,EDUADULT,2014,35.209499
FIN-2015,FIN,EDUADULT,2015,36.266994
FIN-2016,FIN,EDUADULT,2016,36.531628
FIN-2017,FIN,EDUADULT,2017,36.63578
FIN-2018,FIN,EDUADULT,2018,37.464184
FIN-2019,FIN,EDUADULT,2019,38.580463
FIN-2020,FIN,EDUADULT,2020,39.971851
FIN-2000,FIN,EDUADULT,2000,35.872776
FIN-2003,FIN,EDUADULT,2003,36.957314
FIN-2004,FIN,EDUADULT,2004,38.462265
FIN-2005,FIN,EDUADULT,2005,39.401237
FIN-2006,FIN,EDUADULT,2006,40.362099
FIN-2007,FIN,EDUADULT,2007,41.661633
FIN-2008,FIN,EDUADULT,2008,42.23674
FIN-2009,FIN,EDUADULT,2009,43.27985
FIN-2010,FIN,EDUADULT,2010,43.969322
FIN-2011,FIN,EDUADULT,2011,45.724716
FIN-2012,FIN,EDUADULT,2012,46.156898
FIN-2013,FIN,EDUADULT,2013,47.075142
FIN-2014,FIN,EDUADULT,2014,48.469807
FIN-2015,FIN,EDUADULT,2015,49.341976
FIN-2016,FIN,EDUADULT,2016,50.7971
FIN-2017,FIN,EDUADULT,2017,52.151714
FIN-2018,FIN,EDUADULT,2018,53.070175
FIN-2019,FIN,EDUADULT,2019,53.511948
FIN-2020,FIN,EDUADULT,2020,56.023224
FIN-2000,FIN,EDUADULT,2000,42.225533
FIN-2003,FIN,EDUADULT,2003,45.068195
FIN-2004,FIN,EDUADULT,2004,45.821129
FIN-2005,FIN,EDUADULT,2005,46.722404
FIN-2006,FIN,EDUADULT,2006,47.453903
FIN-2007,FIN,EDUADULT,2007,47.185406
FIN-2008,FIN,EDUADULT,2008,47.730659
FIN-2009,FIN,EDUADULT,2009,48.205776
FIN-2010,FIN,EDUADULT,2010,48.339851
FIN-2011,FIN,EDUADULT,2011,48.216892
FIN-2012,FIN,EDUADULT,2012,48.991562
FIN-2013,FIN,EDUADULT,2013,49.326359
FIN-2014,FIN,EDUADULT,2014,48.683132
FIN-2015,FIN,EDUADULT,2015,48.035625
FIN-2016,FIN,EDUADULT,2016,48.827293
FIN-2017,FIN,EDUADULT,2017,48.396294
FIN-2018,FIN,EDUADULT,2018,48.997135
FIN-2019,FIN,EDUADULT,2019,49.332397
FIN-2020,FIN,EDUADULT,2020,48.979591
FIN-2000,FIN,EDUADULT,2000,38.846569
FIN-2003,FIN,EDUADULT,2003,40.621685
FIN-2004,FIN,EDUADULT,2004,41.021999
FIN-2005,FIN,EDUADULT,2005,41.551853
FIN-2006,FIN,EDUADULT,2006,41.485794
FIN-2007,FIN,EDUADULT,2007,41.067326
FIN-2008,FIN,EDUADULT,2008,41.194996
FIN-2009,FIN,EDUADULT,2009,41.145164
FIN-2010,FIN,EDUADULT,2010,41.276569
FIN-2011,FIN,EDUADULT,2011,40.527706
FIN-2012,FIN,EDUADULT,2012,41.210335
FIN-2013,FIN,EDUADULT,2013,41.292404
FIN-2014,FIN,EDUADULT,2014,40.701469
FIN-2015,FIN,EDUADULT,2015,40.715591
FIN-2016,FIN,EDUADULT,2016,39.710144
FIN-2017,FIN,EDUADULT,2017,39.095551
FIN-2018,FIN,EDUADULT,2018,38.66959
FIN-2019,FIN,EDUADULT,2019,39.174511
FIN-2020,FIN,EDUADULT,2020,37.518143
FRA-1991,FRA,EDUADULT,1991,15.401535
FRA-1992,FRA,EDUADULT,1992,16.332909
FRA-1994,FRA,EDUADULT,1994,17.701109
FRA-1995,FRA,EDUADULT,1995,18.357353
FRA-1997,FRA,EDUADULT,1997,19.722708
FRA-1998,FRA,EDUADULT,1998,20.113913
FRA-1999,FRA,EDUADULT,1999,21.008406
FRA-2000,FRA,EDUADULT,2000,21.128117
FRA-2001,FRA,EDUADULT,2001,22.476124
FRA-2002,FRA,EDUADULT,2002,23.09079
FRA-2003,FRA,EDUADULT,2003,23.044415
FRA-2004,FRA,EDUADULT,2004,23.301405
FRA-2005,FRA,EDUADULT,2005,24.25996
FRA-2006,FRA,EDUADULT,2006,24.740557
FRA-2007,FRA,EDUADULT,2007,25.263466
FRA-2008,FRA,EDUADULT,2008,25.313351
FRA-2009,FRA,EDUADULT,2009,26.667507
FRA-2010,FRA,EDUADULT,2010,27.267246
FRA-2011,FRA,EDUADULT,2011,28.037289
FRA-2012,FRA,EDUADULT,2012,28.958441
FRA-2013,FRA,EDUADULT,2013,30.071928
FRA-2014,FRA,EDUADULT,2014,31.197784
FRA-2015,FRA,EDUADULT,2015,31.506598
FRA-2016,FRA,EDUADULT,2016,32.173527
FRA-2017,FRA,EDUADULT,2017,32.766411
FRA-2018,FRA,EDUADULT,2018,34.210983
FRA-2019,FRA,EDUADULT,2019,35.105602
FRA-2020,FRA,EDUADULT,2020,36.732967
FRA-1991,FRA,EDUADULT,1991,14.894364
FRA-1992,FRA,EDUADULT,1992,15.635099
FRA-1994,FRA,EDUADULT,1994,17.900284
FRA-1995,FRA,EDUADULT,1995,18.855011
FRA-1997,FRA,EDUADULT,1997,20.317392
FRA-1998,FRA,EDUADULT,1998,21.06875
FRA-1999,FRA,EDUADULT,1999,21.89205
FRA-2000,FRA,EDUADULT,2000,22.027519
FRA-2001,FRA,EDUADULT,2001,23.550108
FRA-2002,FRA,EDUADULT,2002,24.844231
FRA-2003,FRA,EDUADULT,2003,24.76334
FRA-2004,FRA,EDUADULT,2004,25.431391
FRA-2005,FRA,EDUADULT,2005,26.555849
FRA-2006,FRA,EDUADULT,2006,27.580599
FRA-2007,FRA,EDUADULT,2007,27.973269
FRA-2008,FRA,EDUADULT,2008,29.074776
FRA-2009,FRA,EDUADULT,2009,30.428736
FRA-2010,FRA,EDUADULT,2010,30.673267
FRA-2011,FRA,EDUADULT,2011,31.422382
FRA-2012,FRA,EDUADULT,2012,32.671661
FRA-2013,FRA,EDUADULT,2013,34.049885
FRA-2014,FRA,EDUADULT,2014,35.7752
FRA-2015,FRA,EDUADULT,2015,36.540623
FRA-2016,FRA,EDUADULT,2016,36.876068
FRA-2017,FRA,EDUADULT,2017,37.543358
FRA-2018,FRA,EDUADULT,2018,39.442608
FRA-2019,FRA,EDUADULT,2019,40.550228
FRA-2020,FRA,EDUADULT,2020,42.535744
FRA-1991,FRA,EDUADULT,1991,39.185696
FRA-1992,FRA,EDUADULT,1992,41.520096
FRA-1994,FRA,EDUADULT,1994,43.718102
FRA-1995,FRA,EDUADULT,1995,44.389057
FRA-1997,FRA,EDUADULT,1997,43.038292
FRA-1998,FRA,EDUADULT,1998,43.633617
FRA-1999,FRA,EDUADULT,1999,43.82106
FRA-2000,FRA,EDUADULT,2000,44.02404
FRA-2001,FRA,EDUADULT,2001,44.027458
FRA-2002,FRA,EDUADULT,2002,44.010487
FRA-2003,FRA,EDUADULT,2003,44.401928
FRA-2004,FRA,EDUADULT,2004,44.507977
FRA-2005,FRA,EDUADULT,2005,44.544575
FRA-2006,FRA,EDUADULT,2006,44.4198
FRA-2007,FRA,EDUADULT,2007,44.885273
FRA-2008,FRA,EDUADULT,2008,45.464798
FRA-2009,FRA,EDUADULT,2009,44.629845
FRA-2010,FRA,EDUADULT,2010,44.752144
FRA-2011,FRA,EDUADULT,2011,44.636353
FRA-2012,FRA,EDUADULT,2012,44.39595
FRA-2013,FRA,EDUADULT,2013,45.742928
FRA-2014,FRA,EDUADULT,2014,47.18317
FRA-2015,FRA,EDUADULT,2015,46.698593
FRA-2016,FRA,EDUADULT,2016,46.547363
FRA-2017,FRA,EDUADULT,2017,46.260525
FRA-2018,FRA,EDUADULT,2018,45.541195
FRA-2019,FRA,EDUADULT,2019,45.21743
FRA-2020,FRA,EDUADULT,2020,44.542114
FRA-1991,FRA,EDUADULT,1991,31.68321
FRA-1992,FRA,EDUADULT,1992,34.670155
FRA-1994,FRA,EDUADULT,1994,36.299641
FRA-1995,FRA,EDUADULT,1995,36.598946
FRA-1997,FRA,EDUADULT,1997,35.991375
FRA-1998,FRA,EDUADULT,1998,36.70792
FRA-1999,FRA,EDUADULT,1999,37.086197
FRA-2000,FRA,EDUADULT,2000,37.391422
FRA-2001,FRA,EDUADULT,2001,37.755722
FRA-2002,FRA,EDUADULT,2002,37.666527
FRA-2003,FRA,EDUADULT,2003,38.303444
FRA-2004,FRA,EDUADULT,2004,38.447258
FRA-2005,FRA,EDUADULT,2005,38.320889
FRA-2006,FRA,EDUADULT,2006,38.171764
FRA-2007,FRA,EDUADULT,2007,38.879845
FRA-2008,FRA,EDUADULT,2008,39.392376
FRA-2009,FRA,EDUADULT,2009,38.825706
FRA-2010,FRA,EDUADULT,2010,38.893467
FRA-2011,FRA,EDUADULT,2011,39.178383
FRA-2012,FRA,EDUADULT,2012,39.078506
FRA-2013,FRA,EDUADULT,2013,39.869949
FRA-2014,FRA,EDUADULT,2014,40.528553
FRA-2015,FRA,EDUADULT,2015,40.351204
FRA-2016,FRA,EDUADULT,2016,40.648956
FRA-2017,FRA,EDUADULT,2017,40.230385
FRA-2018,FRA,EDUADULT,2018,39.545807
FRA-2019,FRA,EDUADULT,2019,39.997059
FRA-2020,FRA,EDUADULT,2020,39.156013
DEU-1991,DEU,EDUADULT,1991,28.126867
DEU-1992,DEU,EDUADULT,1992,27.483477
DEU-1994,DEU,EDUADULT,1994,27.87669
DEU-1995,DEU,EDUADULT,1995,28.440056
DEU-1997,DEU,EDUADULT,1997,28.167202
DEU-1998,DEU,EDUADULT,1998,28.425337
DEU-1999,DEU,EDUADULT,1999,28.095596
DEU-2000,DEU,EDUADULT,2000,28.557259
DEU-2001,DEU,EDUADULT,2001,28.138994
DEU-2002,DEU,EDUADULT,2002,28.13942
DEU-2003,DEU,EDUADULT,2003,28.498774
DEU-2004,DEU,EDUADULT,2004,29.182915
DEU-2005,DEU,EDUADULT,2005,28.803308
DEU-2006,DEU,EDUADULT,2006,27.71159
DEU-2007,DEU,EDUADULT,2007,27.834398
DEU-2008,DEU,EDUADULT,2008,28.949875
DEU-2009,DEU,EDUADULT,2009,29.675966
DEU-2010,DEU,EDUADULT,2010,29.818239
DEU-2011,DEU,EDUADULT,2011,30.199104
DEU-2012,DEU,EDUADULT,2012,30.480848
DEU-2013,DEU,EDUADULT,2013,30.58095
DEU-2014,DEU,EDUADULT,2014,30.447104
DEU-2015,DEU,EDUADULT,2015,30.822794
DEU-2016,DEU,EDUADULT,2016,31.311701
DEU-2017,DEU,EDUADULT,2017,31.383993
DEU-2018,DEU,EDUADULT,2018,31.651323
DEU-2019,DEU,EDUADULT,2019,32.452259
DEU-2020,DEU,EDUADULT,2020,33.50206
DEU-1991,DEU,EDUADULT,1991,15.296329
DEU-1992,DEU,EDUADULT,1992,15.162838
DEU-1994,DEU,EDUADULT,1994,16.095867
DEU-1995,DEU,EDUADULT,1995,16.574541
DEU-1997,DEU,EDUADULT,1997,16.959478
DEU-1998,DEU,EDUADULT,1998,17.424431
DEU-1999,DEU,EDUADULT,1999,17.549835
DEU-2000,DEU,EDUADULT,2000,18.325188
DEU-2001,DEU,EDUADULT,2001,18.192644
DEU-2002,DEU,EDUADULT,2002,18.611786
DEU-2003,DEU,EDUADULT,2003,19.370392
DEU-2004,DEU,EDUADULT,2004,20.601019
DEU-2005,DEU,EDUADULT,2005,20.297405
DEU-2006,DEU,EDUADULT,2006,20.147552
DEU-2007,DEU,EDUADULT,2007,20.749664
DEU-2008,DEU,EDUADULT,2008,21.83062
DEU-2009,DEU,EDUADULT,2009,23.066357
DEU-2010,DEU,EDUADULT,2010,23.37282
DEU-2011,DEU,EDUADULT,2011,24.903835
DEU-2012,DEU,EDUADULT,2012,25.742893
DEU-2013,DEU,EDUADULT,2013,26.347219
DEU-2014,DEU,EDUADULT,2014,23.663828
DEU-2015,DEU,EDUADULT,2015,24.437277
DEU-2016,DEU,EDUADULT,2016,25.228304
DEU-2017,DEU,EDUADULT,2017,25.732599
DEU-2018,DEU,EDUADULT,2018,26.440598
DEU-2019,DEU,EDUADULT,2019,27.315199
DEU-2020,DEU,EDUADULT,2020,28.971186
DEU-1991,DEU,EDUADULT,1991,61.252739
DEU-1992,DEU,EDUADULT,1992,61.12262
DEU-1994,DEU,EDUADULT,1994,62.161583
DEU-1995,DEU,EDUADULT,1995,61.152702
DEU-1997,DEU,EDUADULT,1997,60.31665
DEU-1998,DEU,EDUADULT,1998,60.154778
DEU-1999,DEU,EDUADULT,1999,58.020054
DEU-2000,DEU,EDUADULT,2000,57.705139
DEU-2001,DEU,EDUADULT,2001,58.727386
DEU-2002,DEU,EDUADULT,2002,58.94001
DEU-2003,DEU,EDUADULT,2003,58.714012
DEU-2004,DEU,EDUADULT,2004,58.315365
DEU-2005,DEU,EDUADULT,2005,57.731133
DEU-2006,DEU,EDUADULT,2006,58.771423
DEU-2007,DEU,EDUADULT,2007,59.600647
DEU-2008,DEU,EDUADULT,2008,59.202728
DEU-2009,DEU,EDUADULT,2009,58.432209
DEU-2010,DEU,EDUADULT,2010,58.465305
DEU-2011,DEU,EDUADULT,2011,58.369835
DEU-2012,DEU,EDUADULT,2012,58.036034
DEU-2013,DEU,EDUADULT,2013,57.761517
DEU-2014,DEU,EDUADULT,2014,58.296429
DEU-2015,DEU,EDUADULT,2015,57.631794
DEU-2016,DEU,EDUADULT,2016,56.559963
DEU-2017,DEU,EDUADULT,2017,56.267902
DEU-2018,DEU,EDUADULT,2018,56.017559
DEU-2019,DEU,EDUADULT,2019,55.205658
DEU-2020,DEU,EDUADULT,2020,53.128033
DEU-1991,DEU,EDUADULT,1991,58.803513
DEU-1992,DEU,EDUADULT,1992,59.904064
DEU-1994,DEU,EDUADULT,1994,61.644245
DEU-1995,DEU,EDUADULT,1995,61.005322
DEU-1997,DEU,EDUADULT,1997,60.878197
DEU-1998,DEU,EDUADULT,1998,61.389507
DEU-1999,DEU,EDUADULT,1999,58.670483
DEU-2000,DEU,EDUADULT,2000,58.761414
DEU-2001,DEU,EDUADULT,2001,60.060459
DEU-2002,DEU,EDUADULT,2002,60.19413
DEU-2003,DEU,EDUADULT,2003,60.09087
DEU-2004,DEU,EDUADULT,2004,59.634529
DEU-2005,DEU,EDUADULT,2005,59.378479
DEU-2006,DEU,EDUADULT,2006,59.812206
DEU-2007,DEU,EDUADULT,2007,60.631874
DEU-2008,DEU,EDUADULT,2008,60.663509
DEU-2009,DEU,EDUADULT,2009,59.762356
DEU-2010,DEU,EDUADULT,2010,59.943279
DEU-2011,DEU,EDUADULT,2011,59.008881
DEU-2012,DEU,EDUADULT,2012,58.323814
DEU-2013,DEU,EDUADULT,2013,57.934292
DEU-2014,DEU,EDUADULT,2014,61.396847
DEU-2015,DEU,EDUADULT,2015,60.682072
DEU-2016,DEU,EDUADULT,2016,59.832939
DEU-2017,DEU,EDUADULT,2017,59.638489
DEU-2018,DEU,EDUADULT,2018,59.226143
DEU-2019,DEU,EDUADULT,2019,58.459927
DEU-2020,DEU,EDUADULT,2020,56.600643
GRC-1990,GRC,EDUADULT,1990,12.797157
GRC-1991,GRC,EDUADULT,1991,13.08744
GRC-1992,GRC,EDUADULT,1992,14.902932
GRC-1993,GRC,EDUADULT,1993,15.453542
GRC-1994,GRC,EDUADULT,1994,16.394541
GRC-1995,GRC,EDUADULT,1995,16.629618
GRC-1996,GRC,EDUADULT,1996,17.611343
GRC-1997,GRC,EDUADULT,1997,17.982656
GRC-1998,GRC,EDUADULT,1998,18.76153
GRC-1999,GRC,EDUADULT,1999,19.319887
GRC-2000,GRC,EDUADULT,2000,19.689165
GRC-2001,GRC,EDUADULT,2001,19.751606
GRC-2002,GRC,EDUADULT,2002,20.260656
GRC-2003,GRC,EDUADULT,2003,20.686693
GRC-2004,GRC,EDUADULT,2004,22.874361
GRC-2005,GRC,EDUADULT,2005,22.647758
GRC-2006,GRC,EDUADULT,2006,23.567255
GRC-2007,GRC,EDUADULT,2007,24.120693
GRC-2008,GRC,EDUADULT,2008,24.248762
GRC-2009,GRC,EDUADULT,2009,24.01519
GRC-2010,GRC,EDUADULT,2010,24.945505
GRC-2011,GRC,EDUADULT,2011,26.24349
GRC-2012,GRC,EDUADULT,2012,26.705133
GRC-2013,GRC,EDUADULT,2013,27.32473
GRC-2014,GRC,EDUADULT,2014,27.690657
GRC-2015,GRC,EDUADULT,2015,28.011593
GRC-2016,GRC,EDUADULT,2016,28.513227
GRC-2017,GRC,EDUADULT,2017,29.305016
GRC-2018,GRC,EDUADULT,2018,30.345835
GRC-2019,GRC,EDUADULT,2019,30.177259
GRC-2020,GRC,EDUADULT,2020,30.939407
GRC-1990,GRC,EDUADULT,1990,8.4336395
GRC-1991,GRC,EDUADULT,1991,9.0289335
GRC-1992,GRC,EDUADULT,1992,9.7544556
GRC-1993,GRC,EDUADULT,1993,10.67055
GRC-1994,GRC,EDUADULT,1994,11.546397
GRC-1995,GRC,EDUADULT,1995,12.074759
GRC-1996,GRC,EDUADULT,1996,12.831325
GRC-1997,GRC,EDUADULT,1997,13.433756
GRC-1998,GRC,EDUADULT,1998,15.053772
GRC-1999,GRC,EDUADULT,1999,15.416656
GRC-2000,GRC,EDUADULT,2000,15.715105
GRC-2001,GRC,EDUADULT,2001,16.416426
GRC-2002,GRC,EDUADULT,2002,17.347368
GRC-2003,GRC,EDUADULT,2003,17.931763
GRC-2004,GRC,EDUADULT,2004,19.71912
GRC-2005,GRC,EDUADULT,2005,20.311262
GRC-2006,GRC,EDUADULT,2006,21.305334
GRC-2007,GRC,EDUADULT,2007,21.682127
GRC-2008,GRC,EDUADULT,2008,22.832247
GRC-2009,GRC,EDUADULT,2009,23.30374
GRC-2010,GRC,EDUADULT,2010,24.547791
GRC-2011,GRC,EDUADULT,2011,25.98332
GRC-2012,GRC,EDUADULT,2012,26.733065
GRC-2013,GRC,EDUADULT,2013,27.519138
GRC-2014,GRC,EDUADULT,2014,28.51054
GRC-2015,GRC,EDUADULT,2015,30.0784
GRC-2016,GRC,EDUADULT,2016,31.91032
GRC-2017,GRC,EDUADULT,2017,32.712036
GRC-2018,GRC,EDUADULT,2018,33.103279
GRC-2019,GRC,EDUADULT,2019,33.565025
GRC-2020,GRC,EDUADULT,2020,34.508327
GRC-1990,GRC,EDUADULT,1990,24.133554
GRC-1991,GRC,EDUADULT,1991,25.767588
GRC-1992,GRC,EDUADULT,1992,24.474337
GRC-1993,GRC,EDUADULT,1993,26.139423
GRC-1994,GRC,EDUADULT,1994,27.666451
GRC-1995,GRC,EDUADULT,1995,28.388174
GRC-1996,GRC,EDUADULT,1996,29.181988
GRC-1997,GRC,EDUADULT,1997,30.007463
GRC-1998,GRC,EDUADULT,1998,31.266106
GRC-1999,GRC,EDUADULT,1999,28.841106
GRC-2000,GRC,EDUADULT,2000,29.88419
GRC-2001,GRC,EDUADULT,2001,30.467009
GRC-2002,GRC,EDUADULT,2002,31.308083
GRC-2003,GRC,EDUADULT,2003,32.4478
GRC-2004,GRC,EDUADULT,2004,33.214123
GRC-2005,GRC,EDUADULT,2005,34.12854
GRC-2006,GRC,EDUADULT,2006,34.879921
GRC-2007,GRC,EDUADULT,2007,34.87941
GRC-2008,GRC,EDUADULT,2008,35.793388
GRC-2009,GRC,EDUADULT,2009,35.941803
GRC-2010,GRC,EDUADULT,2010,35.966927
GRC-2011,GRC,EDUADULT,2011,36.532429
GRC-2012,GRC,EDUADULT,2012,37.407097
GRC-2013,GRC,EDUADULT,2013,38.350273
GRC-2014,GRC,EDUADULT,2014,39.048546
GRC-2015,GRC,EDUADULT,2015,40.397408
GRC-2016,GRC,EDUADULT,2016,41.525116
GRC-2017,GRC,EDUADULT,2017,42.195286
GRC-2018,GRC,EDUADULT,2018,42.075829
GRC-2019,GRC,EDUADULT,2019,42.288982
