LocationTime,LOCATION,INDICATOR,SUBJECT,TIME,Value
CHL-2000,CHL,OVEROBESE,SELFREPORTED,2000,33.6
CHL-2006,CHL,OVEROBESE,SELFREPORTED,2006,47.4
CHL-2009,CHL,OVEROBESE,SELFREPORTED,2009,55.5
CHL-2015,CHL,OVEROBESE,SELFREPORTED,2015,48.3
EST-1990,EST,OVEROBESE,SELFREPORTED,1990,57.6
EST-1992,EST,OVEROBESE,SELFREPORTED,1992,41.9
EST-1994,EST,OVEROBESE,SELFREPORTED,1994,43.9
EST-1996,EST,OVEROBESE,SELFREPORTED,1996,41.4
EST-1998,EST,OVEROBESE,SELFREPORTED,1998,40.8
EST-2000,EST,OVEROBESE,SELFREPORTED,2000,41.9
EST-2002,EST,OVEROBESE,SELFREPORTED,2002,42.6
EST-2004,EST,OVEROBESE,SELFREPORTED,2004,43.2
EST-2006,EST,OVEROBESE,SELFREPORTED,2006,46.5
EST-2008,EST,OVEROBESE,SELFREPORTED,2008,49.6
EST-2010,EST,OVEROBESE,SELFREPORTED,2010,48.6
EST-2012,EST,OVEROBESE,SELFREPORTED,2012,48.9
EST-2014,EST,OVEROBESE,SELFREPORTED,2014,52.0
EST-2016,EST,OVEROBESE,SELFREPORTED,2016,51.7
EST-2018,EST,OVEROBESE,SELFREPORTED,2018,50.7
EST-2020,EST,OVEROBESE,SELFREPORTED,2020,51.6
ISR-2002,ISR,OVEROBESE,SELFREPORTED,2002,43.5
ISR-2004,ISR,OVEROBESE,SELFREPORTED,2004,44.2
ISR-2006,ISR,OVEROBESE,SELFREPORTED,2006,44.1
ISR-2008,ISR,OVEROBESE,SELFREPORTED,2008,47.7
ISR-2010,ISR,OVEROBESE,SELFREPORTED,2010,49.8
ISR-2013,ISR,OVEROBESE,SELFREPORTED,2013,51.8
ISR-2014,ISR,OVEROBESE,SELFREPORTED,2014,54.5
ISR-2016,ISR,OVEROBESE,SELFREPORTED,2016,53.1
ISR-2017,ISR,OVEROBESE,SELFREPORTED,2017,50.1
ISR-2019,ISR,OVEROBESE,SELFREPORTED,2019,56.0
ISR-2020,ISR,OVEROBESE,SELFREPORTED,2020,54.7
RUS-2005,RUS,OVEROBESE,SELFREPORTED,2005,47.7
SVN-2007,SVN,OVEROBESE,SELFREPORTED,2007,55.1
SVN-2014,SVN,OVEROBESE,SELFREPORTED,2014,55.6
SVN-2019,SVN,OVEROBESE,SELFREPORTED,2019,56.5
CZE-2000,CZE,OVEROBESE,MEASURED,2000,45.0
CZE-2005,CZE,OVEROBESE,MEASURED,2005,52.0
CZE-2008,CZE,OVEROBESE,MEASURED,2008,56.0
CZE-2010,CZE,OVEROBESE,MEASURED,2010,55.0
DNK-2000,DNK,OVEROBESE,SELFREPORTED,2000,41.7
DNK-2005,DNK,OVEROBESE,SELFREPORTED,2005,44.6
DNK-2010,DNK,OVEROBESE,SELFREPORTED,2010,46.7
DNK-2013,DNK,OVEROBESE,SELFREPORTED,2013,47.4
DNK-2017,DNK,OVEROBESE,SELFREPORTED,2017,51.0
ISR-1999,ISR,OVEROBESE,MEASURED,1999,62.2
ISR-2015,ISR,OVEROBESE,MEASURED,2015,50.9
TUR-2003,TUR,OVEROBESE,SELFREPORTED,2003,43.4
TUR-2008,TUR,OVEROBESE,SELFREPORTED,2008,47.6
TUR-2010,TUR,OVEROBESE,SELFREPORTED,2010,49.9
TUR-2012,TUR,OVEROBESE,SELFREPORTED,2012,52.0
TUR-2014,TUR,OVEROBESE,SELFREPORTED,2014,53.6
TUR-2016,TUR,OVEROBESE,SELFREPORTED,2016,53.9
TUR-2019,TUR,OVEROBESE,SELFREPORTED,2019,56.1
TUR-2011,TUR,OVEROBESE,MEASURED,2011,55.4
TUR-2017,TUR,OVEROBESE,MEASURED,2017,64.4
DEU-1998,DEU,OVEROBESE,MEASURED,1998,59.7
DEU-2012,DEU,OVEROBESE,MEASURED,2012,60.0
BEL-2014,BEL,OVEROBESE,MEASURED,2014,51.0
BEL-2018,BEL,OVEROBESE,MEASURED,2018,55.4
FRA-2006,FRA,OVEROBESE,MEASURED,2006,49.0
FRA-2015,FRA,OVEROBESE,MEASURED,2015,49.0
FRA-2017,FRA,OVEROBESE,MEASURED,2017,46.4
LUX-2014,LUX,OVEROBESE,SELFREPORTED,2014,48.0
LUX-2019,LUX,OVEROBESE,SELFREPORTED,2019,48.4
EST-2014,EST,OVEROBESE,MEASURED,2014,51.3
LVA-2014,LVA,OVEROBESE,MEASURED,2014,54.6
LVA-2016,LVA,OVEROBESE,MEASURED,2016,54.6
LVA-2018,LVA,OVEROBESE,MEASURED,2018,58.7
LVA-2020,LVA,OVEROBESE,MEASURED,2020,58.8
LVA-1998,LVA,OVEROBESE,SELFREPORTED,1998,42.6
LVA-2000,LVA,OVEROBESE,SELFREPORTED,2000,43.0
LVA-2002,LVA,OVEROBESE,SELFREPORTED,2002,40.8
LVA-2004,LVA,OVEROBESE,SELFREPORTED,2004,42.8
LVA-2006,LVA,OVEROBESE,SELFREPORTED,2006,45.2
LVA-2008,LVA,OVEROBESE,SELFREPORTED,2008,48.5
LVA-2010,LVA,OVEROBESE,SELFREPORTED,2010,45.1
LVA-2012,LVA,OVEROBESE,SELFREPORTED,2012,49.1
LVA-2014,LVA,OVEROBESE,SELFREPORTED,2014,52.0
PRT-2015,PRT,OVEROBESE,MEASURED,2015,67.6
IDN-1993,IDN,OVEROBESE,SELFREPORTED,1993,13.0
IDN-2014,IDN,OVEROBESE,SELFREPORTED,2014,25.0
LTU-2005,LTU,OVEROBESE,SELFREPORTED,2005,48.1
LTU-2014,LTU,OVEROBESE,SELFREPORTED,2014,53.3
LTU-2019,LTU,OVEROBESE,SELFREPORTED,2019,55.0
