LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Smoking_Val,Soc_Spend_Val,Work_Hour_Val
ISL-2007,12.0,7.5,30.8,30.8,93.6,219.9,60.2,19.0,5.0,1605.0
ISL-2008,12.8,7.2,30.9,31.6,92.5,220.6,,17.6,5.1,1625.2
ISL-2009,12.0,7.2,30.0,32.9,89.3,219.7,,15.4,5.6,1536.4
ISL-2010,15.0,6.8,30.9,31.3,89.2,226.4,58.5,14.2,5.4,1527.9
ISL-2011,8.9,6.8,30.4,32.6,88.6,228.0,,14.3,5.6,1537.7
ISL-2012,11.9,6.8,30.6,33.9,90.5,234.7,63.3,13.8,5.9,1523.1
ISL-2013,16.3,6.8,29.5,34.3,90.2,237.6,,11.4,6.0,1524.1
ISL-2014,14.1,7.0,28.5,35.6,89.5,241.1,,12.6,6.3,1513.4
ISL-2015,12.4,7.7,26.6,37.0,90.6,245.7,55.3,10.9,6.3,1511.4
ISL-2016,12.2,7.5,23.4,38.1,92.6,249.0,,10.2,6.5,1520.0
ISL-2017,9.8,7.7,25.2,39.0,91.7,255.1,,9.4,6.5,1507.1
ISL-2018,9.8,7.7,24.5,40.3,90.9,255.1,,8.6,16.4,1496.5
ISL-2019,11.2,7.4,24.1,40.9,90.4,253.8,58.5,8.2,17.4,1480.1
ISL-2020,12.7,7.4,24.1,40.6,87.6,263.2,,7.3,,1446.2
ISR-1990,9.1,1.8,,,,,,,,1904.0
ISR-1991,10.3,1.7,,,,,,,,1897.3
ISR-1992,9.9,1.8,,,,,,,,1951.2
ISR-1993,9.5,2.2,,,,,,,,1953.0
ISR-1994,10.5,1.7,,,,,,,,1993.1
ISR-1995,8.7,1.5,,,,123.0,,,0.1,2013.8
ISR-1996,7.0,1.6,,,,124.6,,24.5,0.2,2031.0
ISR-1997,8.3,2.0,,,,139.6,,,0.2,2036.3
ISR-1998,6.8,2.1,,,,162.9,,,0.3,2011.9
ISR-1999,7.4,2.0,,,,158.6,62.2,,0.3,2021.1
ISR-2000,7.5,2.6,,,,190.9,,24.1,2.3,2032.9
ISR-2001,7.5,2.8,,,,207.2,,,2.2,1996.1
ISR-2002,7.0,2.8,19.7,42.1,79.1,202.5,43.5,21.9,2.4,2014.3
ISR-2003,7.8,2.6,18.1,42.9,79.3,205.9,,,2.4,1997.5
ISR-2004,7.3,2.4,,,,217.6,44.2,21.6,2.3,1975.0
ISR-2005,7.5,2.5,21.1,43.0,81.3,236.2,,,2.4,1966.4
ISR-2006,6.1,2.3,,,,223.6,44.1,19.5,2.4,1955.0
ISR-2007,5.5,2.5,19.6,43.6,83.0,249.0,,,2.4,1966.5
ISR-2008,5.8,2.6,18.8,44.0,82.8,242.8,47.7,18.7,2.7,1963.3
ISR-2009,6.3,2.7,18.2,44.9,82.4,251.9,,,2.5,1962.5
ISR-2010,7.5,2.8,17.9,45.6,82.4,248.7,49.8,18.5,2.5,1956.5
ISR-2011,6.4,2.8,17.0,46.4,82.8,263.1,,,2.4,1947.2
ISR-2012,6.6,2.9,15.5,46.4,84.9,279.5,,,2.4,1918.8
ISR-2013,5.6,2.9,15.0,47.4,85.1,275.2,51.8,16.2,2.4,1908.2
ISR-2014,5.6,2.7,14.6,48.5,86.1,277.7,54.5,17.1,2.4,1894.5
ISR-2015,5.0,2.7,14.5,48.8,86.5,283.4,50.9,,2.4,1895.4
ISR-2016,5.6,2.7,13.2,49.9,87.0,310.0,53.1,19.6,2.4,1922.1
ISR-2017,5.6,2.9,12.6,50.9,87.1,316.5,50.1,16.9,2.5,1918.0
ISR-2018,6.2,3.0,13.6,50.2,87.8,323.2,,,2.5,1910.1
ISR-2019,5.7,3.1,12.9,50.2,87.7,322.9,56.0,16.4,16.3,1898.1
ISR-2020,5.7,,12.0,50.1,86.8,295.5,54.7,,,1782.5
ITA-1990,7.9,11.0,,,,86.0,,27.8,2.0,
ITA-1991,8.0,10.8,71.8,6.1,86.5,93.9,,,2.1,
ITA-1992,8.1,10.6,71.6,6.4,85.2,96.5,,,2.4,
ITA-1993,8.3,10.3,,,,107.6,,25.7,2.2,
ITA-1994,7.9,10.1,66.8,7.5,82.2,119.9,38.1,25.4,2.0,
ITA-1995,8.0,9.6,65.1,7.9,80.9,150.5,,25.6,1.9,1856.2
ITA-1996,8.1,9.1,,,,156.5,,26.4,1.7,1866.2
ITA-1997,8.0,9.1,,,,168.6,,25.2,1.7,1859.9
ITA-1998,7.6,9.0,59.3,8.6,80.8,180.7,,24.7,1.7,1873.1
ITA-1999,6.9,8.9,57.8,9.3,80.7,184.8,41.2,24.7,1.7,1869.9
ITA-2000,6.9,9.8,57.9,9.4,81.4,195.0,41.1,24.4,1.6,1850.2
ITA-2001,6.7,9.7,56.7,10.0,81.6,191.1,42.4,24.1,1.6,1837.6
ITA-2002,6.7,9.3,55.6,10.4,82.2,200.4,42.0,24.0,1.6,1826.2
ITA-2003,6.6,9.3,51.6,10.5,82.0,197.1,42.6,24.2,1.8,1815.1
ITA-2004,6.4,9.0,51.4,11.6,81.2,202.7,,,1.6,1814.6
ITA-2005,6.0,8.7,49.9,12.2,80.4,196.0,44.6,22.3,1.6,1811.1
ITA-2006,5.8,8.4,48.7,12.9,80.6,205.5,45.1,23.0,1.7,1811.9
ITA-2007,5.8,8.4,47.7,13.6,80.2,210.4,45.5,22.4,1.7,1817.7
ITA-2008,6.0,8.0,46.7,14.4,80.7,226.3,45.5,22.4,1.8,1806.5
ITA-2009,6.1,7.3,45.7,14.5,79.2,220.3,46.3,23.3,1.8,1775.2
ITA-2010,6.0,7.0,44.8,14.8,78.3,230.8,46.0,23.1,1.9,1776.8
ITA-2011,6.4,7.0,44.0,14.9,79.0,245.7,45.8,22.5,1.9,1772.6
ITA-2012,6.5,7.5,42.8,15.7,78.7,255.7,46.0,22.1,2.0,1733.6
ITA-2013,6.5,7.4,41.8,16.3,77.9,254.7,45.8,21.1,1.9,1719.1
ITA-2014,6.2,7.6,40.7,16.9,77.8,257.7,46.4,19.7,1.9,1716.3
ITA-2015,5.9,7.1,40.1,17.5,78.6,272.5,45.2,19.8,1.9,1717.5
ITA-2016,5.7,7.1,39.9,17.7,79.7,288.6,45.9,20.0,1.9,1721.7
ITA-2017,5.8,7.4,39.1,18.7,80.7,305.1,46.0,19.9,1.9,1719.2
JPN-1990,18.2,9.2,,,,89.2,22.0,28.5,0.2,2031.0
JPN-1991,17.6,8.9,,,,91.9,22.4,27.8,0.2,1998.0
JPN-1992,18.1,8.9,,,,99.1,22.7,27.1,0.2,1965.0
JPN-1993,17.4,9.2,,,,99.8,22.8,24.7,0.2,1905.0
JPN-1994,17.4,9.1,,,,108.9,21.5,24.5,0.2,1898.0
JPN-1995,17.5,8.9,,,,92.4,22.2,28.2,0.5,1883.7
JPN-1996,17.8,9.0,,,,93.8,21.9,27.1,0.5,1892.2
JPN-1997,18.7,8.8,,30.5,80.7,104.8,22.0,28.7,3.3,1864.7
JPN-1998,24.7,8.7,,30.6,79.5,111.3,23.6,27.6,3.5,1841.9
JPN-1999,24.2,8.8,,31.8,79.2,118.0,23.1,26.2,3.6,1810.4
JPN-2000,23.0,8.6,,33.6,79.0,127.5,23.8,27.0,3.5,1821.3
JPN-2001,22.2,8.6,,34.1,79.9,130.3,24.4,24.4,3.8,1808.6
JPN-2002,22.4,8.4,,36.6,79.2,139.4,25.7,24.0,3.9,1798.4
JPN-2003,24.0,8.4,,37.4,79.2,153.7,24.7,27.7,3.2,1798.6
JPN-2004,22.5,8.2,,38.7,79.3,158.5,24.0,26.4,3.1,1785.4
JPN-2005,22.7,8.5,,39.9,79.4,161.9,24.9,24.2,2.8,1776.5
JPN-2006,22.2,7.9,,40.5,79.8,175.1,25.1,23.8,2.7,1785.6
JPN-2007,22.7,7.7,,41.0,80.1,174.9,24.8,24.1,3.2,1784.8
JPN-2008,22.3,7.5,,42.8,79.7,182.5,24.2,21.8,3.3,1771.4
JPN-2009,22.8,7.4,,43.8,79.7,192.1,25.1,23.4,3.7,1713.5
JPN-2010,21.7,7.3,,44.8,79.5,197.5,25.3,19.5,3.5,1732.9
JPN-2011,21.4,7.3,,46.4,79.6,208.7,25.5,20.1,3.6,1728.2
JPN-2012,19.5,7.2,,46.6,79.8,218.6,23.7,20.7,3.7,1745.1
JPN-2013,19.2,7.4,,47.3,80.9,231.8,24.1,19.3,3.5,1733.6
JPN-2014,18.0,7.1,,48.2,81.6,235.0,24.7,19.6,3.2,1729.3
JPN-2015,17.0,7.2,,49.5,82.3,245.5,23.8,18.2,3.1,1719.3
JPN-2016,15.6,7.2,,50.5,83.3,234.5,25.4,18.3,3.0,1713.5
JPN-2017,15.2,7.2,,51.4,84.0,238.0,25.9,17.7,2.9,1708.6
JPN-2018,15.0,7.2,,51.9,85.3,252.4,26.7,17.8,,1680.2
JPN-2019,14.6,7.1,,52.7,86.0,252.4,27.2,16.7,,1643.8
KOR-1990,9.0,9.1,,,,91.8,,,0.3,
KOR-1991,8.6,8.8,,,,100.1,,,0.3,
KOR-1992,9.7,8.9,,,,107.6,,34.7,0.3,
KOR-1993,11.6,8.7,,,,109.1,,,0.4,
KOR-1994,11.9,9.1,,,,110.4,,,0.4,
KOR-1995,12.7,8.9,40.2,18.1,80.2,119.5,,35.2,2.1,
KOR-1996,15.2,9.1,,,,124.9,,,2.2,
KOR-1997,16.3,8.9,37.9,19.8,80.2,122.3,,,2.3,
KOR-1998,22.7,8.7,33.6,22.5,76.1,108.6,24.3,30.7,2.6,
KOR-1999,18.9,9.2,32.6,23.1,74.6,122.0,,,2.5,
KOR-2000,17.5,8.9,31.8,23.8,75.4,127.4,,,2.5,
KOR-2001,18.9,8.5,30.5,24.8,75.7,133.2,29.4,26.1,2.3,
KOR-2002,23.9,9.2,29.3,25.9,76.1,135.3,,,2.3,
KOR-2003,29.7,9.3,26.8,29.4,76.4,148.6,,,2.5,
KOR-2004,31.2,9.3,25.6,30.4,76.7,155.0,,,2.0,
KOR-2005,31.6,9.0,24.4,31.6,76.8,167.8,30.5,25.9,2.1,
KOR-2006,27.8,9.2,23.1,33.1,77.3,178.4,,,2.2,
KOR-2007,30.3,9.3,21.8,34.8,77.2,200.5,31.0,24.0,2.3,
KOR-2008,30.3,9.5,20.6,36.7,77.1,226.9,30.1,26.3,2.1,2228.0
KOR-2009,35.3,8.9,19.4,38.5,76.2,233.4,30.5,25.6,2.2,2174.0
KOR-2010,35.0,8.9,19.1,39.0,76.3,258.4,30.2,22.9,2.0,2163.0
KOR-2011,34.7,8.9,18.5,40.4,76.8,276.2,30.7,23.2,2.4,2136.0
KOR-2012,30.3,9.0,17.5,41.7,77.1,296.7,31.8,21.6,2.4,2119.0
KOR-2013,29.8,8.7,16.3,43.1,77.4,304.6,31.5,19.9,2.5,2106.0
KOR-2014,27.6,8.9,15.0,44.5,77.5,321.2,30.8,20.0,2.6,2076.0
KOR-2015,26.8,9.1,14.2,45.4,77.5,356.4,33.4,17.3,2.8,2083.0
KOR-2016,25.5,8.7,13.2,46.6,77.4,378.9,34.5,18.4,2.8,2068.0
KOR-2017,23.8,8.7,12.4,47.7,77.4,391.9,33.7,17.5,2.7,2018.0
KOR-2018,25.5,8.5,11.8,49.0,77.6,424.2,34.3,17.5,2.9,1993.0
KOR-2019,25.4,8.3,11.3,50.0,77.7,440.3,33.7,16.4,12.2,1967.0
KOR-2020,24.1,7.9,10.6,50.7,77.0,460.4,37.8,15.9,,1908.0
LTU-1990,29.3,,,,,,,,,
LTU-1991,33.9,,,,,,,,,
LTU-1992,38.9,,,,,,,,,
LTU-1993,47.0,,,,,,,,,
LTU-1994,50.8,,,,,,,,,
LTU-1995,51.1,7.9,,,,,,,,1527.0
LTU-1996,52.0,7.9,,,,,,,0.0,1525.0
LTU-1997,48.8,8.7,,,,,,,0.0,1530.0
LTU-1998,47.3,8.0,,,,,,,0.0,1571.4
LTU-1999,46.8,8.6,,,,,,,0.0,1524.1
LTU-2000,49.3,9.7,15.8,41.8,80.4,71.4,,,0.3,1630.2
LTU-2001,46.7,10.5,,,,67.5,,,0.1,1617.0
LTU-2002,46.8,11.1,,,,71.1,,,0.0,1591.3
LTU-2003,43.8,11.3,,,,75.7,,,0.1,1576.9
LTU-2004,41.9,12.2,,,,99.8,,,0.2,1658.8
LTU-2005,40.3,12.5,12.5,26.5,87.5,109.9,48.1,24.5,0.2,1659.1
LTU-2006,32.0,13.2,11.7,26.8,89.1,120.6,,,0.2,1654.9
LTU-2007,31.6,13.9,11.1,28.9,89.4,121.8,,,0.2,1681.0
LTU-2008,34.3,13.9,9.4,30.4,88.9,139.3,,,0.2,1707.3
LTU-2009,35.1,13.1,8.7,31.0,86.9,131.3,,,0.3,1645.0
LTU-2010,32.2,13.5,8.1,32.4,86.7,139.1,,,0.3,1696.7
LTU-2011,32.9,14.7,7.1,33.5,88.3,153.4,,,0.3,1674.2
LTU-2012,30.1,14.7,6.7,34.1,88.2,182.1,,,0.3,1672.3
LTU-2013,35.4,14.5,6.6,35.2,88.6,198.7,,,0.3,1657.5
LTU-2014,30.4,14.2,8.8,36.7,89.4,203.8,53.3,20.3,0.3,1649.9
LTU-2015,29.6,14.0,8.6,38.7,89.6,221.2,,,0.4,1673.2
LTU-2016,27.3,13.2,7.5,39.7,91.0,245.3,,,0.4,1694.3
LTU-2017,25.0,12.3,7.2,40.3,90.7,263.7,,,0.5,1656.9
LTU-2018,22.9,11.2,7.0,41.7,91.0,273.7,,,16.2,1664.0
LTU-2019,22.2,11.1,6.7,43.1,91.3,312.3,55.0,18.9,16.7,1665.4
LTU-2020,20.3,11.4,6.4,44.1,89.9,297.3,,,,1594.9
LUX-1990,18.4,15.3,,,,36.4,,,0.1,
LUX-1991,20.5,14.4,,,,38.8,,,0.1,
LUX-1992,15.6,14.3,,,,42.3,,,0.1,
LUX-1993,16.3,13.9,,,,45.3,,,0.1,
LUX-1994,19.3,13.7,,,,54.1,,,0.1,
LUX-1995,15.6,13.7,,,,55.5,,,0.1,1615.0
LUX-1996,18.1,13.4,,,,55.7,,,19.7,1593.0
LUX-1997,20.0,13.2,,,,59.5,,,19.9,1600.0
LUX-1998,15.2,13.0,,,,64.0,,,20.2,1599.0
LUX-1999,16.6,13.0,,,,100.3,,,0.2,1598.0
LUX-2000,15.0,13.4,39.1,18.3,84.3,211.4,,,0.2,1605.0
LUX-2001,17.4,13.3,,,,219.8,,26.0,0.4,1593.0
LUX-2002,20.1,13.1,,,,246.2,,26.0,0.4,1588.0
LUX-2003,11.0,12.7,,,,257.7,,28.0,0.5,1586.0
LUX-2004,13.8,12.5,,,,271.3,,27.0,0.6,1586.0
LUX-2005,10.7,12.3,34.1,26.5,84.0,279.5,,23.0,0.6,1567.0
LUX-2006,13.8,12.4,34.5,24.0,85.2,301.9,,21.0,0.5,1567.0
LUX-2007,16.6,12.2,34.3,26.5,84.5,273.6,,21.0,0.6,1581.0
LUX-2008,8.7,12.0,32.1,27.7,84.7,233.9,,20.0,0.5,1581.0
LUX-2009,9.6,11.9,22.7,34.8,85.1,276.3,,19.0,1.1,1518.0
LUX-2010,10.5,11.9,22.3,35.5,85.0,288.2,,18.3,1.2,1521.0
LUX-2011,10.7,11.8,22.7,37.0,85.0,277.2,,16.9,1.2,1520.0
LUX-2012,9.6,11.8,21.7,39.1,84.8,235.9,,16.8,1.3,1514.0
LUX-2013,7.6,11.4,19.5,40.7,84.9,244.1,,15.7,1.1,1506.0
LUX-2014,12.2,11.6,18.0,45.9,84.6,242.6,48.0,15.3,1.0,1512.0
LUX-2015,11.5,11.5,25.4,39.8,84.8,239.2,,15.0,1.1,1519.0
LUX-2016,7.5,11.4,21.2,42.9,85.7,249.7,,14.9,1.1,1518.0
LUX-2017,8.7,11.3,23.3,40.3,86.3,249.1,,16.0,1.1,1508.0
LUX-2018,8.2,11.1,22.8,43.9,85.7,261.1,,14.5,21.5,1509.0
LUX-2019,10.9,11.0,24.9,51.6,85.6,250.6,48.4,16.8,21.6,1507.0
LVA-1990,28.4,6.7,,,,,,,,
LVA-1991,30.7,6.7,,,,,,,,
LVA-1992,37.6,6.9,,,,,,,,
LVA-1993,45.2,8.0,,,,,,,,
LVA-1994,42.9,9.6,,,,,,,,
LVA-1995,43.1,9.1,,,,,,,0.0,1867.1
LVA-1996,38.9,8.4,19.2,17.0,78.1,,,,0.0,1865.5
LVA-1997,37.6,8.4,18.6,16.0,79.4,,,,0.0,1861.2
LVA-1998,35.6,8.9,17.1,17.2,80.8,,42.6,,0.0,1860.0
LVA-1999,32.7,8.8,16.3,17.8,79.6,,,,0.1,1861.5
LVA-2000,33.8,7.1,16.8,18.2,80.7,93.5,43.0,,0.1,1864.6
LVA-2001,30.9,6.7,20.8,17.8,83.2,112.5,,,0.1,1872.5
LVA-2002,29.7,7.4,17.9,18.9,82.2,123.8,40.8,,0.2,1841.7
LVA-2003,26.7,8.2,17.0,17.9,82.4,124.3,,,0.1,1836.0
LVA-2004,24.8,8.8,15.7,19.8,83.3,130.5,42.8,,0.2,1802.2
LVA-2005,25.1,9.9,15.6,20.3,83.9,138.6,,,0.1,1842.1
LVA-2006,21.6,10.4,15.9,20.9,86.6,133.9,45.2,,0.2,1829.0
LVA-2007,20.4,12.1,15.4,22.2,87.8,155.0,,,0.1,1793.6
LVA-2008,23.7,11.8,14.1,24.8,87.4,161.5,48.5,28.1,0.1,1751.1
LVA-2009,23.6,9.9,13.2,25.8,83.5,147.9,,,0.1,1707.3
LVA-2010,20.1,9.8,11.4,26.9,80.7,156.9,45.1,,0.2,1692.4
LVA-2011,20.5,10.1,12.1,27.7,84.4,144.0,,,0.1,1707.0
LVA-2012,20.9,10.2,10.9,29.2,86.2,166.8,49.1,,0.1,1691.6
LVA-2013,18.2,10.4,10.6,31.0,85.2,178.0,,,0.1,1685.9
LVA-2014,18.4,10.6,13.3,30.2,84.2,187.1,54.6,24.6,0.1,1695.3
LVA-2015,18.6,10.8,12.2,31.6,85.8,208.2,,,0.1,1663.2
LVA-2016,17.7,11.3,11.3,33.4,87.2,253.0,54.6,,0.1,1663.8
LVA-2017,17.3,10.9,12.4,33.9,87.6,253.5,,,0.1,1649.9
LVA-2018,14.7,11.0,12.4,33.9,89.1,263.1,58.7,,15.8,1661.3
LVA-2019,14.4,11.6,11.6,35.7,89.3,283.4,,22.6,16.4,1631.0
LVA-2020,14.9,12.1,10.5,37.8,86.8,283.3,58.8,,,1576.9
MEX-1990,3.6,4.9,,,,,,,0.1,
MEX-1991,3.6,4.8,,,,,,,0.1,2113.0
MEX-1992,3.8,5.3,,,,,,,0.1,2104.0
MEX-1993,3.9,5.2,,,,,,,0.1,2112.0
MEX-1994,4.3,5.2,,,,,,,0.1,2146.0
MEX-1995,4.4,5.1,,,,,,,0.1,2161.0
MEX-1996,4.1,5.3,,,,,,,0.1,2192.0
MEX-1997,4.3,4.8,72.2,13.2,83.2,,,,0.1,2241.0
MEX-1998,4.2,4.9,72.0,13.5,83.2,,,,0.1,2168.0
MEX-1999,4.1,4.9,72.8,13.2,82.0,102.9,,,0.1,2242.0
MEX-2000,4.4,5.2,70.9,14.6,82.5,113.5,62.3,12.4,0.1,2174.0
MEX-2001,4.6,5.0,70.3,15.1,80.9,126.1,,,0.1,2146.0
MEX-2002,4.4,4.9,70.0,15.4,80.9,134.8,,14.6,0.2,2196.0
MEX-2003,4.7,5.0,70.1,15.6,81.2,155.0,,,0.2,2143.0
MEX-2004,4.7,5.0,68.6,16.6,81.4,164.7,,,0.2,2123.0
MEX-2005,5.0,5.0,71.8,12.7,83.9,168.9,69.3,,0.2,2105.0
MEX-2006,4.6,5.2,71.0,13.3,84.2,176.8,69.5,13.0,0.2,2067.0
MEX-2007,4.5,4.1,70.4,13.6,83.8,182.8,65.6,,0.2,2045.0
MEX-2008,4.7,4.0,70.1,13.7,83.7,181.3,65.1,10.8,0.3,2105.0
MEX-2009,5.0,4.3,68.7,14.3,82.2,181.0,,7.6,0.4,1973.0
MEX-2010,4.9,4.0,67.9,14.7,81.0,165.9,,,0.3,2150.0
MEX-2011,5.2,4.0,66.9,15.0,81.0,160.1,,10.3,0.3,2121.0
MEX-2012,4.9,3.9,66.0,15.7,81.1,168.8,71.3,11.8,0.3,2120.0
MEX-2013,5.2,3.8,65.2,16.2,80.9,170.9,,,0.4,2136.0
MEX-2014,5.6,4.0,64.9,16.0,80.2,174.9,,,0.4,2134.1
MEX-2015,5.5,4.3,64.3,16.3,80.0,186.1,,7.6,0.4,2139.9
MEX-2016,5.4,4.4,63.4,16.8,79.8,196.2,72.5,7.6,0.4,2145.9
MEX-2017,5.5,4.7,62.3,17.4,80.0,198.7,,,0.4,2148.5
MEX-2018,5.5,4.8,60.9,18.0,79.7,206.1,75.2,7.7,0.4,2149.4
MEX-2019,5.7,4.9,60.2,18.3,79.7,207.2,,,7.5,2138.9
MEX-2020,6.3,3.9,58.4,19.4,76.3,209.3,74.1,7.4,,2123.5
NLD-1990,10.3,9.9,45.2,19.2,81.4,144.7,34.9,37.0,5.6,1454.0
NLD-1991,11.3,10.0,43.7,19.6,84.6,145.8,35.1,38.0,5.8,1444.0
NLD-1992,11.0,10.0,42.1,20.9,83.7,133.6,36.5,37.0,5.8,1451.0
NLD-1993,10.5,9.7,,,,132.8,36.4,36.0,6.1,1440.0
NLD-1994,10.6,9.7,40.2,21.4,81.9,141.2,38.3,37.0,6.2,1447.0
NLD-1995,10.0,9.8,38.8,22.0,82.8,152.3,37.9,36.0,7.0,1481.6
NLD-1996,10.4,9.9,,,,193.6,38.9,36.0,6.9,1496.5
NLD-1997,10.3,10.1,,,,191.3,40.5,36.0,6.8,1482.0
NLD-1998,9.9,9.9,35.7,24.2,85.4,238.3,40.5,35.0,7.5,1478.7
NLD-1999,9.8,10.1,,,,259.9,42.3,34.0,7.5,1477.2
NLD-2000,9.6,10.1,35.1,23.4,86.3,284.3,44.1,32.0,7.5,1464.1
NLD-2001,9.3,10.0,34.9,23.2,86.3,302.8,44.8,28.8,7.3,1454.1
NLD-2002,9.8,9.8,32.2,25.0,86.5,340.8,44.8,27.6,7.8,1436.4
NLD-2003,9.4,9.7,30.8,27.5,85.9,339.9,46.1,26.7,8.1,1427.8
NLD-2004,9.3,9.6,29.1,29.5,85.3,377.2,46.5,25.4,8.2,1447.9
NLD-2005,9.6,9.6,28.2,30.1,85.6,388.7,44.9,25.2,8.2,1433.6
NLD-2006,9.3,9.6,27.6,30.2,86.4,213.4,46.5,25.2,11.4,1430.4
NLD-2007,8.2,9.6,26.8,30.8,87.7,222.2,45.5,23.1,11.4,1429.2
NLD-2008,8.6,9.7,26.7,32.2,88.3,259.2,46.9,23.3,11.6,1428.6
NLD-2009,9.1,9.4,26.6,32.8,88.1,254.8,47.2,22.6,12.6,1420.0
NLD-2010,9.4,9.1,27.0,32.4,87.5,254.1,48.2,20.9,12.8,1419.6
NLD-2011,9.7,9.0,27.7,32.0,87.2,270.3,48.2,20.8,13.1,1420.2
NLD-2012,10.3,9.1,26.6,34.4,87.6,291.8,47.9,18.4,13.1,1410.5
NLD-2013,10.8,8.7,24.2,33.9,88.0,316.4,45.6,18.5,13.1,1414.7
NLD-2014,10.6,8.4,24.1,34.4,87.7,318.2,48.2,19.1,13.1,1425.6
NLD-2015,10.7,8.3,23.6,35.3,88.2,312.6,47.4,19.0,13.3,1425.8
NLD-2016,10.8,8.2,22.9,36.0,88.4,326.5,47.6,18.0,13.3,1437.3
NLD-2017,10.8,8.3,21.6,37.2,88.8,327.4,47.3,16.8,13.5,1436.8
NLD-2018,10.2,8.3,21.0,38.3,89.6,333.6,48.5,15.5,16.2,1436.1
NLD-2019,10.0,8.2,20.4,40.4,89.7,332.6,48.4,15.4,16.1,1438.5
NLD-2020,10.0,7.2,19.0,42.6,89.5,316.5,48.4,14.4,,1406.9
NOR-1990,16.0,5.0,,,,84.2,,35.0,1.9,1492.8
NOR-1991,16.5,4.9,20.9,24.8,90.0,84.7,,34.0,1.9,1490.2
NOR-1992,14.7,4.7,21.0,25.3,88.9,85.7,,35.0,1.8,1499.6
NOR-1993,13.9,4.6,,,,89.4,,37.0,1.7,1496.8
NOR-1994,12.6,4.7,19.3,27.4,88.2,92.5,,33.0,1.7,1494.9
NOR-1995,12.9,4.8,18.8,28.6,88.9,101.0,33.0,33.0,1.7,1478.3
NOR-1996,12.0,5.0,,,,110.5,,33.0,1.9,1473.6
NOR-1997,12.6,5.3,,,,148.8,,34.0,1.8,1468.4
NOR-1998,12.7,5.2,,,,154.0,37.0,33.0,2.0,1466.6
NOR-1999,13.5,5.5,,,,161.3,,32.0,2.3,1465.5
NOR-2000,12.4,5.7,,,,177.2,,32.0,2.0,1448.1
NOR-2001,12.6,5.5,,,,174.7,,30.0,2.1,1424.0
NOR-2002,11.2,5.9,,,,199.6,42.0,29.0,2.4,1411.8
NOR-2003,11.3,6.0,,,,199.6,,26.0,2.6,1401.0
NOR-2004,11.9,6.2,,,,213.1,,26.0,2.3,1423.1
NOR-2005,11.7,6.4,22.8,32.7,88.8,217.5,45.0,25.0,2.0,1428.5
NOR-2006,11.7,6.5,21.1,32.9,89.1,226.2,,24.0,2.0,1426.4
NOR-2007,10.6,6.6,21.1,34.2,90.4,240.1,,22.0,2.0,1438.3
NOR-2008,10.7,6.8,19.3,36.0,90.5,248.4,46.0,21.0,1.9,1443.0
NOR-2009,12.1,6.7,19.3,36.7,90.2,247.4,,21.0,2.3,1421.8
NOR-2010,11.4,6.6,19.4,37.3,90.4,248.7,,19.0,2.0,1429.8
NOR-2011,12.2,6.4,18.1,38.1,90.5,263.5,,17.0,2.2,1434.7
NOR-2012,10.4,6.2,17.9,38.6,90.3,270.3,46.0,16.0,2.1,1431.1
NOR-2013,11.0,6.2,17.6,39.8,89.5,279.3,,15.0,2.2,1421.3
NOR-2014,10.8,6.1,18.1,41.8,89.9,285.2,,13.0,2.4,1424.1
NOR-2015,11.4,6.0,17.6,42.7,89.2,281.8,46.0,13.0,2.5,1426.6
NOR-2016,11.8,6.0,17.8,43.0,88.8,293.1,,12.0,2.7,1430.0
NZL-1990,14.1,10.3,43.4,,78.1,66.2,,28.0,0.2,1809.0
NZL-1991,13.8,9.9,44.4,,80.1,69.6,,26.0,0.3,1792.0
NZL-1992,14.6,9.8,43.6,,81.2,85.9,,27.0,0.4,1799.0
NZL-1993,12.6,9.3,,,,99.6,,27.0,0.4,1853.0
NZL-1994,14.8,9.5,42.7,,82.7,101.4,,27.0,0.4,1848.0
NZL-1995,15.2,9.3,40.9,,81.5,107.6,,27.0,0.5,1841.0
NZL-1996,14.7,8.8,,,,112.6,,26.0,0.5,1834.0
NZL-1997,15.1,8.7,39.6,,82.4,115.5,53.8,26.0,0.5,1826.0
NZL-1998,15.5,8.7,38.6,,81.5,123.0,,25.0,0.5,1829.0
NZL-1999,13.7,8.9,38.0,,81.9,125.6,,26.0,0.5,1845.0
NZL-2000,12.3,8.9,36.8,,82.2,129.5,,25.0,0.5,1836.0
NZL-2001,13.5,8.7,35.5,,83.6,149.9,,25.0,0.5,1825.0
NZL-2002,12.3,9.1,34.4,,83.0,149.5,,25.0,0.5,1826.0
NZL-2003,13.3,8.9,33.1,,82.7,146.2,60.5,23.0,0.4,1823.0
NZL-2004,12.4,9.1,32.9,,83.4,148.4,,22.0,0.5,1830.0
NZL-2005,12.7,9.3,31.6,,84.1,156.0,,22.5,0.5,1815.0
NZL-2006,12.7,9.3,31.1,,84.5,169.3,,20.7,0.5,1795.0
NZL-2007,11.9,9.2,28.9,,83.7,155.5,62.5,18.1,0.5,1774.0
NZL-2008,12.4,9.5,27.9,,84.5,187.5,,,0.5,1761.0
NZL-2009,12.0,9.3,27.8,,84.0,193.0,64.7,,0.6,1740.0
