LocationTime,LOCATION,TIME,Suicide_Val_MEN,Suicide_Val_TOT,Suicide_Val_WOMEN,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Smoking_Val,Soc_Spend_Val,Work_Hour_Val
POL-2000,POL,2000,28.2,15.8,5.0,8.4,20.1,32.2,84.5,73.6,0.0,32.0,0.5,1740.0
POL-2001,POL,2001,28.3,15.7,4.4,7.8,19.4,32.8,84.1,74.8,24.5,31.0,0.6,1755.0
POL-2002,POL,2002,27.8,15.8,5.1,8.1,18.8,32.4,83.1,86.7,25.8,31.0,0.7,1746.0
POL-2003,POL,2003,27.7,15.4,4.6,9.1,17.4,14.2,82.6,91.2,27.0,30.5,0.7,1860.5
POL-2004,POL,2004,28.6,15.9,4.6,9.2,16.1,15.7,82.3,101.4,27.7,29.5,0.2,1860.9
POL-2005,POL,2005,28.4,15.8,4.6,9.1,14.9,16.9,82.7,98.2,19.6,28.0,0.2,1856.0
POL-2006,POL,2006,27.3,15.1,4.3,9.9,14.2,17.9,83.5,103.5,21.2,28.0,0.2,1857.3
POL-2007,POL,2007,24.8,13.7,4.1,10.3,13.7,18.7,84.5,115.4,22.5,26.0,0.2,1854.7
POL-2008,POL,2008,26.7,14.7,4.0,10.8,12.9,19.6,85.1,125.5,23.3,26.0,0.2,1847.5
POL-2009,POL,2009,30.2,16.7,4.7,10.2,12.0,21.2,85.3,134.1,24.5,25.0,0.3,1833.6
POL-2010,POL,2010,29.8,16.3,4.1,10.0,11.5,22.5,84.6,144.4,25.8,24.0,0.3,1829.0
POL-2011,POL,2011,28.8,15.6,3.7,10.3,11.1,23.3,84.6,155.6,27.0,23.0,0.3,1824.3
POL-2012,POL,2012,29.7,16.2,3.9,10.2,10.4,24.5,84.7,168.3,27.7,19.0,0.4,1819.7
POL-2013,POL,2013,28.9,15.8,4.1,10.8,9.9,25.8,84.8,173.8,28.7,0.0,0.4,1816.4
POL-2014,POL,2014,27.3,15.1,3.9,10.5,9.5,27.0,86.2,175.4,53.3,22.7,0.4,1822.3
POL-2015,POL,2015,25.1,13.7,3.6,10.5,9.2,27.7,87.1,194.2,0.0,0.0,0.5,1829.2
POL-2016,POL,2016,21.9,11.9,2.9,10.5,8.7,28.7,87.5,211.2,24.5,35.5,0.5,1831.4
POL-2017,POL,2017,20.6,11.3,2.9,10.6,7.9,29.9,88.1,222.1,25.8,34.0,0.5,1811.6
POL-2018,POL,2018,20.6,11.3,2.8,10.7,7.6,30.9,88.8,210.3,27.0,32.0,20.6,1787.3
POL-2019,POL,2019,21.1,11.6,3.0,11.0,7.4,32.0,89.0,220.0,27.7,31.0,21.3,1782.6
PRT-1990,PRT,1990,16.2,9.7,4.7,14.4,9.9,23.3,90.8,86.1,0.0,31.0,0.8,1805.8
PRT-1991,PRT,1991,18.0,10.5,4.8,14.0,9.5,24.5,88.6,106.2,27.7,30.5,0.9,1739.5
PRT-1992,PRT,1992,16.2,9.6,4.7,13.6,9.2,25.8,87.5,123.7,28.7,35.5,0.9,1682.3
PRT-1993,PRT,1993,14.6,8.5,3.8,13.4,8.7,27.0,85.9,117.5,29.9,34.0,1.1,1684.2
PRT-1994,PRT,1994,14.3,8.2,3.4,13.3,7.9,27.7,86.7,122.4,30.9,32.0,1.2,1691.5
PRT-1995,PRT,1995,14.0,8.6,4.4,12.8,7.6,28.7,86.7,143.4,32.0,31.0,1.1,1749.4
PRT-1996,PRT,1996,12.2,7.0,3.2,12.1,0.0,29.9,85.4,142.8,23.3,31.0,1.1,1750.3
PRT-1997,PRT,1997,11.4,6.5,2.7,11.8,0.0,0.0,0.0,148.5,24.5,30.5,1.1,1745.7
PRT-1998,PRT,1998,9.6,5.7,2.6,11.7,82.1,8.3,89.4,147.4,25.8,29.5,1.4,1759.9
PRT-1999,PRT,1999,9.5,5.5,2.5,13.2,81.2,8.7,90.0,159.4,27.0,28.0,1.4,1761.6
PRT-2000,PRT,2000,9.5,5.2,1.9,12.8,80.6,8.8,90.6,176.5,27.7,28.0,1.6,1770.4
PRT-2001,PRT,2001,13.1,7.4,3.1,12.6,79.8,9.2,90.8,180.6,28.7,26.0,1.7,1755.1
PRT-2002,PRT,2002,20.5,11.7,4.8,12.5,79.3,9.4,88.6,181.6,29.9,26.0,1.8,1748.7
PRT-2003,PRT,2003,19.2,11.1,4.7,12.2,77.2,11.0,87.5,198.7,0.0,25.0,1.8,1742.2
PRT-2007,PRT,2007,15.5,9.3,4.5,11.5,72.5,13.7,85.9,299.2,8.3,24.0,1.9,1754.7
PRT-2008,PRT,2008,16.2,9.4,4.0,11.5,71.8,14.3,86.7,319.3,8.7,23.0,2.0,1742.6
PRT-2009,PRT,2009,16.3,9.2,3.6,11.5,70.1,14.7,86.7,316.1,8.8,27.0,1.9,1743.0
PRT-2010,PRT,2010,16.7,9.7,4.3,11.3,68.1,15.4,85.4,299.8,9.2,26.0,1.9,1745.6
PRT-2011,PRT,2011,15.6,8.9,3.7,10.9,65.0,17.3,83.4,303.3,9.4,26.0,2.0,1724.4
PRT-2012,PRT,2012,16.8,9.3,3.4,9.8,62.4,18.5,81.8,326.1,11.0,25.0,2.0,1708.2
PRT-2013,PRT,2013,15.7,9.1,3.8,9.5,60.0,19.3,80.2,328.0,13.7,26.0,2.0,1717.6
PRT-2014,PRT,2014,17.8,10.6,4.8,10.2,56.7,21.7,82.5,337.0,14.3,25.0,2.0,1724.6
PRT-2015,PRT,2015,15.6,9.7,5.1,10.3,54.9,22.9,83.6,350.2,14.7,25.0,2.3,1731.7
PRT-2016,PRT,2016,14.4,8.4,3.6,10.4,53.1,23.9,85.0,373.7,15.4,25.0,2.3,1737.5
PRT-2017,PRT,2017,15.0,9.1,4.4,10.4,52.0,24.0,86.7,389.7,17.3,23.0,2.5,1727.1
PRT-2018,PRT,2018,14.1,8.5,4.0,10.4,50.2,25.0,88.3,419.2,18.5,22.0,22.5,1737.7
ROU-1990,ROU,1990,15.7,10.3,5.3,12.5,81.2,0.0,83.8,144.4,19.3,22.5,0.0,0.0
ROU-1991,ROU,1991,17.0,10.8,5.1,12.2,80.6,24.5,84.4,155.6,21.7,20.7,0.0,0.0
ROU-1992,ROU,1992,21.8,13.2,5.5,11.5,79.8,25.8,83.9,168.3,22.9,34.0,0.4,0.0
ROU-1993,ROU,1993,22.6,13.7,5.6,11.5,79.3,27.0,85.8,173.8,23.9,32.0,0.4,0.0
ROU-1994,ROU,1994,23.7,14.1,5.5,11.5,77.2,27.7,87.2,175.4,24.0,31.0,0.4,0.0
ROU-1995,ROU,1995,22.9,13.5,4.9,11.3,72.5,28.7,87.5,194.2,0.0,31.0,0.5,1822.6
ROU-1996,ROU,1996,23.8,13.7,4.6,10.9,71.8,29.9,87.3,211.2,0.0,30.5,0.5,1861.5
ROU-1997,ROU,1997,24.0,13.8,4.5,9.8,70.1,30.9,82.2,222.1,13.7,29.5,0.5,1860.5
ROU-1998,ROU,1998,23.6,13.5,4.5,9.5,68.1,32.0,83.6,210.3,14.3,28.0,20.6,1859.1
ROU-1999,ROU,1999,22.7,13.1,4.5,10.2,65.0,23.3,83.0,220.0,14.7,28.0,21.3,1850.0
ROU-2000,ROU,2000,23.2,13.5,4.7,10.2,62.4,24.5,82.7,86.1,15.4,26.0,0.8,1853.0
ROU-2001,ROU,2001,22.4,12.8,4.0,9.8,60.0,25.8,83.4,106.2,17.3,26.0,0.9,1852.5
ROU-2002,ROU,2002,25.5,14.6,4.8,9.6,56.7,27.0,84.1,123.7,18.5,27.0,0.9,1867.2
ROU-2003,ROU,2003,23.9,13.7,4.6,8.8,54.9,27.7,84.5,117.5,19.3,26.0,1.1,1837.1
ROU-2004,ROU,2004,22.7,12.9,4.0,9.8,53.1,28.7,83.7,53.0,21.7,26.0,1.2,1886.6
ROU-2005,ROU,2005,21.5,12.4,4.2,10.0,52.0,29.9,84.5,41.4,22.9,25.0,1.1,1877.0
ROU-2006,ROU,2006,22.3,12.8,4.3,10.3,12.1,0.0,84.0,46.4,23.9,26.0,1.1,1836.1
ROU-2007,ROU,2007,19.8,11.5,4.1,11.6,10.9,8.3,83.8,47.5,24.0,25.0,1.1,1839.9
ROU-2008,ROU,2008,20.1,11.6,4.0,13.1,70.0,8.7,85.4,58.1,25.0,25.0,1.4,1835.2
ROU-2009,ROU,2009,21.7,12.1,3.5,11.8,70.1,8.8,0.0,67.0,0.0,25.0,1.4,1815.5
ROU-2010,ROU,2010,22.6,12.8,4.1,10.0,68.6,9.2,83.8,72.3,24.5,23.0,1.6,1840.7
ROU-2011,ROU,2011,21.1,11.8,3.5,9.6,71.8,9.4,84.4,77.4,25.8,22.0,1.7,1849.3
ROU-2012,ROU,2012,21.9,12.2,3.3,9.7,71.0,11.0,83.9,76.5,27.0,22.5,1.8,1811.5
ROU-2013,ROU,2013,20.9,11.7,3.4,9.7,70.4,13.7,85.8,78.5,27.7,20.7,1.8,1806.5
ROU-2014,ROU,2014,19.4,10.8,2.9,9.5,70.1,14.3,87.2,80.7,28.7,32.0,1.9,1792.5
ROU-2015,ROU,2015,19.5,10.9,3.1,9.5,68.7,14.7,87.5,87.3,29.9,31.0,2.0,1785.7
ROU-2016,ROU,2016,17.1,9.6,2.9,9.6,67.9,15.4,87.3,98.0,30.9,31.0,1.9,1809.0
ROU-2017,ROU,2017,16.5,9.4,3.0,10.1,66.9,17.3,82.2,108.1,32.0,30.5,1.9,1785.8
ROU-2018,ROU,2018,16.7,9.5,3.0,11.0,66.0,35.3,83.6,119.2,23.3,29.5,2.0,1787.0
ROU-2019,ROU,2019,15.6,8.6,2.2,11.0,65.2,36.0,83.0,127.1,24.5,28.0,2.0,1803.1
RUS-1990,RUS,1990,53.7,29.6,12.2,16.5,64.9,37.2,82.7,0.0,25.8,28.0,2.0,0.0
RUS-1991,RUS,1991,53.6,29.3,11.7,16.1,64.3,38.3,83.4,28.8,27.0,26.0,2.0,0.0
RUS-1992,RUS,1992,62.4,33.8,12.5,18.5,63.4,40.4,84.1,31.4,27.7,26.0,12.0,1933.0
RUS-1993,RUS,1993,77.5,41.2,13.8,21.7,62.3,42.6,84.5,35.8,28.7,25.0,11.8,1939.0
RUS-1994,RUS,1994,86.8,45.3,14.2,23.6,60.9,0.0,83.7,40.0,29.9,24.0,11.7,1895.0
RUS-1995,RUS,1995,82.8,44.2,14.4,21.0,60.2,24.8,84.5,90.2,0.0,23.0,11.6,1891.0
RUS-1996,RUS,1996,78.4,41.7,13.1,19.2,58.4,25.3,84.0,106.9,8.3,19.0,12.6,1894.0
RUS-1997,RUS,1997,74.2,39.5,12.8,17.5,45.2,0.0,83.8,147.3,8.7,0.0,12.0,1951.0
RUS-1998,RUS,1998,69.0,37.0,12.0,16.9,43.7,27.4,0.0,169.4,8.8,33.9,7.9,1946.0
RUS-1999,RUS,1999,76.0,40.7,13.1,17.5,42.1,28.6,0.0,198.4,9.2,0.0,8.2,1964.0
RUS-2000,RUS,2000,76.0,40.2,12.0,18.8,10.9,30.2,0.0,204.6,9.4,34.9,8.5,1982.0
RUS-2001,RUS,2001,76.2,40.2,11.8,19.4,70.0,30.8,84.0,194.4,11.0,35.1,8.5,1980.0
RUS-2002,RUS,2002,72.8,38.7,11.8,19.8,70.1,32.2,85.5,139.5,13.7,27.0,8.5,1982.0
RUS-2003,RUS,2003,70.1,36.2,10.9,19.8,68.6,32.8,83.2,140.5,14.3,26.0,8.6,1993.0
RUS-2004,RUS,2004,65.9,34.3,10.6,19.3,71.8,32.4,82.2,139.2,14.7,26.0,8.9,1993.0
RUS-2005,RUS,2005,61.4,31.8,9.6,20.2,71.0,32.0,80.1,53.0,15.4,25.0,9.0,1989.0
RUS-2006,RUS,2006,56.7,29.7,9.3,21.4,70.4,34.4,79.5,41.4,17.3,26.0,8.9,1998.0
RUS-2007,RUS,2007,53.5,28.4,9.4,22.3,70.1,33.9,80.0,46.4,35.3,25.0,9.1,1999.0
RUS-2008,RUS,2008,50.2,26.5,8.9,18.4,68.7,34.4,81.3,47.5,36.0,25.0,9.2,1997.0
RUS-2009,RUS,2009,48.5,25.7,8.3,16.1,67.9,35.3,82.0,58.1,37.2,25.0,9.4,1974.0
RUS-2010,RUS,2010,43.2,22.8,7.3,15.8,7.2,36.0,82.6,67.0,38.3,23.0,9.8,1976.0
RUS-2011,RUS,2011,39.7,21.3,7.1,15.4,7.2,37.2,81.3,72.3,40.4,22.0,10.0,1979.0
RUS-2012,RUS,2012,37.7,20.3,6.9,14.8,7.0,38.3,82.0,77.4,42.6,22.5,10.1,1982.0
RUS-2013,RUS,2013,36.9,19.6,6.3,14.1,6.7,36.7,81.5,76.5,28.6,20.7,10.1,1980.0
RUS-2014,RUS,2014,34.5,18.3,5.9,14.0,6.6,37.3,81.7,78.5,30.2,0.0,10.3,1985.0
RUS-2015,RUS,2015,31.9,17.1,5.7,13.3,6.3,38.1,81.2,80.7,30.8,26.0,10.6,1978.0
RUS-2019,RUS,2019,22.2,11.7,3.6,10.8,71.8,38.6,84.0,87.3,32.2,25.0,10.5,1965.0
SVK-1992,SVK,1992,30.4,17.2,5.9,12.7,71.0,39.8,85.5,0.0,32.8,26.0,10.5,0.0
SVK-1993,SVK,1993,28.5,15.8,4.7,12.1,70.4,41.8,83.2,0.0,32.4,25.0,11.2,0.0
SVK-1994,SVK,1994,26.8,14.7,4.4,10.6,70.1,42.7,82.2,0.0,32.0,25.0,11.3,0.0
SVK-1995,SVK,1995,28.1,15.5,5.0,10.3,68.7,43.0,80.1,0.0,34.4,25.0,11.6,1853.0
SVK-1996,SVK,1996,25.3,13.9,4.2,10.7,67.9,0.0,79.5,0.0,33.9,23.0,0.0,1820.0
SVK-1997,SVK,1997,23.8,13.2,4.3,10.8,7.2,10.5,80.0,20.9,34.4,22.0,0.7,1830.0
SVK-1998,SVK,1998,24.7,13.4,3.5,10.0,7.2,10.3,81.3,21.6,35.3,22.5,0.9,1822.0
SVK-1999,SVK,1999,25.9,14.0,3.9,10.0,7.0,10.1,82.0,27.0,36.0,20.7,1.0,1816.0
SVK-2000,SVK,2000,25.5,14.6,5.3,11.0,16.2,10.4,82.6,28.8,37.2,32.0,0.8,1816.0
SVK-2001,SVK,2001,25.4,13.9,4.3,10.8,14.9,10.9,86.7,31.4,38.3,31.0,0.8,1801.0
SVK-2002,SVK,2002,26.7,14.3,3.9,10.8,14.1,11.0,86.6,35.8,36.7,31.0,0.9,1754.0
SVK-2003,SVK,2003,27.0,14.6,3.9,9.9,13.3,11.8,87.1,40.0,37.3,30.5,1.2,1698.0
SVK-2004,SVK,2004,22.6,12.8,4.2,10.1,13.0,12.8,83.6,90.2,38.1,29.5,1.3,1742.0
SVK-2005,SVK,2005,24.1,12.9,3.5,11.0,12.1,14.0,84.0,106.9,38.6,28.0,1.1,1769.0
SVK-2008,SVK,2008,20.2,11.0,3.0,11.2,10.1,14.8,85.5,147.3,39.8,28.0,1.3,1793.0
SVK-2009,SVK,2009,21.8,11.1,2.1,10.7,9.1,15.8,83.2,169.4,41.8,26.0,1.3,1780.0
SVK-2010,SVK,2010,21.3,11.6,3.3,10.1,9.0,17.3,82.2,198.4,42.7,26.0,1.3,1805.0
SVK-2012,SVK,2012,19.6,10.4,2.5,10.1,8.3,19.0,80.1,204.6,43.0,0.0,1.2,1789.0
SVK-2013,SVK,2013,21.0,11.2,2.9,9.9,8.2,19.9,79.5,194.4,0.0,0.0,1.1,1772.0
SVK-2014,SVK,2014,18.8,10.0,2.8,10.1,9.2,20.4,80.0,139.5,10.5,22.9,1.0,1760.0
SVK-2016,SVK,2016,12.5,6.9,2.0,9.9,8.3,22.0,81.3,140.5,10.3,0.0,1.0,1740.0
SVK-2017,SVK,2017,11.9,6.7,2.3,9.7,8.7,23.1,82.0,139.2,10.1,0.0,1.0,1713.8
SVK-2018,SVK,2018,12.9,7.4,2.5,10.1,8.4,24.6,82.6,140.1,10.4,0.0,17.2,1703.9
SVK-2019,SVK,2019,12.0,6.6,1.9,10.3,8.8,25.8,83.8,149.7,10.9,21.0,17.7,1692.0
SVN-1990,SVN,1990,52.4,31.0,13.7,13.8,16.2,14.8,88.4,0.0,11.0,0.0,0.0,0.0
SVN-1991,SVN,1991,62.1,35.5,15.1,13.2,14.9,15.8,87.3,28.8,11.8,20.3,0.0,0.0
SVN-1992,SVN,1992,52.0,32.1,15.3,13.6,14.1,17.3,86.4,31.4,12.8,19.9,0.0,0.0
SVN-1993,SVN,1993,57.9,33.1,13.2,14.3,13.3,19.0,85.1,35.8,14.0,19.2,0.0,0.0
SVN-1994,SVN,1994,56.3,33.0,14.1,13.4,13.0,19.9,83.8,40.0,14.8,19.1,0.0,0.0
SVN-1995,SVN,1995,50.7,29.9,12.8,13.4,12.1,20.4,83.2,90.2,15.8,18.7,5.7,1755.0
SVN-1996,SVN,1996,54.3,32.2,14.5,12.0,10.1,22.0,84.4,106.9,17.3,18.4,0.0,1727.0
SVN-1997,SVN,1997,53.9,30.8,11.8,11.2,9.1,23.1,85.2,147.3,19.0,17.5,0.0,1715.0
SVN-1998,SVN,1998,54.0,31.7,13.3,8.3,9.0,0.0,0.0,169.4,19.9,17.0,0.0,1728.0
SVN-1999,SVN,1999,51.5,30.7,13.8,10.6,8.3,0.0,0.0,198.4,20.4,16.9,0.0,1730.0
SVN-2000,SVN,2000,50.3,30.4,15.1,11.2,25.2,15.7,86.1,204.6,22.0,16.7,0.0,1710.1
SVN-2001,SVN,2001,51.9,29.6,11.7,13.0,0.0,0.0,0.0,194.4,23.1,15.4,0.0,1695.9
SVN-2002,SVN,2002,47.0,27.0,10.1,11.6,23.0,15.3,86.1,139.5,24.6,16.5,0.0,1720.5
SVN-2003,SVN,2003,48.2,28.0,11.5,11.2,21.9,17.7,86.1,140.5,25.8,16.1,1.2,1723.8
SVN-2004,SVN,2004,37.8,24.8,13.2,13.5,20.3,19.0,86.8,139.2,14.8,15.1,1.2,1736.5
SVN-2005,SVN,2005,41.7,24.4,10.2,10.3,19.7,20.2,87.0,177.5,15.8,14.8,1.1,1696.6
SVN-2006,SVN,2006,44.4,25.6,10.4,12.2,18.4,21.4,88.2,187.6,17.3,14.2,1.2,1667.4
SVN-2007,SVN,2007,34.7,20.7,8.9,11.0,18.2,22.2,87.7,206.3,55.1,13.7,1.1,1654.9
SVN-2008,SVN,2008,33.2,19.2,7.6,11.0,18.0,22.6,87.9,212.0,0.0,26.0,1.1,1673.5
SVN-2009,SVN,2009,34.6,20.8,8.4,10.5,16.7,23.3,88.4,213.1,28.6,25.0,1.2,1679.0
SVN-2010,SVN,2010,34.0,19.2,6.9,10.3,16.7,23.7,87.3,215.1,30.2,26.0,1.2,1680.3
SVN-2011,SVN,2011,35.4,20.1,7.6,10.6,15.5,25.1,86.4,220.2,30.8,25.0,1.2,1663.4
SVN-2012,SVN,2012,35.6,20.1,7.1,11.0,15.0,26.4,85.1,237.4,32.2,25.0,1.4,1644.3
SVN-2013,SVN,2013,35.2,20.3,7.3,9.5,14.5,27.9,83.8,248.5,32.8,25.0,1.4,1662.2
SVN-2014,SVN,2014,31.1,17.5,5.3,10.9,14.3,28.6,83.2,251.1,32.4,23.0,1.4,1681.8
SVN-2015,SVN,2015,32.3,18.9,7.6,11.5,13.2,30.2,84.4,252.6,32.0,22.0,1.3,1687.3
SVN-2016,SVN,2016,28.4,16.8,6.5,10.5,12.7,30.7,85.2,258.8,34.4,22.5,1.3,1652.4
SVN-2017,SVN,2017,31.3,18.1,6.9,10.1,12.3,34.3,86.6,272.5,33.9,20.7,1.3,1621.9
SVN-2018,SVN,2018,26.2,15.7,6.7,10.0,11.9,32.5,88.9,285.7,34.4,32.0,21.0,1599.1
SVN-2019,SVN,2019,28.5,17.2,7.3,11.1,11.2,33.3,90.3,302.1,35.3,31.0,21.1,1601.8
SVN-2020,SVN,2020,26.8,15.7,5.7,9.8,9.8,35.9,90.4,320.5,36.0,31.0,0.0,1533.8
SWE-1990,SWE,1990,25.3,17.4,10.5,6.4,0.0,0.0,0.0,108.8,37.2,30.5,1.1,1420.7
SWE-1991,SWE,1991,25.4,17.5,10.3,6.3,30.9,25.2,94.2,117.3,38.3,29.5,1.6,1408.0
SWE-1992,SWE,1992,22.9,15.9,9.6,6.3,29.7,25.8,92.7,70.2,36.7,28.0,1.4,1424.3
SWE-1993,SWE,1993,23.3,16.0,9.6,6.2,0.0,0.0,0.0,68.7,37.3,28.0,2.9,1440.6
SWE-1994,SWE,1994,22.3,15.2,8.7,6.3,26.8,27.0,89.2,69.5,38.1,26.0,2.6,1474.9
SWE-1995,SWE,1995,22.4,15.5,9.2,6.2,25.3,28.3,89.0,75.8,38.6,26.0,2.4,1481.6
SWE-1996,SWE,1996,20.7,14.3,8.4,6.0,0.0,0.0,0.0,76.7,39.8,22.3,2.4,1492.9
SWE-1997,SWE,1997,20.4,13.7,7.7,5.9,24.7,27.5,85.0,85.2,41.8,19.2,2.5,1497.3
SWE-1998,SWE,1998,20.9,14.0,7.7,5.8,23.9,28.0,85.5,90.9,42.7,19.1,2.5,1496.3
SWE-1999,SWE,1999,20.3,13.9,8.0,6.1,23.4,28.7,85.6,97.4,43.0,19.3,2.5,1504.9
SWE-2000,SWE,2000,18.8,12.7,7.2,6.2,22.4,30.1,86.7,111.0,0.0,18.9,2.4,1485.6
SWE-2001,SWE,2001,19.6,13.4,7.9,6.5,19.4,31.6,86.9,149.2,10.5,18.9,2.6,1464.5
SWE-2002,SWE,2002,19.9,13.2,6.9,6.9,18.4,32.6,86.5,159.5,10.3,17.5,2.7,1443.7
SWE-2003,SWE,2003,17.8,12.3,7.3,6.9,17.8,33.4,85.8,156.6,10.1,17.2,2.7,1431.3
SWE-2004,SWE,2004,19.1,12.8,6.9,6.5,17.1,34.5,85.4,166.2,10.4,15.9,2.6,1452.6
SWE-2005,SWE,2005,19.0,13.4,8.3,6.5,16.4,29.6,87.3,172.3,10.9,15.7,2.7,1451.5
SWE-2006,SWE,2006,18.3,13.0,8.2,6.8,15.9,30.5,87.2,183.4,11.0,15.2,2.7,1450.1
SWE-2007,SWE,2007,17.8,12.2,7.0,7.0,15.4,31.3,88.5,194.3,11.8,13.8,2.7,1461.7
SWE-2008,SWE,2008,18.8,12.5,6.7,7.0,15.0,32.0,89.1,205.5,12.8,14.6,3.0,1471.3
SWE-2009,SWE,2009,19.3,13.2,7.5,7.3,14.3,33.1,88.0,207.5,14.0,14.0,3.3,1457.9
SWE-2010,SWE,2010,17.9,12.0,6.3,7.4,13.7,33.9,87.7,206.6,14.8,13.6,3.2,1483.0
SWE-2011,SWE,2011,16.8,11.6,6.7,7.3,13.0,35.2,88.7,236.4,15.8,13.1,3.5,1483.9
SWE-2012,SWE,2012,17.3,11.9,6.9,7.2,12.5,35.7,88.7,252.0,17.3,12.8,3.7,1471.4
SWE-2013,SWE,2013,17.9,12.6,7.4,7.3,11.8,37.0,89.2,258.0,19.0,10.7,3.8,1462.9
SWE-2014,SWE,2014,16.2,11.7,7.4,7.2,18.4,38.7,89.0,264.9,19.9,11.9,3.8,1464.4
SWE-2015,SWE,2015,17.6,12.0,6.7,7.1,18.0,39.8,89.3,273.5,20.4,11.2,3.8,1465.9
SWE-2016,SWE,2016,15.8,11.3,7.0,7.2,17.3,41.1,89.6,274.8,22.0,10.9,3.8,1478.1
SWE-2017,SWE,2017,16.7,11.7,6.9,7.0,17.0,41.9,89.5,271.7,23.1,10.4,3.8,1466.7
SWE-2018,SWE,2018,17.5,12.4,7.6,7.2,16.7,43.2,89.8,280.5,24.6,10.1,25.8,1466.2
TUR-2009,TUR,2009,3.7,2.1,0.9,1.5,68.9,12.7,73.6,59.8,25.8,0.0,13.0,1881.0
TUR-2010,TUR,2010,3.8,2.4,1.2,1.5,68.8,13.1,75.7,69.6,14.8,25.4,12.3,1877.0
TUR-2011,TUR,2011,2.8,1.8,0.8,1.5,67.9,14.0,76.1,69.1,15.8,0.0,11.9,1864.0
TUR-2012,TUR,2012,3.4,2.2,1.1,1.6,66.1,15.3,76.2,69.4,17.3,23.8,12.0,1855.0
TUR-2013,TUR,2013,4.2,2.7,1.3,1.4,65.2,15.9,77.0,75.9,0.0,0.0,11.8,1832.0
TUR-2014,TUR,2014,3.7,2.3,1.1,1.5,64.4,16.7,76.1,82.9,53.6,27.3,11.7,1829.5
TUR-2015,TUR,2015,3.4,2.2,1.0,1.4,63.0,18.0,76.2,83.4,0.0,0.0,11.6,1810.7
TUR-2016,TUR,2016,4.2,2.6,1.1,1.3,61.5,19.4,75.0,88.6,53.9,26.5,12.6,1789.4
TUR-2019,TUR,2019,7.0,4.4,2.0,1.3,58.3,22.0,73.6,99.4,56.1,28.0,12.0,1732.1
USA-1990,USA,1990,23.2,13.3,5.2,9.3,16.8,23.6,86.0,555.3,22.0,25.5,7.9,1832.5
USA-1991,USA,1991,22.9,13.1,5.0,8.7,16.3,23.7,85.3,583.1,23.6,22.1,8.2,1823.5
USA-1992,USA,1992,22.2,12.8,4.9,8.7,16.0,30.2,84.6,607.0,23.7,22.3,8.5,1822.0
USA-1993,USA,1993,22.4,12.9,4.9,8.4,15.1,31.3,84.0,629.8,30.2,20.4,8.5,1828.0
USA-1994,USA,1994,22.1,12.7,4.7,8.3,14.9,32.2,84.2,639.1,31.3,21.0,8.5,1839.5
USA-1995,USA,1995,22.0,12.6,4.6,8.1,14.2,33.3,85.1,661.2,0.0,20.0,8.6,1839.4
USA-1996,USA,1996,21.4,12.3,4.5,8.2,14.3,33.9,84.7,783.7,0.0,0.0,8.9,1840.4
USA-1997,USA,1997,20.8,12.1,4.6,8.1,14.1,34.1,85.4,718.7,55.2,20.3,9.0,1843.0
USA-1998,USA,1998,20.6,11.9,4.5,8.1,13.5,34.9,85.3,765.5,56.3,19.9,8.9,1842.3
USA-1999,USA,1999,19.4,11.3,4.2,8.2,13.1,35.8,84.6,808.5,57.5,19.2,9.1,1838.8
USA-2000,USA,2000,18.9,11.0,4.1,8.3,12.6,36.5,85.0,861.8,64.5,19.1,9.2,1832.2
USA-2001,USA,2001,19.3,11.3,4.2,8.3,12.6,37.5,83.9,911.4,59.1,18.7,9.4,1810.8
USA-2002,USA,2002,19.6,11.5,4.4,8.3,12.7,38.1,83.2,991.7,65.6,18.4,9.8,1805.9
USA-2003,USA,2003,19.1,11.3,4.3,8.4,12.5,38.4,82.2,1071.1,59.9,17.5,10.0,1796.4
USA-2004,USA,2004,19.1,11.5,4.7,8.5,12.1,39.1,82.0,1124.9,66.2,17.0,10.1,1798.1
USA-2005,USA,2005,19.1,11.4,4.5,8.5,12.2,39.1,82.5,1189.5,60.9,16.9,10.1,1794.3
USA-2006,USA,2006,19.1,11.5,4.7,8.6,12.2,39.5,82.7,1243.4,67.3,16.7,10.3,1796.3
USA-2007,USA,2007,19.7,11.9,4.9,8.7,12.1,40.3,83.3,1306.6,62.1,15.4,10.6,1795.5
USA-2008,USA,2008,20.2,12.2,5.0,8.7,11.3,41.1,83.1,1316.5,67.9,16.5,10.5,1786.2
USA-2009,USA,2009,20.5,12.4,5.1,8.7,11.4,41.2,80.8,1336.1,63.7,16.1,10.5,1760.9
USA-2010,USA,2010,21.0,12.8,5.2,8.6,11.0,41.7,80.0,1367.0,68.8,15.1,11.2,1771.6
USA-2011,USA,2011,21.3,13.0,5.5,8.7,10.7,42.4,80.0,1398.6,63.3,14.8,11.3,1778.3
USA-2012,USA,2012,21.6,13.2,5.6,8.9,10.7,43.1,80.1,1446.3,68.6,14.2,11.6,1782.0
USA-2013,USA,2013,21.7,13.4,5.8,8.8,10.4,43.9,80.4,1454.8,63.3,13.7,0.0,1780.4
USA-2014,USA,2014,22.1,13.8,6.1,8.8,10.4,44.2,80.1,525.0,70.1,12.9,11.9,1782.0
