LocationTime,LOCATION,TIME,Healthy_Spend_Val
ZAF-2007,ZAF,2007,31.081
ZAF-2008,ZAF,2008,31.317500000000003
ZAF-2009,ZAF,2009,30.282
ZAF-2010,ZAF,2010,29.430500000000002
ZAF-2011,ZAF,2011,29.102500000000003
ZAF-2012,ZAF,2012,29.271
ZAF-2013,ZAF,2013,29.5805
ZAF-2014,ZAF,2014,29.1795
ZAF-2015,ZAF,2015,29.041999999999998
ZAF-2016,ZAF,2016,29.1495
ZAF-2017,ZAF,2017,28.893
ZAF-2018,ZAF,2018,28.849
ZAF-2019,ZAF,2019,28.261
