LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Smoking_Val,Soc_Spend_Val,Work_Hour_Val
CHE-1999,18.3,11.1,16.1,23.6,90.7,450.8,33.9,16.8,9.0,1717.4
CHE-2000,19.2,11.2,16.1,24.2,90.4,479.6,34.0,20.4,9.2,1712.7
CHE-2001,18.6,11.1,15.1,25.4,91.3,496.2,35.3,13.4,9.5,1672.8
CHE-2002,19.7,10.8,15.1,25.4,90.6,520.3,37.4,12.1,9.8,1651.3
CHE-2003,17.2,10.8,15.4,26.9,89.7,514.9,39.2,11.3,10.1,1664.5
CHE-2004,17.2,10.7,15.0,28.1,89.7,540.3,38.0,10.8,10.4,1695.0
CHE-2005,17.2,10.1,14.8,28.8,90.0,519.2,35.7,10.4,10.4,1690.0
CHE-2006,17.1,10.2,14.6,29.9,90.2,543.6,33.9,10.2,10.1,1679.2
CHE-2007,17.5,10.4,14.0,31.3,90.0,589.4,33.1,10.1,9.9,1668.9
CHE-2008,16.7,10.2,13.2,33.7,90.5,609.0,32.0,9.3,9.9,1659.5
CHE-2009,13.8,10.1,13.1,35.0,89.6,619.0,30.4,9.8,10.5,1650.8
CHE-2010,12.3,10.0,15.0,33.9,87.3,618.9,29.4,28.2,10.4,1611.2
CHE-2011,12.5,10.0,15.2,34.0,87.9,629.9,29.5,25.9,10.5,1608.3
CHE-2012,12.4,9.9,14.3,35.3,88.6,640.0,28.7,20.4,10.6,1592.6
CHE-2013,12.6,9.8,13.6,37.4,88.1,664.5,28.4,20.4,10.9,1572.7
CHE-2014,11.9,9.5,12.8,38.4,88.0,708.7,27.2,25.5,11.0,1564.5
CHE-2015,12.3,9.5,12.7,39.8,88.2,740.3,26.4,20.4,11.4,1576.6
CHE-2016,11.5,9.3,12.6,41.2,88.5,796.5,25.3,24.5,11.7,1577.0
CHE-2017,11.6,9.2,12.2,42.6,88.3,793.9,41.8,20.4,11.8,1559.1
CHE-2018,11.1,9.1,11.6,43.7,88.7,804.8,34.3,23.8,11.7,1551.4
CHE-2019,11.1,9.3,11.0,44.4,89.4,781.5,34.3,20.4,3.7,1549.4
CHL-1990,7.2,8.6,15.0,23.6,84.0,450.8,22.9,20.4,0.5,2422.0
CHL-1991,7.3,8.0,14.8,24.2,89.1,479.6,23.6,22.4,0.7,2419.0
CHL-1992,6.0,7.8,14.6,25.4,90.3,496.2,24.2,20.4,0.8,2415.0
CHL-1993,6.9,7.7,14.0,25.4,90.7,520.3,25.4,18.7,0.9,2389.0
CHL-1994,7.1,7.7,13.2,26.9,90.4,514.9,25.4,20.4,1.1,2364.0
CHL-1995,8.1,8.3,13.1,28.1,91.3,540.3,26.9,17.3,1.2,2338.0
CHL-1996,7.6,7.4,15.0,28.8,90.6,519.2,28.1,20.4,1.3,2313.0
CHL-1997,7.4,6.6,15.2,29.9,89.7,543.6,28.8,18.2,1.3,2256.0
CHL-1998,8.3,7.3,14.3,31.3,89.7,589.4,29.9,17.5,1.3,2299.0
CHL-1999,8.3,7.6,13.6,33.7,90.0,609.0,31.3,16.2,1.5,2277.0
CHL-2000,11.3,6.2,24.9,35.0,90.2,619.0,33.7,16.3,2.7,2263.0
CHL-2001,11.9,6.2,23.6,33.9,90.0,618.9,35.0,15.7,2.8,2242.0
CHL-2002,11.6,5.5,22.2,34.0,90.5,629.9,33.9,16.1,2.7,2250.0
CHL-2003,11.9,6.5,21.3,35.3,89.6,640.0,34.0,14.9,2.7,2235.0
CHL-2004,11.9,6.8,20.4,37.4,87.3,664.5,35.3,14.0,2.7,2232.0
CHL-2005,11.4,7.2,19.3,38.4,87.9,708.7,37.4,13.1,2.7,2157.0
CHL-2006,11.9,6.9,18.0,39.8,88.6,163.0,47.4,12.5,2.5,2165.0
CHL-2007,11.9,7.4,17.3,41.2,88.1,175.1,34.3,12.0,2.6,2128.0
CHL-2008,13.2,7.4,16.3,42.6,88.0,179.6,34.3,11.3,2.9,2095.0
CHL-2009,13.4,7.2,15.7,43.7,88.2,193.7,64.5,10.3,3.2,2074.0
CHL-2010,12.3,7.6,14.8,28.9,88.5,185.9,34.3,24.1,3.0,2069.8
CHL-2011,12.5,7.1,14.5,17.8,84.3,197.6,33.9,20.4,3.1,2050.2
CHL-2012,11.2,8.3,18.0,28.9,84.0,212.3,34.0,20.4,3.2,2027.4
CHL-2013,10.5,7.2,38.6,21.1,84.0,239.2,35.3,20.4,3.3,2021.3
CHL-2014,10.6,7.9,41.0,28.9,84.0,254.9,37.4,20.4,3.4,1994.4
CHL-2015,10.9,7.9,35.1,22.5,84.4,267.0,38.4,20.4,3.5,1993.7
CHL-2016,10.6,6.4,38.0,28.9,84.0,283.6,39.8,24.5,3.5,1977.5
CHL-2017,10.5,5.7,32.6,25.2,84.5,296.1,41.2,12.4,3.7,1963.1
CHL-2018,10.0,6.3,29.0,28.9,84.0,316.2,42.6,11.5,3.7,1955.5
COL-1990,3.6,7.0,25.8,21.6,83.0,119.4,43.7,11.2,3.7,1761.3
COL-1991,3.7,7.3,23.4,22.2,82.0,129.6,34.3,11.2,3.7,1761.3
COL-1992,4.1,6.2,29.1,22.5,81.4,136.8,17.8,12.3,3.7,1669.5
COL-1993,4.2,6.7,32.0,23.4,77.7,143.9,34.3,14.3,1.2,1640.3
COL-1994,4.5,6.8,15.0,23.8,79.3,163.0,21.1,16.8,1.3,1651.9
COL-1995,4.2,7.0,14.8,11.9,78.4,175.1,14.8,20.4,1.3,1651.3
COL-1996,4.3,6.7,14.6,10.8,80.0,179.6,14.6,13.4,1.3,1640.5
COL-1997,4.1,6.5,14.0,12.2,78.0,193.7,14.0,12.1,1.5,1663.7
COL-1998,6.9,6.6,13.2,13.0,78.2,185.9,13.2,11.3,2.7,1658.6
COL-1999,6.5,6.3,13.1,13.5,80.6,197.6,13.1,10.8,2.8,1654.1
COL-2000,6.8,4.5,15.0,14.5,82.1,212.3,15.0,10.4,2.7,1654.5
COL-2001,6.8,4.3,15.2,13.4,81.0,239.2,15.2,10.2,2.7,1693.6
COL-2002,6.3,4.3,14.3,14.8,81.6,254.9,14.3,10.1,2.7,1646.3
COL-2003,6.1,4.1,13.6,17.3,82.2,267.0,13.6,9.3,2.7,1644.8
COL-2004,6.3,4.1,24.9,17.0,83.6,283.6,24.9,9.8,2.5,1643.6
COL-2005,5.8,4.3,23.6,16.4,84.7,13.7,23.6,28.2,2.6,1644.4
COL-2006,5.7,4.4,22.2,17.8,83.8,13.6,22.2,25.9,2.9,1645.0
COL-2007,5.5,4.5,21.3,37.4,84.0,14.3,21.3,20.4,3.2,1644.1
COL-2008,5.5,4.4,20.4,38.4,83.2,15.1,20.4,20.4,3.0,1761.3
COL-2009,5.5,4.2,19.3,39.8,84.3,13.7,19.3,25.5,3.1,1761.3
COL-2010,5.0,4.2,18.0,41.2,83.6,13.5,18.0,20.4,3.2,1761.3
COL-2011,4.8,4.3,17.3,42.6,81.2,72.0,17.3,24.5,1.6,1761.3
COL-2012,4.9,4.4,16.3,43.7,82.2,82.3,16.3,20.4,1.7,1761.3
COL-2013,4.7,4.3,15.7,28.9,82.0,84.0,15.7,23.8,2.0,1761.3
COL-2014,4.9,4.2,14.8,22.4,84.4,86.9,42.6,20.4,2.1,1761.3
COL-2015,5.3,4.2,14.5,21.6,83.8,90.2,43.7,20.4,2.2,2325.3
COL-2016,5.4,4.5,47.5,22.2,82.5,96.4,10.6,22.4,2.3,2315.4
COL-2017,5.7,4.2,46.2,22.5,83.0,97.2,10.4,20.4,2.4,2284.5
COL-2018,6.0,4.2,44.8,23.4,82.0,98.5,10.8,18.7,2.5,2283.3
COL-2019,5.9,4.1,43.3,23.8,81.4,105.4,11.0,20.4,3.7,2272.2
CRI-1990,7.6,6.1,74.9,11.9,77.7,11.4,11.1,17.3,3.7,2358.0
CRI-1991,6.6,6.1,76.0,10.8,79.3,10.7,11.9,20.4,0.0,2272.0
CRI-1992,7.1,5.6,73.7,12.2,78.4,12.7,12.0,18.2,0.0,2359.0
CRI-1993,7.5,5.6,72.0,13.0,80.0,13.7,12.3,17.5,0.0,2346.0
CRI-1994,6.9,6.1,71.3,13.5,78.0,13.6,13.1,16.2,0.0,2370.0
CRI-1995,7.4,5.9,70.2,14.5,78.2,14.3,13.5,16.3,3.7,2345.0
CRI-1996,7.0,5.6,70.9,13.4,80.6,15.1,13.7,15.7,3.7,2387.0
CRI-1997,6.3,5.6,69.6,14.8,82.1,13.7,14.5,16.1,1.8,2365.0
CRI-1998,7.1,5.6,68.2,17.3,81.0,13.5,15.5,14.9,1.8,2356.0
CRI-1999,7.1,5.4,67.8,17.0,81.6,72.0,16.8,14.0,1.8,2370.0
CRI-2000,7.5,4.2,69.6,16.4,82.2,18.1,18.2,13.1,1.8,2362.0
CRI-2001,6.7,4.3,68.3,17.8,83.6,17.9,19.3,12.5,1.9,2329.0
CRI-2002,8.2,4.2,67.2,18.4,84.7,17.3,20.5,12.0,0.0,2357.0
CRI-2003,9.0,4.1,65.9,19.2,83.8,17.5,15.2,11.3,0.1,2350.0
CRI-2004,8.9,4.1,65.9,19.8,81.8,17.7,14.3,10.3,0.1,2369.0
CRI-2005,7.3,4.1,64.9,20.8,84.5,18.7,13.6,24.1,0.1,2352.0
CRI-2006,8.7,4.2,64.3,21.0,83.8,17.7,24.9,15.8,0.1,2360.0
CRI-2007,6.4,4.3,63.0,21.8,84.0,17.7,23.6,15.5,0.1,2387.0
CRI-2008,6.4,4.3,61.9,22.3,83.2,16.9,22.2,15.1,0.6,2392.0
CRI-2009,6.6,4.1,61.1,23.4,84.3,15.2,21.3,14.8,0.6,2348.0
CRI-2010,7.2,3.7,63.1,21.0,83.6,14.5,20.4,14.4,0.9,2243.1
CRI-2011,7.2,3.3,62.6,21.6,81.2,115.7,19.3,13.7,0.9,2285.3
CRI-2012,6.8,3.2,60.9,23.2,82.2,114.5,18.0,13.0,1.1,2233.4
CRI-2013,7.1,3.1,59.7,23.3,82.0,112.6,17.3,12.3,1.1,2140.6
CRI-2014,5.9,3.2,59.5,23.5,82.3,128.0,16.3,11.7,1.6,2121.7
CRI-2015,6.7,3.2,60.6,23.1,81.2,124.9,15.7,11.0,1.6,2148.2
CRI-2016,7.0,3.4,60.1,23.0,80.6,126.2,10.6,10.5,0.3,2204.7
CRI-2017,5.7,3.3,60.5,23.0,80.8,129.5,10.4,10.0,0.5,2178.9
CRI-2018,7.9,3.3,60.8,22.6,80.9,142.8,10.8,9.5,0.5,2121.0
CRI-2019,7.8,3.1,57.3,25.1,82.2,144.5,11.0,8.9,3.7,2059.6
CRI-2020,7.0,3.2,57.3,25.1,76.8,139.2,11.1,8.4,3.7,1913.2
CZE-1990,22.3,11.3,29.8,23.0,84.0,5.8,11.9,20.4,14.0,1761.3
CZE-1991,20.8,11.5,29.8,23.0,84.0,6.8,12.0,20.4,15.1,1761.3
CZE-1992,21.4,11.8,29.8,22.6,84.0,9.9,12.3,20.4,15.3,1761.3
CZE-1993,20.6,11.5,29.8,25.1,84.0,15.1,13.1,26.1,15.6,1857.0
CZE-1994,19.8,11.6,17.3,10.1,90.7,19.4,13.5,20.4,15.7,1839.0
CZE-1995,18.2,11.5,16.6,10.6,91.9,31.3,13.7,20.4,0.1,1831.7
CZE-1996,16.3,11.6,29.8,28.9,84.0,33.2,14.5,26.2,0.1,1829.4
CZE-1997,17.0,11.9,15.0,10.6,89.3,34.5,15.5,20.4,0.1,1837.9
CZE-1998,16.4,11.8,14.7,10.4,88.7,34.8,16.8,20.4,0.2,1860.9
CZE-1999,16.4,11.9,14.0,10.8,87.4,35.2,18.2,23.5,0.3,1890.6
CZE-2000,16.5,11.8,14.1,11.0,86.8,38.5,19.3,20.4,0.3,1900.3
CZE-2001,16.1,11.8,13.8,11.1,87.8,44.9,20.5,20.4,0.3,1823.3
CZE-2002,15.3,11.9,12.1,11.9,87.1,45.8,14.0,24.1,0.3,1812.2
CZE-2003,17.1,12.1,13.6,12.0,86.5,53.1,13.2,27.2,0.3,1799.0
CZE-2004,15.4,11.5,10.9,12.3,86.4,58.7,13.1,25.4,0.3,1813.7
CZE-2005,15.2,12.0,10.1,13.1,85.8,71.5,15.0,24.3,0.5,1802.9
CZE-2006,13.4,11.9,9.7,13.5,85.1,76.0,15.2,23.4,0.5,1789.2
CZE-2007,13.1,12.1,9.5,13.7,85.2,90.1,14.3,24.0,0.5,1775.0
CZE-2008,13.0,12.1,9.1,14.5,85.1,115.1,13.6,21.8,0.6,1789.6
CZE-2009,13.6,12.1,8.6,15.5,84.3,120.2,24.9,23.8,0.8,1778.8
CZE-2010,13.9,11.4,8.1,16.8,83.3,117.2,23.6,22.8,0.8,1799.1
CZE-2011,14.7,11.5,7.7,18.2,83.1,115.4,22.2,21.7,0.8,1805.5
CZE-2012,15.2,11.6,7.5,19.3,83.6,119.1,21.3,22.9,1.0,1776.4
CZE-2013,14.5,11.5,7.2,20.5,84.9,139.6,20.4,22.2,0.7,1764.3
CZE-2014,13.7,11.9,6.8,21.5,84.5,154.2,19.3,22.3,0.8,1773.8
CZE-2015,12.6,11.5,6.8,22.2,84.8,155.8,18.0,18.2,0.8,1751.5
CZE-2016,12.0,11.7,6.6,23.0,85.6,166.9,17.3,19.6,0.8,1774.0
CZE-2017,12.8,11.6,6.2,23.9,86.0,160.1,16.3,18.4,0.9,1776.4
CZE-2018,12.3,11.8,6.1,24.3,87.3,163.1,15.7,21.1,18.8,1784.7
CZE-2019,10.7,11.9,6.2,24.2,86.6,169.1,58.4,18.1,19.2,1786.0
CZE-2020,10.9,11.6,5.9,24.9,85.6,160.8,34.3,16.6,3.7,1703.6
DEU-1990,17.7,14.9,29.8,28.9,84.0,150.0,34.3,20.4,3.5,1761.3
DEU-1991,17.7,13.9,18.2,21.8,85.0,212.2,34.3,12.4,3.1,1554.1
DEU-1992,16.8,13.8,18.1,21.4,84.7,144.8,34.3,11.5,3.1,1565.1
DEU-1993,15.8,13.5,29.8,28.9,84.0,150.5,23.2,11.2,3.1,1540.2
DEU-1994,15.7,13.4,16.0,22.1,83.4,158.5,23.4,11.2,3.0,1536.6
DEU-1995,15.8,13.4,16.3,22.6,84.2,162.3,24.0,12.3,3.2,1530.6
DEU-1996,14.9,13.1,29.8,28.9,84.0,165.5,24.9,14.3,3.0,1516.8
DEU-1997,14.8,13.0,16.8,22.6,82.3,177.8,24.6,16.8,2.8,1507.7
DEU-1998,14.1,12.7,16.2,23.0,82.2,187.8,23.9,20.4,2.8,1504.5
DEU-1999,13.4,12.8,18.8,22.9,83.0,199.6,24.3,13.4,3.0,1491.5
DEU-2000,13.2,12.9,18.3,23.5,83.4,219.4,25.4,12.1,3.1,1465.9
DEU-2001,13.2,12.5,17.4,23.2,83.4,228.2,26.4,11.3,3.1,1458.2
DEU-2002,13.1,12.3,17.0,23.4,83.6,250.0,26.6,10.8,3.1,1448.9
DEU-2003,13.0,11.9,16.6,24.0,83.0,262.4,27.6,10.4,3.1,1443.4
DEU-2004,12.4,11.8,16.1,24.9,82.7,285.4,34.3,10.2,3.1,1442.6
DEU-2005,11.8,11.7,16.9,24.6,82.9,291.0,49.6,10.1,2.9,1432.4
DEU-2006,11.1,11.8,16.8,23.9,84.3,307.3,34.6,9.3,2.8,1453.2
DEU-2007,10.6,11.5,15.6,24.3,85.5,322.8,35.2,9.8,2.9,1454.1
DEU-2008,10.6,11.4,14.7,25.4,85.8,338.1,35.7,28.2,3.2,1447.3
DEU-2009,10.7,11.2,14.5,26.4,86.4,237.2,36.6,25.9,3.5,1405.0
DEU-2010,11.2,11.6,14.2,26.6,86.9,253.3,37.8,20.4,3.4,1425.7
DEU-2011,11.2,11.3,13.7,27.6,87.9,263.3,38.9,20.4,3.4,1426.9
DEU-2012,10.8,11.3,13.7,28.1,87.9,275.6,60.0,25.5,3.6,1408.0
DEU-2013,11.2,11.1,13.7,28.5,87.8,272.8,52.4,20.4,3.7,1396.5
DEU-2014,11.2,11.1,13.1,27.1,88.1,277.1,50.7,24.5,3.6,1400.4
DEU-2015,10.9,11.1,13.2,27.6,88.1,285.2,34.3,20.4,3.6,1401.0
DEU-2016,10.6,11.0,13.5,28.3,88.3,301.8,34.3,23.8,3.6,1395.6
DEU-2017,9.9,10.9,13.5,28.6,88.6,316.9,52.7,20.4,3.6,1389.1
DEU-2018,10.0,10.9,13.3,29.1,88.9,338.3,34.3,20.4,25.3,1384.7
DEU-2019,9.6,10.6,13.3,29.9,89.3,347.4,52.1,22.4,25.9,1381.5
DEU-2020,9.7,9.3,13.9,31.3,88.7,350.4,34.3,20.4,3.7,1324.2
DNK-1990,25.0,12.3,29.8,28.9,84.0,91.0,10.6,18.7,4.7,1440.5
DNK-1991,23.2,12.2,38.5,18.3,89.3,89.1,10.4,20.4,4.9,1437.3
DNK-1992,22.8,12.5,41.1,19.2,88.8,95.0,10.8,17.3,5.2,1452.4
DNK-1993,23.0,12.3,29.8,28.9,84.0,103.7,11.0,20.4,5.7,1448.9
DNK-1994,19.6,12.5,40.0,19.6,88.5,110.6,11.1,18.2,5.6,1406.7
DNK-1995,18.1,12.7,34.5,21.6,88.6,109.2,11.9,17.5,5.1,1419.1
DNK-1996,17.4,12.7,29.8,28.9,84.0,116.0,12.0,16.2,4.9,1412.3
DNK-1997,15.9,12.6,29.8,28.9,84.0,122.0,12.3,16.3,4.6,1428.1
DNK-1998,14.6,12.1,21.5,25.4,87.5,128.0,13.1,15.7,4.2,1441.1
DNK-1999,14.6,12.1,20.4,26.5,87.9,128.5,13.5,16.1,4.0,1456.5
DNK-2000,13.9,12.2,20.2,25.8,88.4,138.2,13.7,14.9,3.9,1465.9
DNK-2001,13.8,12.0,19.3,28.4,87.2,142.8,14.5,14.0,3.8,1468.7
DNK-2002,13.0,11.8,18.9,29.6,86.0,152.2,15.5,13.1,3.9,1462.6
DNK-2003,11.9,12.0,19.4,31.8,85.2,151.9,16.8,12.5,4.4,1457.8
DNK-2004,12.3,11.8,18.8,32.8,85.5,166.1,18.2,12.0,4.4,1458.1
DNK-2005,11.8,11.8,19.0,33.5,86.4,169.3,19.3,11.3,3.9,1451.4
DNK-2006,12.0,11.6,18.4,34.7,87.4,182.7,20.5,10.3,3.3,1455.7
DNK-2007,10.6,11.6,25.7,30.9,87.2,199.4,34.3,24.1,4.5,1432.8
DNK-2008,11.0,11.3,24.9,31.1,87.8,207.1,34.3,23.0,4.1,1430.1
DNK-2009,11.2,10.6,24.1,32.0,86.0,213.8,34.6,19.0,5.1,1417.0
DNK-2010,10.1,10.8,23.3,33.0,85.3,229.9,35.2,20.9,4.6,1422.3
DNK-2011,10.5,11.0,22.0,33.7,85.4,234.8,35.7,20.4,4.5,1437.0
DNK-2012,11.6,9.8,21.2,34.6,85.6,236.8,36.6,42.0,4.4,1423.3
DNK-2013,10.6,10.0,20.8,35.2,85.8,240.1,37.8,37.0,5.1,1425.6
DNK-2014,11.0,10.1,21.1,35.7,85.3,244.1,38.9,35.5,5.2,1413.8
DNK-2015,9.7,9.9,20.3,36.6,85.6,253.9,19.1,34.0,4.7,1407.1
DNK-2016,9.9,10.0,19.7,37.8,85.4,264.2,20.2,32.0,4.0,1412.0
DNK-2017,9.8,9.7,19.1,38.9,85.9,279.3,21.3,31.0,3.8,1404.2
DNK-2018,9.7,9.7,18.9,39.4,86.6,293.4,22.7,31.0,28.7,1381.3
ESP-1990,8.4,12.9,29.8,28.9,84.0,66.9,23.8,30.5,0.2,1762.9
ESP-1991,8.1,12.8,78.2,9.9,78.9,76.7,24.9,29.5,0.2,1772.0
ESP-1992,7.7,12.1,77.1,13.1,77.9,82.9,25.6,28.0,0.2,1763.9
ESP-1993,8.3,11.6,29.8,28.9,84.0,89.9,26.7,28.0,0.3,1755.8
ESP-1994,8.5,11.3,73.8,15.0,74.2,94.6,28.5,26.0,0.3,1754.8
ESP-1995,8.3,11.0,72.0,16.1,74.7,115.0,28.8,26.0,0.3,1754.8
ESP-1996,8.7,10.8,29.8,28.9,84.0,119.3,29.3,25.0,0.3,1749.7
ESP-1997,8.8,11.6,67.0,19.1,75.7,124.0,29.5,24.0,0.3,1749.7
ESP-1998,8.3,11.5,65.4,20.2,76.7,131.9,30.0,23.0,0.3,1753.8
ESP-1999,8.1,11.3,63.5,21.3,78.0,139.1,31.0,19.0,0.3,1753.8
ESP-2000,8.3,11.8,61.4,22.7,79.7,155.7,31.9,20.4,0.3,1752.8
ESP-2001,7.7,12.4,59.6,23.8,80.6,168.3,32.6,31.7,0.3,1762.1
ESP-2002,8.0,10.7,57.8,24.9,80.8,184.4,33.7,20.4,0.3,1763.6
ESP-2003,8.1,11.4,56.3,25.6,81.5,204.5,34.7,28.1,0.5,1754.6
ESP-2004,8.0,11.7,54.6,26.7,82.2,213.0,35.1,42.0,0.5,1739.9
ESP-2005,7.6,11.9,51.2,28.5,82.7,220.0,35.7,37.0,0.5,1723.7
ESP-2006,7.1,11.9,50.3,28.8,83.7,232.7,36.4,35.5,0.5,1713.7
ESP-2007,7.0,11.1,49.4,29.3,84.7,239.4,37.3,34.0,0.6,1701.3
ESP-2008,7.3,10.2,48.9,29.5,83.9,247.6,34.3,32.0,0.5,1710.1
ESP-2009,7.2,10.0,48.4,30.0,81.4,237.0,52.8,31.0,0.5,1715.8
ESP-2010,6.5,9.8,47.1,31.0,80.1,242.5,34.3,31.0,1.2,1705.8
ESP-2011,6.5,9.6,46.0,31.9,79.2,251.3,52.7,30.5,1.3,1710.7
ESP-2012,7.1,9.4,45.3,32.6,77.5,263.8,59.6,29.5,1.3,1696.7
ESP-2013,7.8,9.2,44.5,33.7,76.4,277.7,57.8,28.0,1.3,1689.8
ESP-2014,7.8,9.5,43.4,34.7,77.2,294.1,56.3,28.0,1.3,1690.6
ESP-2015,7.2,10.4,42.6,35.1,78.5,299.1,54.6,26.0,1.2,1694.2
ESP-2016,7.1,10.8,41.7,35.7,79.8,308.9,51.2,26.0,1.2,1701.5
ESP-2017,7.2,10.8,40.9,36.4,80.9,336.9,50.3,25.0,1.3,1692.4
ESP-2018,6.9,10.4,39.9,37.3,81.6,351.0,49.4,24.0,24.2,1697.6
ESP-2019,7.1,10.8,38.7,38.6,81.9,355.8,48.9,23.0,24.7,1682.9
ESP-2020,7.5,7.8,37.1,39.7,79.9,341.2,48.4,19.0,3.7,1569.7
EST-1990,30.3,9.8,50.3,31.9,79.2,213.0,47.1,27.5,1.8,1761.3
EST-1991,30.2,9.1,49.4,32.6,77.5,220.0,46.0,20.4,1.8,1761.3
EST-1992,35.3,7.8,48.9,33.7,76.4,232.7,45.3,30.9,1.8,1761.3
EST-1993,41.7,8.1,48.4,34.7,77.2,239.4,44.5,42.0,1.8,1761.3
EST-1994,44.5,8.2,47.1,35.1,78.5,247.6,43.4,37.0,1.9,1761.3
EST-1995,43.7,8.3,46.0,35.7,79.8,237.0,42.6,35.5,0.0,1761.3
EST-1996,41.9,8.0,45.3,36.4,80.9,242.5,41.7,34.0,0.1,1761.3
EST-1997,39.4,8.3,44.5,37.3,82.9,251.3,40.9,32.0,0.1,1761.3
EST-1998,36.0,8.0,16.5,29.8,81.7,263.8,39.9,31.0,0.1,1761.3
EST-1999,35.5,8.9,15.7,28.8,80.9,277.7,38.7,31.0,0.1,1761.3
EST-2000,27.5,9.0,14.8,28.7,79.5,294.1,41.9,30.5,0.1,1884.0
EST-2001,29.8,10.1,13.8,29.5,80.2,299.1,34.3,29.5,0.6,1877.0
EST-2002,27.3,12.0,13.2,29.4,81.8,57.0,42.6,28.0,0.6,1879.0
EST-2003,25.0,11.8,12.4,29.6,80.2,62.7,59.6,28.0,0.9,1884.0
EST-2004,24.0,11.5,11.7,30.7,82.1,76.9,57.8,26.0,0.9,1892.0
EST-2005,20.1,13.0,11.3,33.0,84.1,83.5,56.3,26.0,1.1,1913.0
EST-2006,17.8,13.4,11.7,33.1,87.6,85.1,54.6,25.0,1.1,1906.0
EST-2007,18.8,14.8,11.2,33.1,87.3,99.8,51.2,24.0,0.1,1903.0
EST-2008,17.7,14.2,11.7,34.2,85.8,107.2,50.3,23.0,0.1,1874.0
EST-2009,19.8,11.9,11.3,36.1,82.7,104.3,49.4,19.0,0.1,1745.0
EST-2010,16.2,11.4,10.9,35.4,79.6,116.0,48.9,26.2,0.1,1785.0
EST-2011,15.7,12.0,11.0,36.9,79.9,117.0,48.4,20.4,0.1,1827.0
EST-2012,17.2,12.1,10.1,37.6,82.3,126.0,47.1,26.0,0.1,1796.0
EST-2013,15.9,11.9,9.5,37.3,83.0,141.6,46.0,20.4,0.1,1777.0
EST-2014,17.7,11.1,11.9,37.5,84.0,161.6,45.3,22.1,0.1,1771.0
EST-2015,14.5,10.6,11.4,38.0,85.7,172.7,44.5,20.4,0.1,1763.0
EST-2016,13.3,10.2,11.1,38.8,84.9,186.2,43.4,21.3,0.1,1767.0
EST-2017,16.5,10.3,11.3,39.7,85.7,203.3,42.6,20.4,0.1,1768.0
EST-2018,14.0,10.0,10.8,41.1,85.1,216.8,41.7,17.2,17.5,1707.2
EST-2019,14.1,10.4,9.9,41.4,86.6,217.8,40.9,20.4,17.7,1694.4
EST-2020,15.2,10.5,9.3,42.2,85.2,216.0,39.9,17.9,3.7,1637.2
FIN-1990,30.6,9.5,10.9,33.1,79.6,91.3,38.7,25.9,1.2,1671.0
FIN-1991,30.2,9.2,11.0,33.1,79.9,95.8,38.4,27.0,1.2,1652.0
FIN-1992,28.9,8.9,10.1,34.2,82.3,101.3,40.8,26.0,1.1,1652.0
FIN-1993,27.8,8.4,9.5,36.1,83.0,109.6,39.1,23.9,1.6,1651.0
FIN-1994,27.4,8.2,11.9,35.4,84.0,111.4,41.7,22.7,1.5,1671.0
FIN-1995,27.3,8.3,11.4,36.9,85.7,139.4,44.1,24.0,1.5,1677.0
FIN-1996,24.3,8.2,11.1,37.6,84.9,146.9,42.4,22.4,1.5,1675.0
FIN-1997,25.8,8.6,11.3,37.3,85.7,150.9,42.4,24.1,1.4,1671.0
FIN-1998,23.9,8.6,10.8,37.5,85.1,152.1,43.4,25.1,1.4,1661.0
FIN-1999,23.4,8.6,29.8,38.0,86.6,164.7,42.5,23.2,1.3,1661.0
FIN-2000,22.4,8.6,26.8,38.8,84.4,171.1,63.6,23.4,1.3,1650.0
FIN-2001,23.1,9.0,29.8,39.7,84.0,177.0,44.1,23.8,1.3,1636.0
FIN-2002,21.0,9.2,29.8,28.9,84.0,191.5,45.3,23.4,1.3,1628.0
FIN-2003,20.4,9.3,24.0,33.2,85.0,195.0,45.0,22.2,1.4,1623.0
FIN-2004,20.3,9.9,22.4,34.2,84.2,206.8,45.3,23.0,1.3,1624.0
FIN-2005,18.6,10.0,21.2,34.6,84.1,213.1,49.2,21.8,1.3,1613.0
FIN-2006,19.9,10.1,20.4,35.1,85.0,216.7,47.7,21.4,1.3,1608.0
FIN-2007,18.5,10.5,19.5,36.4,85.2,236.8,48.9,20.6,1.2,1605.0
FIN-2008,19.3,10.3,18.9,36.6,85.6,252.8,48.8,20.4,1.4,1601.0
FIN-2009,19.1,10.0,18.0,37.3,84.4,254.1,49.3,18.6,1.6,1580.0
FIN-2010,17.6,9.7,17.0,38.1,84.1,270.1,49.7,19.0,1.4,1585.0
FIN-2011,16.6,9.8,16.3,39.3,84.3,276.7,65.0,17.8,1.5,1578.0
FIN-2012,15.9,9.3,15.2,39.7,84.4,283.3,58.0,17.0,1.5,1568.0
FIN-2013,16.1,9.1,14.1,40.5,83.8,297.2,49.9,15.8,1.5,1560.0
FIN-2014,14.3,8.8,13.5,41.8,83.5,297.9,52.1,15.4,1.5,1558.0
FIN-2016,14.1,8.4,12.1,43.6,83.3,333.9,56.0,15.0,1.5,1555.0
