LocationTime,LOCATION,INDICATOR,TIME,Soc_Spend_Val
OECD-1994,OECD,SOCEXP,1994,18.447
OECD-1995,OECD,SOCEXP,1995,18.168
OECD-1996,OECD,SOCEXP,1996,18.136
OECD-1997,OECD,SOCEXP,1997,17.844
OECD-1998,OECD,SOCEXP,1998,17.905
OECD-1999,OECD,SOCEXP,1999,17.814
OECD-2000,OECD,SOCEXP,2000,17.513
OECD-2001,OECD,SOCEXP,2001,17.726
OECD-2002,OECD,SOCEXP,2002,18.168
OECD-2003,OECD,SOCEXP,2003,18.531
OECD-2004,OECD,SOCEXP,2004,18.344
OECD-2005,OECD,SOCEXP,2005,18.279
OECD-2006,OECD,SOCEXP,2006,17.95
OECD-2007,OECD,SOCEXP,2007,17.781
OECD-2008,OECD,SOCEXP,2008,18.54
OECD-2009,OECD,SOCEXP,2009,20.756
OECD-2010,OECD,SOCEXP,2010,20.574
OECD-2011,OECD,SOCEXP,2011,20.162
OECD-2012,OECD,SOCEXP,2012,20.308
OECD-2013,OECD,SOCEXP,2013,20.392
OECD-2014,OECD,SOCEXP,2014,20.327
OECD-2015,OECD,SOCEXP,2015,20.234
OECD-2016,OECD,SOCEXP,2016,20.207
OECD-2017,OECD,SOCEXP,2017,19.938
OECD-2018,OECD,SOCEXP,2018,19.809
OECD-2019,OECD,SOCEXP,2019,20.031
OECD-2009,OECD,SOCEXP,2009,18.745
OECD-2011,OECD,SOCEXP,2011,18.237
OECD-2013,OECD,SOCEXP,2013,18.412
OECD-2015,OECD,SOCEXP,2015,18.199
OECD-2017,OECD,SOCEXP,2017,17.963
OECD-2009,OECD,SOCEXP,2009,21.206
OECD-2011,OECD,SOCEXP,2011,20.72
OECD-2013,OECD,SOCEXP,2013,20.998
OECD-2015,OECD,SOCEXP,2015,20.827
OECD-2017,OECD,SOCEXP,2017,20.631
GRC-2009,GRC,SOCEXP,2009,21.91
GRC-2011,GRC,SOCEXP,2011,21.904
GRC-2013,GRC,SOCEXP,2013,21.366
GRC-2015,GRC,SOCEXP,2015,21.38
GRC-2017,GRC,SOCEXP,2017,20.254
GRC-2009,GRC,SOCEXP,2009,22.717
GRC-2011,GRC,SOCEXP,2011,22.919
GRC-2013,GRC,SOCEXP,2013,22.464
GRC-2015,GRC,SOCEXP,2015,22.352
GRC-2017,GRC,SOCEXP,2017,21.143
HUN-2009,HUN,SOCEXP,2009,19.791
HUN-2011,HUN,SOCEXP,2011,20.234
HUN-2013,HUN,SOCEXP,2013,19.65
HUN-2015,HUN,SOCEXP,2015,17.828
HUN-2017,HUN,SOCEXP,2017,17.375
HUN-2009,HUN,SOCEXP,2009,20.218
HUN-2011,HUN,SOCEXP,2011,20.59
HUN-2013,HUN,SOCEXP,2013,19.481
HUN-2015,HUN,SOCEXP,2015,17.757
HUN-2017,HUN,SOCEXP,2017,17.358
TUR-2005,TUR,SOCEXP,2005,9.484
TUR-2007,TUR,SOCEXP,2007,10.29
TUR-2009,TUR,SOCEXP,2009,12.201
TUR-2011,TUR,SOCEXP,2011,10.918
TUR-2013,TUR,SOCEXP,2013,10.807
TUR-2015,TUR,SOCEXP,2015,11.256
TUR-2017,TUR,SOCEXP,2017,11.907
CHL-1990,CHL,SOCEXP,1990,864.103
CHL-1991,CHL,SOCEXP,1991,914.282
CHL-1992,CHL,SOCEXP,1992,963.108
CHL-1993,CHL,SOCEXP,1993,1024.989
CHL-1994,CHL,SOCEXP,1994,1035.525
CHL-1995,CHL,SOCEXP,1995,1344.299
CHL-1996,CHL,SOCEXP,1996,1540.071
CHL-1997,CHL,SOCEXP,1997,1593.221
CHL-1998,CHL,SOCEXP,1998,1685.723
CHL-1999,CHL,SOCEXP,1999,1767.971
CHL-2000,CHL,SOCEXP,2000,1503.942
CHL-2001,CHL,SOCEXP,2001,1494.898
CHL-2002,CHL,SOCEXP,2002,1530.021
CHL-2003,CHL,SOCEXP,2003,1556.66
CHL-2004,CHL,SOCEXP,2004,1528.398
CHL-2005,CHL,SOCEXP,2005,1525.131
CHL-2006,CHL,SOCEXP,2006,1496.151
CHL-2007,CHL,SOCEXP,2007,1585.906
CHL-2008,CHL,SOCEXP,2008,1854.974
CHL-2009,CHL,SOCEXP,2009,2159.573
CHL-2010,CHL,SOCEXP,2010,2083.275
CHL-2011,CHL,SOCEXP,2011,2092.767
CHL-2012,CHL,SOCEXP,2012,2202.058
CHL-2013,CHL,SOCEXP,2013,2245.982
CHL-2014,CHL,SOCEXP,2014,2320.217
CHL-2015,CHL,SOCEXP,2015,2462.389
CHL-2016,CHL,SOCEXP,2016,2527.187
CHL-2017,CHL,SOCEXP,2017,2593.727
CHL-2018,CHL,SOCEXP,2018,2636.8
CHL-2019,CHL,SOCEXP,2019,2638.656
EST-1999,EST,SOCEXP,1999,2344.17
EST-2000,EST,SOCEXP,2000,2326.936
EST-2001,EST,SOCEXP,2001,2328.435
EST-2002,EST,SOCEXP,2002,2446.029
EST-2003,EST,SOCEXP,2003,2673.936
EST-2004,EST,SOCEXP,2004,2966.725
EST-2005,EST,SOCEXP,2005,3151.628
EST-2006,EST,SOCEXP,2006,3374.603
EST-2007,EST,SOCEXP,2007,3625.345
EST-2008,EST,SOCEXP,2008,4221.299
EST-2009,EST,SOCEXP,2009,4622.856
EST-2010,EST,SOCEXP,2010,4430.825
EST-2011,EST,SOCEXP,2011,4254.821
EST-2012,EST,SOCEXP,2012,4292.208
EST-2013,EST,SOCEXP,2013,4349.441
EST-2014,EST,SOCEXP,2014,4602.201
EST-2015,EST,SOCEXP,2015,5050.811
EST-2016,EST,SOCEXP,2016,5250.526
EST-2017,EST,SOCEXP,2017,5498.002
ISR-1995,ISR,SOCEXP,1995,4197.223
ISR-1996,ISR,SOCEXP,1996,4407.716
ISR-1997,ISR,SOCEXP,1997,4501.895
ISR-1998,ISR,SOCEXP,1998,4482.793
ISR-1999,ISR,SOCEXP,1999,4503.322
ISR-2000,ISR,SOCEXP,2000,4697.074
ISR-2001,ISR,SOCEXP,2001,4949.024
ISR-2002,ISR,SOCEXP,2002,4834.334
ISR-2003,ISR,SOCEXP,2003,4649.082
ISR-2004,ISR,SOCEXP,2004,4510.262
ISR-2005,ISR,SOCEXP,2005,4472.367
ISR-2006,ISR,SOCEXP,2006,4584.721
ISR-2007,ISR,SOCEXP,2007,4616.483
ISR-2008,ISR,SOCEXP,2008,4716.827
ISR-2009,ISR,SOCEXP,2009,4859.241
ISR-2010,ISR,SOCEXP,2010,5067.271
ISR-2011,ISR,SOCEXP,2011,5141.638
ISR-2012,ISR,SOCEXP,2012,5265.303
ISR-2013,ISR,SOCEXP,2013,5374.611
ISR-2014,ISR,SOCEXP,2014,5453.642
ISR-2015,ISR,SOCEXP,2015,5463.071
ISR-2016,ISR,SOCEXP,2016,5568.468
ISR-2017,ISR,SOCEXP,2017,5971.296
ISR-2018,ISR,SOCEXP,2018,6062.709
ISR-2019,ISR,SOCEXP,2019,6167.615
SVN-1995,SVN,SOCEXP,1995,1142.886
SVN-1996,SVN,SOCEXP,1996,4549.421
SVN-1997,SVN,SOCEXP,1997,4862.374
SVN-1998,SVN,SOCEXP,1998,5048.721
SVN-1999,SVN,SOCEXP,1999,5308.144
SVN-2000,SVN,SOCEXP,2000,5433.171
SVN-2001,SVN,SOCEXP,2001,5563.835
SVN-2002,SVN,SOCEXP,2002,5846.904
SVN-2003,SVN,SOCEXP,2003,5912.54
SVN-2004,SVN,SOCEXP,2004,6059.257
SVN-2005,SVN,SOCEXP,2005,6270.431
SVN-2006,SVN,SOCEXP,2006,6485.397
SVN-2007,SVN,SOCEXP,2007,6455.005
SVN-2008,SVN,SOCEXP,2008,6710.719
SVN-2009,SVN,SOCEXP,2009,6931.711
SVN-2010,SVN,SOCEXP,2010,7289.83
SVN-2011,SVN,SOCEXP,2011,7365.265
SVN-2012,SVN,SOCEXP,2012,7166.748
SVN-2013,SVN,SOCEXP,2013,7182.696
SVN-2014,SVN,SOCEXP,2014,7154.285
SVN-2015,SVN,SOCEXP,2015,7166.974
SVN-2016,SVN,SOCEXP,2016,7268.346
SVN-2017,SVN,SOCEXP,2017,7344.125
OECD-1990,OECD,SOCEXP,1990,4654.016
OECD-1991,OECD,SOCEXP,1991,4888.189
OECD-1992,OECD,SOCEXP,1992,5140.929
OECD-1993,OECD,SOCEXP,1993,5299.582
OECD-1994,OECD,SOCEXP,1994,5392.981
OECD-1995,OECD,SOCEXP,1995,5467.188
OECD-1996,OECD,SOCEXP,1996,5554.455
OECD-1997,OECD,SOCEXP,1997,5651.297
OECD-1998,OECD,SOCEXP,1998,5854.349
OECD-1999,OECD,SOCEXP,1999,6008.394
OECD-2000,OECD,SOCEXP,2000,6085.876
OECD-2001,OECD,SOCEXP,2001,6307.922
OECD-2002,OECD,SOCEXP,2002,6592.674
OECD-2003,OECD,SOCEXP,2003,6852.347
OECD-2004,OECD,SOCEXP,2004,7003.41
OECD-2005,OECD,SOCEXP,2005,7133.071
OECD-2006,OECD,SOCEXP,2006,7195.08
OECD-2007,OECD,SOCEXP,2007,7349.027
OECD-2008,OECD,SOCEXP,2008,7611.67
OECD-2009,OECD,SOCEXP,2009,8079.049
OECD-2010,OECD,SOCEXP,2010,8146.117
OECD-2011,OECD,SOCEXP,2011,8093.219
OECD-2012,OECD,SOCEXP,2012,8147.346
OECD-2013,OECD,SOCEXP,2013,8223.793
OECD-2014,OECD,SOCEXP,2014,8328.192
OECD-2015,OECD,SOCEXP,2015,8475.888
OECD-2016,OECD,SOCEXP,2016,8595.78
OECD-2017,OECD,SOCEXP,2017,8685.953
CHE-2009,CHE,SOCEXP,2009,13.735
CHE-2011,CHE,SOCEXP,2011,13.418
CHE-2013,CHE,SOCEXP,2013,14.037
CHE-2015,CHE,SOCEXP,2015,14.408
CHE-2017,CHE,SOCEXP,2017,14.754
CHE-2009,CHE,SOCEXP,2009,22.77
CHE-2011,CHE,SOCEXP,2011,22.384
CHE-2013,CHE,SOCEXP,2013,23.401
CHE-2015,CHE,SOCEXP,2015,24.186
CHE-2017,CHE,SOCEXP,2017,24.89
LVA-1997,LVA,SOCEXP,1997,0.038
LVA-1998,LVA,SOCEXP,1998,0.047
LVA-1999,LVA,SOCEXP,1999,0.051
LVA-2000,LVA,SOCEXP,2000,0.087
LVA-2001,LVA,SOCEXP,2001,0.14
LVA-2002,LVA,SOCEXP,2002,0.164
LVA-2003,LVA,SOCEXP,2003,0.088
LVA-2004,LVA,SOCEXP,2004,0.171
LVA-2005,LVA,SOCEXP,2005,0.135
LVA-2006,LVA,SOCEXP,2006,0.165
LVA-2007,LVA,SOCEXP,2007,0.125
LVA-2008,LVA,SOCEXP,2008,0.127
LVA-2009,LVA,SOCEXP,2009,0.067
LVA-2010,LVA,SOCEXP,2010,0.161
LVA-2011,LVA,SOCEXP,2011,0.123
LVA-2012,LVA,SOCEXP,2012,0.099
LVA-2013,LVA,SOCEXP,2013,0.082
LVA-2014,LVA,SOCEXP,2014,0.067
LVA-2015,LVA,SOCEXP,2015,0.051
LVA-2016,LVA,SOCEXP,2016,0.05
LVA-2017,LVA,SOCEXP,2017,0.053
LVA-1995,LVA,SOCEXP,1995,0.0
LVA-1996,LVA,SOCEXP,1996,0.0
LVA-1997,LVA,SOCEXP,1997,14.296
LVA-1998,LVA,SOCEXP,1998,15.037
LVA-1999,LVA,SOCEXP,1999,16.417
LVA-2000,LVA,SOCEXP,2000,15.359
LVA-2001,LVA,SOCEXP,2001,14.367
LVA-2002,LVA,SOCEXP,2002,13.838
LVA-2003,LVA,SOCEXP,2003,12.908
LVA-2004,LVA,SOCEXP,2004,13.069
LVA-2005,LVA,SOCEXP,2005,12.266
LVA-2006,LVA,SOCEXP,2006,12.161
LVA-2007,LVA,SOCEXP,2007,11.079
LVA-2008,LVA,SOCEXP,2008,12.993
LVA-2009,LVA,SOCEXP,2009,18.086
LVA-2010,LVA,SOCEXP,2010,19.466
LVA-2011,LVA,SOCEXP,2011,16.579
LVA-2012,LVA,SOCEXP,2012,15.359
LVA-2013,LVA,SOCEXP,2013,15.529
LVA-2014,LVA,SOCEXP,2014,15.354
LVA-2015,LVA,SOCEXP,2015,15.767
LVA-2016,LVA,SOCEXP,2016,16.14
LVA-2017,LVA,SOCEXP,2017,15.907
LVA-2018,LVA,SOCEXP,2018,15.847
LVA-2019,LVA,SOCEXP,2019,16.436
LVA-1995,LVA,SOCEXP,1995,0.0
LVA-1996,LVA,SOCEXP,1996,0.0
LVA-1997,LVA,SOCEXP,1997,1450.862
LVA-1998,LVA,SOCEXP,1998,1638.512
LVA-1999,LVA,SOCEXP,1999,1854.482
LVA-2000,LVA,SOCEXP,2000,1849.393
LVA-2001,LVA,SOCEXP,2001,1862.685
LVA-2002,LVA,SOCEXP,2002,1944.717
LVA-2003,LVA,SOCEXP,2003,1986.397
LVA-2004,LVA,SOCEXP,2004,2202.474
LVA-2005,LVA,SOCEXP,2005,2314.207
LVA-2006,LVA,SOCEXP,2006,2590.589
LVA-2007,LVA,SOCEXP,2007,2618.374
LVA-2008,LVA,SOCEXP,2008,3002.493
LVA-2009,LVA,SOCEXP,2009,3644.108
LVA-2010,LVA,SOCEXP,2010,3826.981
LVA-2011,LVA,SOCEXP,2011,3529.993
LVA-2012,LVA,SOCEXP,2012,3448.351
LVA-2013,LVA,SOCEXP,2013,3604.679
LVA-2014,LVA,SOCEXP,2014,3661.18
LVA-2015,LVA,SOCEXP,2015,3915.539
LVA-2016,LVA,SOCEXP,2016,4116.504
LVA-2017,LVA,SOCEXP,2017,4250.77
TUR-1999,TUR,SOCEXP,1999,0.433
TUR-2000,TUR,SOCEXP,2000,0.436
TUR-2001,TUR,SOCEXP,2001,0.459
TUR-2002,TUR,SOCEXP,2002,0.495
TUR-2003,TUR,SOCEXP,2003,0.499
TUR-2004,TUR,SOCEXP,2004,0.402
TUR-2005,TUR,SOCEXP,2005,0.399
TUR-2006,TUR,SOCEXP,2006,0.389
TUR-2007,TUR,SOCEXP,2007,0.387
TUR-2008,TUR,SOCEXP,2008,0.427
TUR-2009,TUR,SOCEXP,2009,0.276
TUR-2010,TUR,SOCEXP,2010,0.259
TUR-2011,TUR,SOCEXP,2011,0.233
TUR-2012,TUR,SOCEXP,2012,0.219
TUR-2013,TUR,SOCEXP,2013,0.208
TUR-2014,TUR,SOCEXP,2014,0.203
TUR-2015,TUR,SOCEXP,2015,0.204
TUR-2016,TUR,SOCEXP,2016,0.22
TUR-2017,TUR,SOCEXP,2017,0.207
TUR-2018,TUR,SOCEXP,2018,0.213
LVA-2011,LVA,SOCEXP,2011,14.752
LVA-2013,LVA,SOCEXP,2013,13.645
LVA-2015,LVA,SOCEXP,2015,13.765
LVA-2017,LVA,SOCEXP,2017,13.627
LVA-2011,LVA,SOCEXP,2011,14.874
LVA-2013,LVA,SOCEXP,2013,13.726
LVA-2015,LVA,SOCEXP,2015,13.814
LVA-2017,LVA,SOCEXP,2017,13.679
LTU-1996,LTU,SOCEXP,1996,0.0
LTU-1997,LTU,SOCEXP,1997,0.0
LTU-1998,LTU,SOCEXP,1998,0.0
LTU-1999,LTU,SOCEXP,1999,0.0
LTU-2000,LTU,SOCEXP,2000,0.288
LTU-2001,LTU,SOCEXP,2001,0.121
LTU-2002,LTU,SOCEXP,2002,0.049
LTU-2003,LTU,SOCEXP,2003,0.055
LTU-2004,LTU,SOCEXP,2004,0.204
LTU-2005,LTU,SOCEXP,2005,0.211
LTU-2006,LTU,SOCEXP,2006,0.231
LTU-2007,LTU,SOCEXP,2007,0.219
LTU-2008,LTU,SOCEXP,2008,0.229
LTU-2009,LTU,SOCEXP,2009,0.305
LTU-2010,LTU,SOCEXP,2010,0.272
LTU-2011,LTU,SOCEXP,2011,0.287
LTU-2012,LTU,SOCEXP,2012,0.31
LTU-2013,LTU,SOCEXP,2013,0.274
LTU-2014,LTU,SOCEXP,2014,0.262
LTU-2015,LTU,SOCEXP,2015,0.389
LTU-2016,LTU,SOCEXP,2016,0.437
LTU-2017,LTU,SOCEXP,2017,0.457
LTU-1996,LTU,SOCEXP,1996,13.11
LTU-1997,LTU,SOCEXP,1997,13.752
LTU-1998,LTU,SOCEXP,1998,14.969
LTU-1999,LTU,SOCEXP,1999,16.15
LTU-2000,LTU,SOCEXP,2000,15.384
LTU-2001,LTU,SOCEXP,2001,14.542
LTU-2002,LTU,SOCEXP,2002,14.338
LTU-2003,LTU,SOCEXP,2003,14.271
LTU-2004,LTU,SOCEXP,2004,13.221
LTU-2005,LTU,SOCEXP,2005,13.679
LTU-2006,LTU,SOCEXP,2006,13.743
LTU-2007,LTU,SOCEXP,2007,14.823
LTU-2008,LTU,SOCEXP,2008,16.555
LTU-2009,LTU,SOCEXP,2009,21.817
LTU-2010,LTU,SOCEXP,2010,19.466
LTU-2011,LTU,SOCEXP,2011,17.419
LTU-2012,LTU,SOCEXP,2012,16.503
LTU-2013,LTU,SOCEXP,2013,15.491
LTU-2014,LTU,SOCEXP,2014,15.629
LTU-2015,LTU,SOCEXP,2015,15.939
LTU-2016,LTU,SOCEXP,2016,15.59
LTU-2017,LTU,SOCEXP,2017,15.333
LTU-2018,LTU,SOCEXP,2018,16.205
LTU-2019,LTU,SOCEXP,2019,16.698
LTU-1996,LTU,SOCEXP,1996,1387.118
LTU-1997,LTU,SOCEXP,1997,1587.325
LTU-1998,LTU,SOCEXP,1998,1870.44
LTU-1999,LTU,SOCEXP,1999,2009.26
LTU-2000,LTU,SOCEXP,2000,2001.338
LTU-2001,LTU,SOCEXP,2001,2031.977
LTU-2002,LTU,SOCEXP,2002,2156.09
LTU-2003,LTU,SOCEXP,2003,2391.479
LTU-2004,LTU,SOCEXP,2004,2387.396
LTU-2005,LTU,SOCEXP,2005,2704.682
LTU-2006,LTU,SOCEXP,2006,2965.436
LTU-2007,LTU,SOCEXP,2007,3595.552
LTU-2008,LTU,SOCEXP,2008,4163.82
LTU-2009,LTU,SOCEXP,2009,4726.668
LTU-2010,LTU,SOCEXP,2010,4370.403
LTU-2011,LTU,SOCEXP,2011,4241.359
LTU-2012,LTU,SOCEXP,2012,4228.741
LTU-2013,LTU,SOCEXP,2013,4152.488
LTU-2014,LTU,SOCEXP,2014,4373.735
LTU-2015,LTU,SOCEXP,2015,4594.165
LTU-2016,LTU,SOCEXP,2016,4667.297
LTU-2017,LTU,SOCEXP,2017,4852.934
COL-2010,COL,SOCEXP,2010,1.571
COL-2011,COL,SOCEXP,2011,1.588
COL-2012,COL,SOCEXP,2012,1.674
COL-2013,COL,SOCEXP,2013,1.985
COL-2014,COL,SOCEXP,2014,2.061
COL-2015,COL,SOCEXP,2015,2.167
COL-2016,COL,SOCEXP,2016,2.278
COL-2017,COL,SOCEXP,2017,2.4
COL-2018,COL,SOCEXP,2018,2.493
COL-2010,COL,SOCEXP,2010,12.992
COL-2011,COL,SOCEXP,2011,12.677
COL-2012,COL,SOCEXP,2012,12.62
COL-2013,COL,SOCEXP,2013,13.608
COL-2014,COL,SOCEXP,2014,13.903
COL-2015,COL,SOCEXP,2015,14.164
COL-2016,COL,SOCEXP,2016,13.576
COL-2017,COL,SOCEXP,2017,13.315
COL-2018,COL,SOCEXP,2018,13.076
COL-2010,COL,SOCEXP,2010,1473.491
COL-2011,COL,SOCEXP,2011,1519.853
COL-2012,COL,SOCEXP,2012,1554.268
COL-2013,COL,SOCEXP,2013,1741.874
COL-2014,COL,SOCEXP,2014,1838.802
COL-2015,COL,SOCEXP,2015,1907.076
COL-2016,COL,SOCEXP,2016,1845.458
COL-2017,COL,SOCEXP,2017,1814.404
COL-2018,COL,SOCEXP,2018,1807.024
CRI-2011,CRI,SOCEXP,2011,1.733
CRI-2012,CRI,SOCEXP,2012,1.691
CRI-2013,CRI,SOCEXP,2013,1.651
CRI-2014,CRI,SOCEXP,2014,1.594
CRI-2015,CRI,SOCEXP,2015,1.648
CRI-2016,CRI,SOCEXP,2016,0.284
CRI-2017,CRI,SOCEXP,2017,0.453
CRI-2018,CRI,SOCEXP,2018,0.466
CRI-1991,CRI,SOCEXP,1991,0.0
CRI-1992,CRI,SOCEXP,1992,0.0
CRI-1993,CRI,SOCEXP,1993,0.0
CRI-1994,CRI,SOCEXP,1994,0.0
CRI-2011,CRI,SOCEXP,2011,12.125
CRI-2012,CRI,SOCEXP,2012,11.863
CRI-2013,CRI,SOCEXP,2013,12.368
CRI-2014,CRI,SOCEXP,2014,12.207
CRI-2015,CRI,SOCEXP,2015,12.532
CRI-2016,CRI,SOCEXP,2016,12.214
CRI-2017,CRI,SOCEXP,2017,11.94
CRI-2018,CRI,SOCEXP,2018,12.229
CRI-1991,CRI,SOCEXP,1991,0.0
CRI-1992,CRI,SOCEXP,1992,0.0
CRI-1993,CRI,SOCEXP,1993,0.0
CRI-1994,CRI,SOCEXP,1994,0.0
CRI-2011,CRI,SOCEXP,2011,1847.654
CRI-2012,CRI,SOCEXP,2012,1869.66
CRI-2013,CRI,SOCEXP,2013,1968.063
CRI-2014,CRI,SOCEXP,2014,1985.321
CRI-2015,CRI,SOCEXP,2015,2086.366
CRI-2016,CRI,SOCEXP,2016,2094.488
LTU-2017,LTU,SOCEXP,2017,14.041
LTU-2017,LTU,SOCEXP,2017,14.425
