LocationTime,LOCATION,INDICATOR,TIME,Soc_Spend_Val
HUN-2017,HUN,SOCEXP,2017,19.677
HUN-2018,HUN,SOCEXP,2018,18.81
HUN-2019,HUN,SOCEXP,2019,18.098
HUN-1999,HUN,SOCEXP,1999,3767.998
HUN-2000,HUN,SOCEXP,2000,3802.89
HUN-2001,HUN,SOCEXP,2001,3903.547
HUN-2002,HUN,SOCEXP,2002,4313.675
HUN-2003,HUN,SOCEXP,2003,4716.956
HUN-2004,HUN,SOCEXP,2004,4795.474
HUN-2005,HUN,SOCEXP,2005,5193.759
HUN-2006,HUN,SOCEXP,2006,5481.787
HUN-2007,HUN,SOCEXP,2007,5570.751
HUN-2008,HUN,SOCEXP,2008,5700.029
HUN-2009,HUN,SOCEXP,2009,5465.366
HUN-2010,HUN,SOCEXP,2010,5454.227
HUN-2011,HUN,SOCEXP,2011,5401.486
HUN-2012,HUN,SOCEXP,2012,5421.197
HUN-2013,HUN,SOCEXP,2013,5449.723
HUN-2014,HUN,SOCEXP,2014,5497.814
HUN-2015,HUN,SOCEXP,2015,5450.572
HUN-2016,HUN,SOCEXP,2016,5547.896
HUN-2017,HUN,SOCEXP,2017,5626.186
HUN-2018,HUN,SOCEXP,2018,5659.478
ISL-1990,ISL,SOCEXP,1990,2.962
ISL-1991,ISL,SOCEXP,1991,3.21
ISL-1992,ISL,SOCEXP,1992,3.367
ISL-1993,ISL,SOCEXP,1993,3.462
ISL-1994,ISL,SOCEXP,1994,3.358
ISL-1995,ISL,SOCEXP,1995,3.476
ISL-1996,ISL,SOCEXP,1996,3.485
ISL-1997,ISL,SOCEXP,1997,3.634
ISL-1998,ISL,SOCEXP,1998,3.637
ISL-1999,ISL,SOCEXP,1999,3.811
ISL-2000,ISL,SOCEXP,2000,4.051
ISL-2001,ISL,SOCEXP,2001,4.189
ISL-2002,ISL,SOCEXP,2002,4.471
ISL-2003,ISL,SOCEXP,2003,4.902
ISL-2004,ISL,SOCEXP,2004,4.775
ISL-2005,ISL,SOCEXP,2005,4.869
ISL-2006,ISL,SOCEXP,2006,4.89
ISL-2007,ISL,SOCEXP,2007,5.007
ISL-2008,ISL,SOCEXP,2008,5.085
ISL-2009,ISL,SOCEXP,2009,5.643
ISL-2010,ISL,SOCEXP,2010,5.41
ISL-2011,ISL,SOCEXP,2011,5.63
ISL-2012,ISL,SOCEXP,2012,5.86
ISL-2013,ISL,SOCEXP,2013,6.039
ISL-2014,ISL,SOCEXP,2014,6.324
ISL-2015,ISL,SOCEXP,2015,6.296
ISL-2016,ISL,SOCEXP,2016,6.479
ISL-2017,ISL,SOCEXP,2017,6.487
ISL-1990,ISL,SOCEXP,1990,13.268
ISL-1991,ISL,SOCEXP,1991,13.718
ISL-1992,ISL,SOCEXP,1992,14.25
ISL-1993,ISL,SOCEXP,1993,14.578
ISL-1994,ISL,SOCEXP,1994,14.427
ISL-1995,ISL,SOCEXP,1995,14.732
ISL-1996,ISL,SOCEXP,1996,14.526
ISL-1997,ISL,SOCEXP,1997,14.084
ISL-1998,ISL,SOCEXP,1998,14.184
ISL-1999,ISL,SOCEXP,1999,14.438
ISL-2000,ISL,SOCEXP,2000,14.501
ISL-2001,ISL,SOCEXP,2001,14.548
ISL-2002,ISL,SOCEXP,2002,15.901
ISL-2003,ISL,SOCEXP,2003,16.983
ISL-2004,ISL,SOCEXP,2004,16.619
ISL-2005,ISL,SOCEXP,2005,15.832
ISL-2006,ISL,SOCEXP,2006,15.347
ISL-2007,ISL,SOCEXP,2007,14.488
ISL-2008,ISL,SOCEXP,2008,14.852
ISL-2009,ISL,SOCEXP,2009,16.994
ISL-2010,ISL,SOCEXP,2010,16.44
ISL-2011,ISL,SOCEXP,2011,16.549
ISL-2012,ISL,SOCEXP,2012,16.179
ISL-2013,ISL,SOCEXP,2013,15.714
ISL-2014,ISL,SOCEXP,2014,15.915
ISL-2015,ISL,SOCEXP,2015,15.083
ISL-2016,ISL,SOCEXP,2016,14.952
ISL-2017,ISL,SOCEXP,2017,16.012
ISL-2018,ISL,SOCEXP,2018,16.433
ISL-2019,ISL,SOCEXP,2019,17.406
ISL-2001,ISL,SOCEXP,2001,13.641
ISL-2003,ISL,SOCEXP,2003,15.805
ISL-2005,ISL,SOCEXP,2005,14.648
ISL-2007,ISL,SOCEXP,2007,12.505
ISL-2009,ISL,SOCEXP,2009,14.943
ISL-2011,ISL,SOCEXP,2011,14.405
ISL-2013,ISL,SOCEXP,2013,13.643
ISL-2015,ISL,SOCEXP,2015,13.12
ISL-2017,ISL,SOCEXP,2017,13.718
ISL-2001,ISL,SOCEXP,2001,17.059
ISL-2003,ISL,SOCEXP,2003,19.8
ISL-2005,ISL,SOCEXP,2005,17.601
ISL-2007,ISL,SOCEXP,2007,15.61
ISL-2009,ISL,SOCEXP,2009,18.708
ISL-2011,ISL,SOCEXP,2011,17.931
ISL-2013,ISL,SOCEXP,2013,18.681
ISL-2015,ISL,SOCEXP,2015,18.317
ISL-2017,ISL,SOCEXP,2017,18.993
ISL-1990,ISL,SOCEXP,1990,4305.509
ISL-1991,ISL,SOCEXP,1991,4386.901
ISL-1992,ISL,SOCEXP,1992,4350.201
ISL-1993,ISL,SOCEXP,1993,4462.977
ISL-1994,ISL,SOCEXP,1994,4537.996
ISL-1995,ISL,SOCEXP,1995,4615.231
ISL-1996,ISL,SOCEXP,1996,4732.303
ISL-1997,ISL,SOCEXP,1997,4816.677
ISL-1998,ISL,SOCEXP,1998,5140.16
ISL-1999,ISL,SOCEXP,1999,5376.735
ISL-2000,ISL,SOCEXP,2000,5583.94
ISL-2001,ISL,SOCEXP,2001,5740.909
ISL-2002,ISL,SOCEXP,2002,6262.724
ISL-2003,ISL,SOCEXP,2003,6800.084
ISL-2004,ISL,SOCEXP,2004,7108.655
ISL-2005,ISL,SOCEXP,2005,7120.07
ISL-2006,ISL,SOCEXP,2006,7063.643
ISL-2007,ISL,SOCEXP,2007,7126.694
ISL-2008,ISL,SOCEXP,2008,7264.611
ISL-2009,ISL,SOCEXP,2009,7754.068
ISL-2010,ISL,SOCEXP,2010,7270.774
ISL-2011,ISL,SOCEXP,2011,7433.521
ISL-2012,ISL,SOCEXP,2012,7322.111
ISL-2013,ISL,SOCEXP,2013,7335.17
ISL-2014,ISL,SOCEXP,2014,7500.262
ISL-2015,ISL,SOCEXP,2015,7369.174
ISL-2016,ISL,SOCEXP,2016,7682.506
ISL-2017,ISL,SOCEXP,2017,8400.698
IRL-1990,IRL,SOCEXP,1990,1.396
IRL-1991,IRL,SOCEXP,1991,1.447
IRL-1992,IRL,SOCEXP,1992,1.467
IRL-1993,IRL,SOCEXP,1993,1.462
IRL-1994,IRL,SOCEXP,1994,1.463
IRL-1995,IRL,SOCEXP,1995,1.611
IRL-1996,IRL,SOCEXP,1996,1.579
IRL-1997,IRL,SOCEXP,1997,1.511
IRL-1998,IRL,SOCEXP,1998,1.458
IRL-1999,IRL,SOCEXP,1999,1.338
IRL-2000,IRL,SOCEXP,2000,3.399
IRL-2001,IRL,SOCEXP,2001,3.574
IRL-2002,IRL,SOCEXP,2002,2.044
IRL-2003,IRL,SOCEXP,2003,1.722
IRL-2004,IRL,SOCEXP,2004,2.114
IRL-2005,IRL,SOCEXP,2005,2.129
IRL-2006,IRL,SOCEXP,2006,2.133
IRL-2007,IRL,SOCEXP,2007,2.158
IRL-2008,IRL,SOCEXP,2008,2.336
IRL-2009,IRL,SOCEXP,2009,2.789
IRL-2010,IRL,SOCEXP,2010,2.818
IRL-2011,IRL,SOCEXP,2011,2.982
IRL-2012,IRL,SOCEXP,2012,3.145
IRL-2013,IRL,SOCEXP,2013,3.103
IRL-2014,IRL,SOCEXP,2014,2.931
IRL-2015,IRL,SOCEXP,2015,2.177
IRL-2016,IRL,SOCEXP,2016,2.171
IRL-2017,IRL,SOCEXP,2017,2.028
IRL-1990,IRL,SOCEXP,1990,16.838
IRL-1991,IRL,SOCEXP,1991,17.741
IRL-1992,IRL,SOCEXP,1992,18.504
IRL-1993,IRL,SOCEXP,1993,18.474
IRL-1994,IRL,SOCEXP,1994,18.078
IRL-1995,IRL,SOCEXP,1995,17.542
IRL-1996,IRL,SOCEXP,1996,16.571
IRL-1997,IRL,SOCEXP,1997,15.514
IRL-1998,IRL,SOCEXP,1998,14.561
IRL-1999,IRL,SOCEXP,1999,13.705
IRL-2000,IRL,SOCEXP,2000,12.755
IRL-2001,IRL,SOCEXP,2001,13.506
IRL-2002,IRL,SOCEXP,2002,14.399
IRL-2003,IRL,SOCEXP,2003,14.879
IRL-2004,IRL,SOCEXP,2004,15.151
IRL-2005,IRL,SOCEXP,2005,15.38
IRL-2006,IRL,SOCEXP,2006,15.371
IRL-2007,IRL,SOCEXP,2007,16.226
IRL-2008,IRL,SOCEXP,2008,19.2
IRL-2009,IRL,SOCEXP,2009,23.106
IRL-2010,IRL,SOCEXP,2010,23.781
IRL-2011,IRL,SOCEXP,2011,22.959
IRL-2012,IRL,SOCEXP,2012,22.566
IRL-2013,IRL,SOCEXP,2013,21.454
IRL-2014,IRL,SOCEXP,2014,19.647
IRL-2015,IRL,SOCEXP,2015,14.874
IRL-2016,IRL,SOCEXP,2016,15.069
IRL-2017,IRL,SOCEXP,2017,14.224
IRL-2018,IRL,SOCEXP,2018,13.59
IRL-2019,IRL,SOCEXP,2019,13.363
IRL-1995,IRL,SOCEXP,1995,15.374
IRL-1997,IRL,SOCEXP,1997,13.638
IRL-1999,IRL,SOCEXP,1999,12.286
IRL-2001,IRL,SOCEXP,2001,12.388
IRL-2003,IRL,SOCEXP,2003,13.251
IRL-2005,IRL,SOCEXP,2005,13.629
IRL-2007,IRL,SOCEXP,2007,14.843
IRL-2009,IRL,SOCEXP,2009,21.597
IRL-2011,IRL,SOCEXP,2011,21.479
IRL-2013,IRL,SOCEXP,2013,19.874
IRL-2015,IRL,SOCEXP,2015,13.619
IRL-2017,IRL,SOCEXP,2017,13.014
IRL-1995,IRL,SOCEXP,1995,16.508
IRL-1997,IRL,SOCEXP,1997,14.728
IRL-1999,IRL,SOCEXP,1999,13.251
IRL-2001,IRL,SOCEXP,2001,15.218
IRL-2003,IRL,SOCEXP,2003,14.72
IRL-2005,IRL,SOCEXP,2005,15.403
IRL-2007,IRL,SOCEXP,2007,16.467
IRL-2009,IRL,SOCEXP,2009,23.64
IRL-2011,IRL,SOCEXP,2011,23.664
IRL-2013,IRL,SOCEXP,2013,22.259
IRL-2015,IRL,SOCEXP,2015,15.385
IRL-2017,IRL,SOCEXP,2017,14.661
IRL-1990,IRL,SOCEXP,1990,4330.678
IRL-1991,IRL,SOCEXP,1991,4624.646
IRL-1992,IRL,SOCEXP,1992,4944.095
IRL-1993,IRL,SOCEXP,1993,5042.154
IRL-1994,IRL,SOCEXP,1994,5200.387
IRL-1995,IRL,SOCEXP,1995,5508.828
IRL-1996,IRL,SOCEXP,1996,5551.702
IRL-1997,IRL,SOCEXP,1997,5704.017
IRL-1998,IRL,SOCEXP,1998,5740.854
IRL-1999,IRL,SOCEXP,1999,5906.633
IRL-2000,IRL,SOCEXP,2000,5938.225
IRL-2001,IRL,SOCEXP,2001,6517.548
IRL-2002,IRL,SOCEXP,2002,7232.434
IRL-2003,IRL,SOCEXP,2003,7573.932
IRL-2004,IRL,SOCEXP,2004,8088.409
IRL-2005,IRL,SOCEXP,2005,8485.216
IRL-2006,IRL,SOCEXP,2006,8680.928
IRL-2007,IRL,SOCEXP,2007,9365.564
IRL-2008,IRL,SOCEXP,2008,10360.108
IRL-2009,IRL,SOCEXP,2009,11722.194
IRL-2010,IRL,SOCEXP,2010,12227.664
IRL-2011,IRL,SOCEXP,2011,11796.611
IRL-2012,IRL,SOCEXP,2012,11573.51
IRL-2013,IRL,SOCEXP,2013,11097.12
IRL-2014,IRL,SOCEXP,2014,10955.077
IRL-2015,IRL,SOCEXP,2015,10284.677
IRL-2016,IRL,SOCEXP,2016,10681.723
IRL-2017,IRL,SOCEXP,2017,10783.391
ITA-1990,ITA,SOCEXP,1990,1.974
ITA-1991,ITA,SOCEXP,1991,2.132
ITA-1992,ITA,SOCEXP,1992,2.375
ITA-1993,ITA,SOCEXP,1993,2.208
ITA-1994,ITA,SOCEXP,1994,2.005
ITA-1995,ITA,SOCEXP,1995,1.875
ITA-1996,ITA,SOCEXP,1996,1.673
ITA-1997,ITA,SOCEXP,1997,1.741
ITA-1998,ITA,SOCEXP,1998,1.695
ITA-1999,ITA,SOCEXP,1999,1.684
ITA-2000,ITA,SOCEXP,2000,1.576
ITA-2001,ITA,SOCEXP,2001,1.574
ITA-2002,ITA,SOCEXP,2002,1.601
ITA-2003,ITA,SOCEXP,2003,1.764
ITA-2004,ITA,SOCEXP,2004,1.614
ITA-2005,ITA,SOCEXP,2005,1.597
ITA-2006,ITA,SOCEXP,2006,1.721
ITA-2007,ITA,SOCEXP,2007,1.71
ITA-2008,ITA,SOCEXP,2008,1.769
ITA-2009,ITA,SOCEXP,2009,1.805
ITA-2010,ITA,SOCEXP,2010,1.852
ITA-2011,ITA,SOCEXP,2011,1.85
ITA-2012,ITA,SOCEXP,2012,1.958
ITA-2013,ITA,SOCEXP,2013,1.933
ITA-2014,ITA,SOCEXP,2014,1.852
ITA-2015,ITA,SOCEXP,2015,1.901
ITA-2016,ITA,SOCEXP,2016,1.905
ITA-2017,ITA,SOCEXP,2017,1.901
ITA-1990,ITA,SOCEXP,1990,20.635
ITA-1991,ITA,SOCEXP,1991,21.007
ITA-1992,ITA,SOCEXP,1992,21.733
ITA-1993,ITA,SOCEXP,1993,21.999
ITA-1994,ITA,SOCEXP,1994,21.981
ITA-1995,ITA,SOCEXP,1995,21.05
ITA-1996,ITA,SOCEXP,1996,21.459
ITA-1997,ITA,SOCEXP,1997,22.169
ITA-1998,ITA,SOCEXP,1998,22.312
ITA-1999,ITA,SOCEXP,1999,22.745
ITA-2000,ITA,SOCEXP,2000,22.636
ITA-2001,ITA,SOCEXP,2001,22.843
ITA-2002,ITA,SOCEXP,2002,23.272
ITA-2003,ITA,SOCEXP,2003,23.611
ITA-2004,ITA,SOCEXP,2004,23.868
ITA-2005,ITA,SOCEXP,2005,24.107
ITA-2006,ITA,SOCEXP,2006,24.23
ITA-2007,ITA,SOCEXP,2007,24.054
ITA-2008,ITA,SOCEXP,2008,24.993
ITA-2009,ITA,SOCEXP,2009,27.023
ITA-2010,ITA,SOCEXP,2010,27.004
ITA-2011,ITA,SOCEXP,2011,26.614
ITA-2012,ITA,SOCEXP,2012,27.288
ITA-2013,ITA,SOCEXP,2013,27.894
ITA-2014,ITA,SOCEXP,2014,28.157
ITA-2015,ITA,SOCEXP,2015,28.333
ITA-2016,ITA,SOCEXP,2016,27.907
ITA-2017,ITA,SOCEXP,2017,27.645
ITA-2018,ITA,SOCEXP,2018,27.768
ITA-2019,ITA,SOCEXP,2019,28.195
ITA-1995,ITA,SOCEXP,1995,17.481
ITA-1997,ITA,SOCEXP,1997,18.45
ITA-1999,ITA,SOCEXP,1999,18.992
ITA-2001,ITA,SOCEXP,2001,19.42
ITA-2003,ITA,SOCEXP,2003,20.196
ITA-2005,ITA,SOCEXP,2005,20.588
ITA-2007,ITA,SOCEXP,2007,20.414
ITA-2009,ITA,SOCEXP,2009,23.328
ITA-2011,ITA,SOCEXP,2011,22.558
ITA-2013,ITA,SOCEXP,2013,23.536
ITA-2015,ITA,SOCEXP,2015,23.608
ITA-2017,ITA,SOCEXP,2017,23.088
ITA-1995,ITA,SOCEXP,1995,19.086
ITA-1997,ITA,SOCEXP,1997,19.959
ITA-1999,ITA,SOCEXP,1999,20.431
ITA-2001,ITA,SOCEXP,2001,20.716
ITA-2003,ITA,SOCEXP,2003,21.649
ITA-2005,ITA,SOCEXP,2005,21.902
ITA-2007,ITA,SOCEXP,2007,21.887
ITA-2009,ITA,SOCEXP,2009,24.884
ITA-2011,ITA,SOCEXP,2011,24.12
ITA-2013,ITA,SOCEXP,2013,25.176
ITA-2015,ITA,SOCEXP,2015,25.209
ITA-2017,ITA,SOCEXP,2017,24.693
ITA-1990,ITA,SOCEXP,1990,6923.33
ITA-1991,ITA,SOCEXP,1991,7149.283
ITA-1992,ITA,SOCEXP,1992,7455.256
ITA-1993,ITA,SOCEXP,1993,7477.71
ITA-1994,ITA,SOCEXP,1994,7630.824
ITA-1995,ITA,SOCEXP,1995,7518.427
ITA-1996,ITA,SOCEXP,1996,7759.481
ITA-1997,ITA,SOCEXP,1997,8158.335
ITA-1998,ITA,SOCEXP,1998,8357.363
ITA-1999,ITA,SOCEXP,1999,8656.774
ITA-2000,ITA,SOCEXP,2000,8937.401
ITA-2001,ITA,SOCEXP,2001,9188.994
ITA-2002,ITA,SOCEXP,2002,9365.662
ITA-2003,ITA,SOCEXP,2003,9463.444
ITA-2004,ITA,SOCEXP,2004,9630.057
ITA-2005,ITA,SOCEXP,2005,9747.564
ITA-2006,ITA,SOCEXP,2006,9932.313
ITA-2007,ITA,SOCEXP,2007,9945.803
ITA-2008,ITA,SOCEXP,2008,10156.038
ITA-2009,ITA,SOCEXP,2009,10342.289
ITA-2010,ITA,SOCEXP,2010,10467.899
ITA-2011,ITA,SOCEXP,2011,10349.942
ITA-2012,ITA,SOCEXP,2012,10248.037
ITA-2013,ITA,SOCEXP,2013,10230.463
ITA-2014,ITA,SOCEXP,2014,10302.343
ITA-2015,ITA,SOCEXP,2015,10457.562
ITA-2016,ITA,SOCEXP,2016,10451.295
ITA-2017,ITA,SOCEXP,2017,10541.606
JPN-1990,JPN,SOCEXP,1990,0.159
JPN-1991,JPN,SOCEXP,1991,0.172
JPN-1992,JPN,SOCEXP,1992,0.182
JPN-1993,JPN,SOCEXP,1993,0.2
JPN-1994,JPN,SOCEXP,1994,0.22
JPN-1995,JPN,SOCEXP,1995,0.482
JPN-1996,JPN,SOCEXP,1996,0.501
JPN-1997,JPN,SOCEXP,1997,3.279
JPN-1998,JPN,SOCEXP,1998,3.512
JPN-1999,JPN,SOCEXP,1999,3.618
JPN-2000,JPN,SOCEXP,2000,3.504
JPN-2001,JPN,SOCEXP,2001,3.785
JPN-2002,JPN,SOCEXP,2002,3.934
JPN-2003,JPN,SOCEXP,2003,3.237
JPN-2004,JPN,SOCEXP,2004,3.099
JPN-2005,JPN,SOCEXP,2005,2.781
JPN-2006,JPN,SOCEXP,2006,2.729
JPN-2007,JPN,SOCEXP,2007,3.229
JPN-2008,JPN,SOCEXP,2008,3.283
JPN-2009,JPN,SOCEXP,2009,3.665
JPN-2010,JPN,SOCEXP,2010,3.476
JPN-2011,JPN,SOCEXP,2011,3.599
JPN-2012,JPN,SOCEXP,2012,3.702
JPN-2013,JPN,SOCEXP,2013,3.497
JPN-2014,JPN,SOCEXP,2014,3.235
JPN-2015,JPN,SOCEXP,2015,3.08
JPN-2016,JPN,SOCEXP,2016,2.971
JPN-2017,JPN,SOCEXP,2017,2.903
JPN-1990,JPN,SOCEXP,1990,10.911
JPN-1991,JPN,SOCEXP,1991,11.041
JPN-1992,JPN,SOCEXP,1992,11.637
JPN-1993,JPN,SOCEXP,1993,12.356
JPN-1994,JPN,SOCEXP,1994,12.884
JPN-1995,JPN,SOCEXP,1995,13.232
JPN-1996,JPN,SOCEXP,1996,13.22
JPN-1997,JPN,SOCEXP,1997,13.63
JPN-1998,JPN,SOCEXP,1998,14.275
JPN-1999,JPN,SOCEXP,1999,15.117
JPN-2000,JPN,SOCEXP,2000,15.354
JPN-2001,JPN,SOCEXP,2001,16.097
JPN-2002,JPN,SOCEXP,2002,16.441
JPN-2003,JPN,SOCEXP,2003,16.642
JPN-2004,JPN,SOCEXP,2004,16.845
JPN-2005,JPN,SOCEXP,2005,17.103
JPN-2006,JPN,SOCEXP,2006,17.23
JPN-2007,JPN,SOCEXP,2007,17.635
JPN-2008,JPN,SOCEXP,2008,18.641
JPN-2009,JPN,SOCEXP,2009,20.809
JPN-2010,JPN,SOCEXP,2010,21.161
JPN-2011,JPN,SOCEXP,2011,22.196
JPN-2012,JPN,SOCEXP,2012,22.135
JPN-2013,JPN,SOCEXP,2013,22.064
JPN-2014,JPN,SOCEXP,2014,21.831
JPN-2015,JPN,SOCEXP,2015,22.231
JPN-2016,JPN,SOCEXP,2016,22.284
JPN-2017,JPN,SOCEXP,2017,22.324
JPN-2001,JPN,SOCEXP,2001,15.856
JPN-2003,JPN,SOCEXP,2003,16.322
JPN-2005,JPN,SOCEXP,2005,16.617
JPN-2007,JPN,SOCEXP,2007,17.171
JPN-2009,JPN,SOCEXP,2009,20.074
JPN-2011,JPN,SOCEXP,2011,21.391
JPN-2013,JPN,SOCEXP,2013,21.167
JPN-2015,JPN,SOCEXP,2015,21.127
JPN-2017,JPN,SOCEXP,2017,21.173
JPN-2001,JPN,SOCEXP,2001,19.313
JPN-2003,JPN,SOCEXP,2003,19.268
JPN-2005,JPN,SOCEXP,2005,19.141
JPN-2007,JPN,SOCEXP,2007,20.115
JPN-2009,JPN,SOCEXP,2009,23.42
JPN-2011,JPN,SOCEXP,2011,24.677
JPN-2013,JPN,SOCEXP,2013,24.357
JPN-2015,JPN,SOCEXP,2015,23.878
JPN-2017,JPN,SOCEXP,2017,23.759
JPN-1990,JPN,SOCEXP,1990,3570.522
JPN-1991,JPN,SOCEXP,1991,3697.592
JPN-1992,JPN,SOCEXP,1992,3902.968
JPN-1993,JPN,SOCEXP,1993,4127.389
JPN-1994,JPN,SOCEXP,1994,4357.984
JPN-1995,JPN,SOCEXP,1995,4591.386
JPN-1996,JPN,SOCEXP,1996,4695.109
JPN-1997,JPN,SOCEXP,1997,4853.946
JPN-1998,JPN,SOCEXP,1998,5025.078
JPN-1999,JPN,SOCEXP,1999,5337.82
JPN-2000,JPN,SOCEXP,2000,5528.36
JPN-2001,JPN,SOCEXP,2001,5801.82
JPN-2002,JPN,SOCEXP,2002,5941.466
JPN-2003,JPN,SOCEXP,2003,6106.728
JPN-2004,JPN,SOCEXP,2004,6304.737
JPN-2005,JPN,SOCEXP,2005,6502.011
JPN-2006,JPN,SOCEXP,2006,6642.422
JPN-2007,JPN,SOCEXP,2007,6857.349
JPN-2008,JPN,SOCEXP,2008,7089.4
JPN-2009,JPN,SOCEXP,2009,7666.244
JPN-2010,JPN,SOCEXP,2010,8040.041
JPN-2011,JPN,SOCEXP,2011,8472.518
JPN-2012,JPN,SOCEXP,2012,8604.382
JPN-2013,JPN,SOCEXP,2013,8725.478
JPN-2014,JPN,SOCEXP,2014,8690.432
JPN-2015,JPN,SOCEXP,2015,8953.295
JPN-2016,JPN,SOCEXP,2016,9071.806
JPN-2017,JPN,SOCEXP,2017,9259.887
KOR-1990,KOR,SOCEXP,1990,0.308
KOR-1991,KOR,SOCEXP,1991,0.298
KOR-1992,KOR,SOCEXP,1992,0.306
KOR-1993,KOR,SOCEXP,1993,0.35
KOR-1994,KOR,SOCEXP,1994,0.426
KOR-1995,KOR,SOCEXP,1995,2.097
KOR-1996,KOR,SOCEXP,1996,2.174
KOR-1997,KOR,SOCEXP,1997,2.321
KOR-1998,KOR,SOCEXP,1998,2.566
KOR-1999,KOR,SOCEXP,1999,2.496
KOR-2000,KOR,SOCEXP,2000,2.537
KOR-2001,KOR,SOCEXP,2001,2.344
KOR-2002,KOR,SOCEXP,2002,2.274
KOR-2003,KOR,SOCEXP,2003,2.485
KOR-2004,KOR,SOCEXP,2004,1.998
KOR-2005,KOR,SOCEXP,2005,2.059
KOR-2006,KOR,SOCEXP,2006,2.239
KOR-2007,KOR,SOCEXP,2007,2.311
KOR-2008,KOR,SOCEXP,2008,2.056
KOR-2009,KOR,SOCEXP,2009,2.23
KOR-2010,KOR,SOCEXP,2010,2.046
KOR-2011,KOR,SOCEXP,2011,2.368
KOR-2012,KOR,SOCEXP,2012,2.411
KOR-2013,KOR,SOCEXP,2013,2.476
KOR-2014,KOR,SOCEXP,2014,2.6
KOR-2015,KOR,SOCEXP,2015,2.808
KOR-2016,KOR,SOCEXP,2016,2.758
KOR-2017,KOR,SOCEXP,2017,2.714
KOR-2018,KOR,SOCEXP,2018,2.92
KOR-1990,KOR,SOCEXP,1990,2.613
KOR-1991,KOR,SOCEXP,1991,2.519
KOR-1992,KOR,SOCEXP,1992,2.738
KOR-1993,KOR,SOCEXP,1993,2.813
KOR-1994,KOR,SOCEXP,1994,2.811
KOR-1995,KOR,SOCEXP,1995,2.992
KOR-1996,KOR,SOCEXP,1996,3.144
KOR-1997,KOR,SOCEXP,1997,3.389
KOR-1998,KOR,SOCEXP,1998,4.71
KOR-1999,KOR,SOCEXP,1999,5.619
KOR-2000,KOR,SOCEXP,2000,4.412
KOR-2001,KOR,SOCEXP,2001,4.788
KOR-2002,KOR,SOCEXP,2002,4.654
KOR-2003,KOR,SOCEXP,2003,4.945
KOR-2004,KOR,SOCEXP,2004,5.536
KOR-2005,KOR,SOCEXP,2005,5.881
KOR-2006,KOR,SOCEXP,2006,6.699
KOR-2007,KOR,SOCEXP,2007,6.782
KOR-2008,KOR,SOCEXP,2008,7.264
KOR-2009,KOR,SOCEXP,2009,8.069
KOR-2010,KOR,SOCEXP,2010,7.86
KOR-2011,KOR,SOCEXP,2011,7.814
KOR-2012,KOR,SOCEXP,2012,8.329
KOR-2013,KOR,SOCEXP,2013,8.825
KOR-2014,KOR,SOCEXP,2014,9.19
KOR-2015,KOR,SOCEXP,2015,9.636
KOR-2016,KOR,SOCEXP,2016,9.87
KOR-2017,KOR,SOCEXP,2017,10.107
KOR-2018,KOR,SOCEXP,2018,10.836
KOR-2019,KOR,SOCEXP,2019,12.2
KOR-1995,KOR,SOCEXP,1995,2.88
KOR-1997,KOR,SOCEXP,1997,3.312
KOR-1999,KOR,SOCEXP,1999,5.369
KOR-2001,KOR,SOCEXP,2001,4.854
KOR-2003,KOR,SOCEXP,2003,5.0
KOR-2005,KOR,SOCEXP,2005,5.97
KOR-2007,KOR,SOCEXP,2007,6.915
KOR-2009,KOR,SOCEXP,2009,8.241
KOR-2011,KOR,SOCEXP,2011,7.947
KOR-2013,KOR,SOCEXP,2013,8.922
KOR-2015,KOR,SOCEXP,2015,9.631
KOR-2017,KOR,SOCEXP,2017,10.065
KOR-1995,KOR,SOCEXP,1995,4.944
KOR-1997,KOR,SOCEXP,1997,5.581
KOR-1999,KOR,SOCEXP,1999,7.796
KOR-2001,KOR,SOCEXP,2001,7.127
KOR-2003,KOR,SOCEXP,2003,7.42
KOR-2005,KOR,SOCEXP,2005,7.966
KOR-2007,KOR,SOCEXP,2007,9.16
KOR-2009,KOR,SOCEXP,2009,10.397
KOR-2011,KOR,SOCEXP,2011,10.244
KOR-2013,KOR,SOCEXP,2013,11.313
KOR-2015,KOR,SOCEXP,2015,12.3
KOR-2017,KOR,SOCEXP,2017,12.645
KOR-1990,KOR,SOCEXP,1990,328.317
KOR-1991,KOR,SOCEXP,1991,345.843
KOR-1992,KOR,SOCEXP,1992,394.969
KOR-1993,KOR,SOCEXP,1993,429.215
KOR-1994,KOR,SOCEXP,1994,463.693
KOR-1995,KOR,SOCEXP,1995,535.439
KOR-1996,KOR,SOCEXP,1996,599.556
KOR-1997,KOR,SOCEXP,1997,678.175
KOR-1998,KOR,SOCEXP,1998,884.424
KOR-1999,KOR,SOCEXP,1999,1166.18
KOR-2000,KOR,SOCEXP,2000,989.186
KOR-2001,KOR,SOCEXP,2001,1116.904
KOR-2002,KOR,SOCEXP,2002,1162.692
KOR-2003,KOR,SOCEXP,2003,1267.679
KOR-2004,KOR,SOCEXP,2004,1487.01
KOR-2005,KOR,SOCEXP,2005,1644.294
KOR-2006,KOR,SOCEXP,2006,1961.475
KOR-2007,KOR,SOCEXP,2007,2090.228
KOR-2008,KOR,SOCEXP,2008,2288.886
KOR-2009,KOR,SOCEXP,2009,2549.577
