LocationTime,LOCATION,TIME,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_UPPSRY,employment_val_MEN_PC_WKGPOP,employment_val_MEN_THND_PER,employment_val_TOT_PC_WKGPOP,employment_val_TOT_THND_PER,employment_val_WOMEN_PC_WKGPOP,employment_val_WOMEN_THND_PER,hSpend_val_COMPULSORY,hSpend_val_OOPEXP,hSpend_val_TOT,hSpend_val_VOLUNTARY,obesity_val_MEASURED,obesity_val_SELFREPORTED,Poverty_Value_0_17,Poverty_Value_18_65,Poverty_Value_66MORE,Poverty_Value_TOT,smoking_val,Value_PRIV_PC_GDP,Value_PUB_PC_GDP,Value_PUB_USD_CAP,Value_PUBNET_PC_GDP,Value_TOTNET_PC_GDP,Social_spt_val,Suicide_val_MEN,Suicide_val_TOT,Suicide_val_WOMEN,Alcohol_val
AUT-2019-Q3,AUT,2019.0,,,,77.80717,2303.117,73.38363,4344.401,68.97522,2041.284,,,,,,,,,,,,,,,,,,,,,
AUT-2019-Q4,AUT,2019.0,,,,78.00067,2319.57,73.67255,4359.495,69.34927,2039.924,,,,,,,,,,,,,,,,,,,,,
AUT-2020-Q1,AUT,2020.0,,,,77.29857,2304.192,73.17873,4340.097,69.06479,2035.905,,,,,,,,,,,,,,,,,,,,,
AUT-2020-Q2,AUT,2020.0,,,,75.06134,2243.438,70.22369,4261.699,65.39855,2018.261,,,,,,,,,,,,,,,,,,,,,
AUT-2020-Q3,AUT,2020.0,,,,75.92501,2281.71,71.8272,4297.066,67.72295,2015.355,,,,,,,,,,,,,,,,,,,,,
AUT-2020-Q4,AUT,2020.0,,,,75.90658,2280.46,71.67923,4288.438,67.4421,2007.978,,,,,,,,,,,,,,,,,,,,,
BEL-1990,BEL,1990.0,,,,,2212.0,,3726.0,,1514.0,,,,,,,,,,,,1.563,24.57,8152.31,,,,30.3,19.8,11.7,12.2
BEL-1990-Q1,BEL,1990.0,,,,,2280.0,,3675.368,,1395.368,,,,,,,,,,,,,,,,,,,,,
BEL-1990-Q2,BEL,1990.0,,,,,2280.0,,3684.222,,1404.222,,,,,,,,,,,,,,,,,,,,,
BEL-1990-Q3,BEL,1990.0,,,,,2280.0,,3678.805,,1398.805,,,,,,,,,,,,,,,,,,,,,
BEL-1990-Q4,BEL,1990.0,,,,,2280.0,,3681.602,,1401.602,,,,,,,,,,,,,,,,,,,,,
BEL-1991-Q1,BEL,1991.0,,,,,2290.0,,3713.554,,1423.554,,,,,,,,,,,,,,,,,,,,,
BEL-1991-Q2,BEL,1991.0,,,,,2290.0,,3721.743,,1431.743,,,,,,,,,,,,,,,,,,,,,
BEL-1991-Q3,BEL,1991.0,,,,,2286.0,,3768.861,,1482.861,,,,,,,,,,,,,,,,,,,,,
BEL-1991-Q4,BEL,1991.0,,,,,2286.0,,3771.675,,1485.675,,,,,,,,,,,,,,,,,,,,,
BEL-1992-Q1,BEL,1992.0,,,,,2270.0,,3755.807,,1485.807,,,,,,,,,,,,,,,,,,,,,
BEL-1992-Q2,BEL,1992.0,,,,,2270.0,,3763.449,,1493.449,,,,,,,,,,,,,,,,,,,,,
BEL-1992-Q3,BEL,1992.0,,,,,2270.0,,3758.868,,1488.868,,,,,,,,,,,,,,,,,,,,,
BEL-1992-Q4,BEL,1992.0,,,,,2270.0,,3761.626,,1491.626,,,,,,,,,,,,,,,,,,,,,
BEL-1993,BEL,1993.0,,,,,2161.0,,3698.0,,1536.7,,,,,,,,,,,,2.348,25.4,8528.693,,,,34.4,21.8,11.5,11.7
BEL-1993-Q1,BEL,1993.0,,,,,2248.0,,3740.242,,1492.242,,,,,,,,,,,,,,,,,,,,,
BEL-1993-Q2,BEL,1993.0,,,,,2248.0,,3747.146,,1499.145,,,,,,,,,,,,,,,,,,,,,
BEL-1993-Q3,BEL,1993.0,,,,,2248.0,,3742.798,,1494.798,,,,,,,,,,,,,,,,,,,,,
BEL-1993-Q4,BEL,1993.0,,,,,2248.0,,3745.553,,1497.553,,,,,,,,,,,,,,,,,,,,,
BEL-1994-Q1,BEL,1994.0,,,,,2253.0,,3745.619,,1492.619,,,,,,,,,,,,,,,,,,,,,
BEL-1994-Q2,BEL,1994.0,,,,,2253.0,,3751.937,,1498.937,,,,,,,,,,,,,,,,,,,,,
BEL-1994-Q3,BEL,1994.0,,,,,2274.0,,3791.745,,1517.745,,,,,,,,,,,,,,,,,,,,,
BEL-1994-Q4,BEL,1994.0,,,,,2274.0,,3794.55,,1520.55,,,,,,,,,,,,,,,,,,,,,
BEL-1995-Q1,BEL,1995.0,,,,,2270.0,,3786.773,,1516.773,,,,,,,,,,,,,,,,,,,,,
BEL-1995-Q2,BEL,1995.0,,,,,2270.0,,3792.678,,1522.678,,,,,,,,,,,,,,,,,,,,,
BEL-1995-Q3,BEL,1995.0,,,,,2270.0,,3788.862,,1518.862,,,,,,,,,,,,,,,,,,,,,
BEL-1995-Q4,BEL,1995.0,,,,,2270.0,,3791.636,,1521.636,,,,,,,,,,,,,,,,,,,,,
BEL-1996,BEL,1996.0,,,,,2159.0,,3738.1,,1579.1,,,,,,,,,,,,2.014,25.935,9260.21,,,,31.5,20.0,10.6,10.9
BEL-1996-Q1,BEL,1996.0,,,,,2268.0,,3786.865,,1518.865,,,,,,,,,,,,,,,,,,,,,
BEL-1996-Q2,BEL,1996.0,,,,,2268.0,,3792.39,,1524.39,,,,,,,,,,,,,,,,,,,,,
BEL-1996-Q3,BEL,1996.0,,,,,2268.0,,3788.94,,1520.94,,,,,,,,,,,,,,,,,,,,,
BEL-1996-Q4,BEL,1996.0,,,,,2268.0,,3791.739,,1523.739,,,,,,,,,,,,,,,,,,,,,
BEL-1997,BEL,1997.0,,,,,2160.3,,3762.2,,1601.9,483.057,,911.2705,157.79,,41.3,,,,,25.5,1.935,24.929,9216.831,21.43,22.923,,33.4,21.4,11.5,10.9
BEL-1997,BEL,1997.0,,,,,2160.3,,3762.2,,1601.9,483.057,,911.2705,157.79,,41.3,,,,,31.2,1.935,24.929,9216.831,21.43,22.923,,33.4,21.4,11.5,10.9
BEL-1997,BEL,1997.0,,,,,2160.3,,3762.2,,1601.9,483.057,,911.2705,157.79,,41.3,,,,,19.7,1.935,24.929,9216.831,21.43,22.923,,33.4,21.4,11.5,10.9
BEL-1997-Q1,BEL,1997.0,,,,,2277.0,,3834.928,,1557.928,,,,,,,,,,,,,,,,,,,,,
BEL-1997-Q2,BEL,1997.0,,,,,2277.0,,3840.275,,1563.275,,,,,,,,,,,,,,,,,,,,,
BEL-1997-Q3,BEL,1997.0,,,,,2277.0,,3836.832,,1559.832,,,,,,,,,,,,,,,,,,,,,
BEL-1997-Q4,BEL,1997.0,,,,,2277.0,,3839.59,,1562.59,,,,,,,,,,,,,,,,,,,,,
BEL-1998,BEL,1998.0,,,,,2176.2,,3810.4,,1634.2,,,,,,,,,,,,1.88,24.929,9377.167,,,,31.4,20.0,10.6,9.9
BEL-1998-Q1,BEL,1998.0,,,,,,,,,1584.345,,,,,,,,,,,,,,,,,,,,,
BEL-1998-Q2,BEL,1998.0,,,,,,,,,1589.155,,,,,,,,,,,,,,,,,,,,,
BEL-1998-Q3,BEL,1998.0,,,,,,,,,1585.574,,,,,,,,,,,,,,,,,,,,,
BEL-1998-Q4,BEL,1998.0,,,,,,,,,1588.114,,,,,,,,,,,,,,,,,,,,,
BEL-1999,BEL,1999.0,,,,68.1,2321.475,59.3,4007.0,50.35,1685.575,,,,,,,,,,,,1.845,24.73,9610.42,21.307,22.712,,28.5,18.2,9.3,10.1
BEL-1999-Q1,BEL,1999.0,,,,67.98301,2318.835,59.19458,4001.624,50.27288,1682.789,,,,,,,,,,,,,,,,,,,,,
BEL-1999-Q2,BEL,1999.0,,,,67.64082,2312.431,59.02541,3996.353,50.28456,1683.922,,,,,,,,,,,,,,,,,,,,,
BEL-1999-Q3,BEL,1999.0,,,,68.26287,2321.955,59.5428,4018.567,50.68038,1696.612,,,,,,,,,,,,,,,,,,,,,
BEL-1999-Q4,BEL,1999.0,,,,68.60753,2332.679,59.48914,4011.656,50.25212,1678.976,,,,,,,,,,,,,,,,,,,,,
BEL-2000-Q1,BEL,2000.0,,,,69.29265,2358.804,60.0768,4058.392,50.70712,1699.588,,,,,,,,,,,,,,,,,,,,,
BEL-2000-Q2,BEL,2000.0,,,,69.91284,2384.826,60.99867,4129.408,51.97832,1744.582,,,,,,,,,,,,,,,,,,,,,
BEL-2000-Q3,BEL,2000.0,,,,69.65258,2373.219,60.83659,4115.026,51.89716,1741.807,,,,,,,,,,,,,,,,,,,,,
BEL-2000-Q4,BEL,2000.0,,,,69.0349,2353.452,60.2291,4067.874,51.29161,1714.422,,,,,,,,,,,,,,,,,,,,,
BEL-2001-Q1,BEL,2001.0,,,,69.20723,2355.635,60.34664,4074.774,51.31929,1719.139,,,,,,,,,,,,,,,,,,,,,
BEL-2001-Q2,BEL,2001.0,,,,68.68568,2345.534,59.82,4048.478,50.83815,1702.944,,,,,,,,,,,,,,,,,,,,,
BEL-2001-Q3,BEL,2001.0,,,,69.27335,2364.482,60.11423,4074.95,50.8566,1710.468,,,,,,,,,,,,,,,,,,,,,
BEL-2001-Q4,BEL,2001.0,,,,68.05725,2321.649,59.48209,4024.397,50.79063,1702.749,,,,,,,,,,,,,,,,,,,,,
BEL-2002-Q1,BEL,2002.0,,,,68.51852,2345.188,59.79707,4058.036,50.9053,1712.847,,,,,,,,,,,,,,,,,,,,,
BEL-2002-Q2,BEL,2002.0,,,,68.25355,2339.094,59.79333,4063.128,51.21492,1724.034,,,,,,,,,,,,,,,,,,,,,
BEL-2002-Q3,BEL,2002.0,,,,68.42056,2343.845,60.0922,4088.496,51.67289,1744.651,,,,,,,,,,,,,,,,,,,,,
BEL-2002-Q4,BEL,2002.0,,,,67.84646,2328.573,59.86895,4069.74,51.78644,1741.168,,,,,,,,,,,,,,,,,,,,,
BEL-2003-Q1,BEL,2003.0,,,,66.78751,2292.8,59.31549,4040.532,51.70012,1747.733,,,,,,,,,,,,,,,,,,,,,
BEL-2003-Q2,BEL,2003.0,,,,67.32742,2321.019,59.45819,4065.772,51.46689,1744.753,,,,,,,,,,,,,,,,,,,,,
BEL-2003-Q3,BEL,2003.0,,,,67.22585,2316.381,59.36152,4059.664,51.40757,1743.283,,,,,,,,,,,,,,,,,,,,,
BEL-2003-Q4,BEL,2003.0,,,,67.72403,2337.601,60.22667,4115.532,52.64232,1777.931,,,,,,,,,,,,,,,,,,,,,
BEL-2004-Q1,BEL,2004.0,,,,67.89256,2346.686,60.07957,4123.671,52.14615,1776.985,,,,,,,,,,,,,,,,,,,,,
BEL-2004-Q2,BEL,2004.0,,,,68.04345,2355.15,60.58495,4156.247,53.03432,1801.097,,,,,,,,,,,,,,,,,,,,,
BEL-2004-Q3,BEL,2004.0,,,,67.73553,2368.56,60.1418,4126.601,52.25083,1758.042,,,,,,,,,,,,,,,,,,,,,
BEL-2004-Q4,BEL,2004.0,,,,67.77203,2346.304,60.51474,4149.38,53.15348,1803.076,,,,,,,,,,,,,,,,,,,,,
BEL-2005-Q1,BEL,2005.0,,,,68.43539,2385.011,61.20214,4229.56,53.83588,1844.549,,,,,,,,,,,,,,,,,,,,,
BEL-2005-Q2,BEL,2005.0,,,,67.99084,2366.265,61.13789,4225.786,54.19234,1859.52,,,,,,,,,,,,,,,,,,,,,
BEL-2005-Q3,BEL,2005.0,,,,68.63243,2397.24,61.00241,4233.583,53.29814,1836.343,,,,,,,,,,,,,,,,,,,,,
BEL-2005-Q4,BEL,2005.0,,,,67.9864,2398.884,60.95309,4252.671,53.86073,1853.788,,,,,,,,,,,,,,,,,,,,,
BEL-2006-Q1,BEL,2006.0,,,,67.44065,2366.76,60.52936,4219.221,53.50282,1852.461,,,,,,,,,,,,,,,,,,,,,
BEL-2006-Q2,BEL,2006.0,,,,67.38395,2366.98,60.60076,4230.353,53.70258,1863.372,,,,,,,,,,,,,,,,,,,,,
BEL-2006-Q3,BEL,2006.0,,,,67.84991,2388.341,61.02234,4267.791,54.12228,1879.45,,,,,,,,,,,,,,,,,,,,,
BEL-2006-Q4,BEL,2006.0,,,,69.01759,2444.519,61.78792,4338.537,54.5335,1894.017,,,,,,,,,,,,,,,,,,,,,
BEL-2007-Q1,BEL,2007.0,,,,68.92735,2452.395,61.82721,4359.873,54.65524,1907.478,,,,,,,,,,,,,,,,,,,,,
BEL-2007-Q2,BEL,2007.0,,,,68.53044,2434.495,61.79429,4359.293,54.96137,1924.798,,,,,,,,,,,,,,,,,,,,,
BEL-2007-Q3,BEL,2007.0,,,,68.74783,2441.195,62.02352,4377.404,55.21234,1936.208,,,,,,,,,,,,,,,,,,,,,
BEL-2007-Q4,BEL,2007.0,,,,68.59384,2446.715,62.53598,4424.531,56.42393,1977.816,,,,,,,,,,,,,,,,,,,,,
BEL-2008-Q1,BEL,2008.0,,,,68.83696,2468.404,62.72627,4462.083,56.53289,1993.679,,,,,,,,,,,,,,,,,,,,,
BEL-2008-Q2,BEL,2008.0,,,,68.58687,2454.458,62.27111,4428.193,55.85851,1973.734,,,,,,,,,,,,,,,,,,,,,
BEL-2008-Q3,BEL,2008.0,,,,68.33336,2457.531,62.43763,4457.659,56.47846,2000.129,,,,,,,,,,,,,,,,,,,,,
BEL-2008-Q4,BEL,2008.0,,,,68.50871,2462.307,62.16187,4435.465,55.77593,1973.158,,,,,,,,,,,,,,,,,,,,,
BEL-2009-Q1,BEL,2009.0,,,,67.48821,2434.1,61.95591,4418.0,56.35617,1983.9,,,,,,,,,,,,,,,,,,,,,
BEL-2009-Q2,BEL,2009.0,,,,66.7983,2407.6,61.56368,4395.7,56.27243,1988.1,,,,,,,,,,,,,,,,,,,,,
BEL-2009-Q3,BEL,2009.0,,,,66.95677,2429.8,61.25278,4414.9,55.48587,1985.1,,,,,,,,,,,,,,,,,,,,,
BEL-2009-Q4,BEL,2009.0,,,,67.36691,2445.8,61.64068,4454.2,55.85835,2008.4,,,,,,,,,,,,,,,,,,,,,
BEL-2010-Q1,BEL,2010.0,,,,66.82633,2435.2,62.04824,4470.0,57.21247,2034.8,,,,,,,,,,,,,,,,,,,,,
BEL-2010-Q2,BEL,2010.0,,,,67.26313,2452.5,61.54011,4442.7,55.75572,1990.2,,,,,,,,,,,,,,,,,,,,,
BEL-2010-Q3,BEL,2010.0,,,,67.62877,2463.3,61.87595,4488.0,56.06798,2024.7,,,,,,,,,,,,,,,,,,,,,
BEL-2010-Q4,BEL,2010.0,,,,68.03219,2480.1,62.58241,4554.1,57.08203,2074.0,,,,,,,,,,,,,,,,,,,,,
BEL-2011-Q1,BEL,2011.0,,,,66.3251,2434.6,61.40962,4453.6,56.43013,2019.0,,,,,,,,,,,,,,,,,,,,,
BEL-2011-Q2,BEL,2011.0,,,,67.60729,2480.2,62.55519,4543.7,57.44451,2063.5,,,,,,,,,,,,,,,,,,,,,
BEL-2011-Q3,BEL,2011.0,,,,66.66832,2439.6,61.58896,4489.3,56.46957,2049.7,,,,,,,,,,,,,,,,,,,,,
BEL-2011-Q4,BEL,2011.0,,,,67.78924,2493.4,62.13123,4550.6,56.42876,2057.2,,,,,,,,,,,,,,,,,,,,,
BEL-2012-Q1,BEL,2012.0,,,,66.87019,2468.6,61.70364,4502.0,56.48182,2033.4,,,,,,,,,,,,,,,,,,,,,
BEL-2012-Q2,BEL,2012.0,,,,67.18068,2486.6,61.88791,4524.8,56.53093,2038.2,,,,,,,,,,,,,,,,,,,,,
BEL-2012-Q3,BEL,2012.0,,,,66.93642,2466.1,61.97162,4536.2,56.95982,2070.1,,,,,,,,,,,,,,,,,,,,,
BEL-2012-Q4,BEL,2012.0,,,,66.49525,2443.0,61.82848,4532.6,57.12848,2089.6,,,,,,,,,,,,,,,,,,,,,
BEL-2013-Q1,BEL,2013.0,,,,65.94584,2431.0,61.49918,4487.4,57.01369,2056.4,,,,,,,,,,,,,,,,,,,,,
BEL-2013-Q2,BEL,2013.0,,,,67.13438,2486.1,62.11973,4548.8,57.05185,2062.7,,,,,,,,,,,,,,,,,,,,,
BEL-2013-Q3,BEL,2013.0,,,,66.29777,2440.3,62.13564,4558.7,57.93225,2118.4,,,,,,,,,,,,,,,,,,,,,
BEL-2013-Q4,BEL,2013.0,,,,66.0948,2444.6,61.43887,4526.3,56.73972,2081.7,,,,,,,,,,,,,,,,,,,,,
BEL-2014-Q1,BEL,2014.0,,,,65.91632,2428.8,61.74747,4505.8,57.54273,2077.0,,,,,,,,,,,,,,,,,,,,,
BEL-2014-Q2,BEL,2014.0,,,,65.72144,2429.7,62.05542,4543.7,58.3581,2114.0,,,,,,,,,,,,,,,,,,,,,
BEL-2014-Q3,BEL,2014.0,,,,65.48546,2426.8,61.79077,4549.3,58.06115,2122.5,,,,,,,,,,,,,,,,,,,,,
BEL-2014-Q4,BEL,2014.0,,,,66.20576,2455.9,62.01381,4575.3,57.77884,2119.4,,,,,,,,,,,,,,,,,,,,,
BEL-2015-Q1,BEL,2015.0,,,,65.83357,2437.1,62.17835,4558.4,58.49378,2121.3,,,,,,,,,,,,,,,,,,,,,
BEL-2015-Q2,BEL,2015.0,,,,65.09332,2418.3,61.5163,4517.9,57.90528,2099.6,,,,,,,,,,,,,,,,,,,,,
BEL-2015-Q3,BEL,2015.0,,,,65.9135,2447.4,61.86058,4563.3,57.76749,2115.9,,,,,,,,,,,,,,,,,,,,,
BEL-2015-Q4,BEL,2015.0,,,,65.2816,2431.2,61.63075,4566.9,57.93933,2135.7,,,,,,,,,,,,,,,,,,,,,
BEL-2016-Q1,BEL,2016.0,,,,65.53184,2427.4,61.80696,4531.8,58.05017,2104.4,,,,,,,,,,,,,,,,,,,,,
BEL-2016-Q2,BEL,2016.0,,,,66.51876,2467.6,62.09451,4555.1,57.62078,2087.5,,,,,,,,,,,,,,,,,,,,,
BEL-2016-Q3,BEL,2016.0,,,,66.50841,2469.8,61.98859,4574.6,57.43081,2104.8,,,,,,,,,,,,,,,,,,,,,
BEL-2016-Q4,BEL,2016.0,,,,67.2786,2496.8,63.27649,4684.3,59.2414,2187.5,,,,,,,,,,,,,,,,,,,,,
BEL-2017-Q1,BEL,2017.0,,,,66.72793,2469.0,62.3718,4570.5,57.98489,2101.5,,,,,,,,,,,,,,,,,,,,,
BEL-2017-Q2,BEL,2017.0,,,,67.1233,2482.1,62.98224,4611.8,58.81128,2129.7,,,,,,,,,,,,,,,,,,,,,
BEL-2017-Q3,BEL,2017.0,,,,67.73447,2497.0,63.24475,4650.3,58.73833,2153.3,,,,,,,,,,,,,,,,,,,,,
BEL-2017-Q4,BEL,2017.0,,,,68.58658,2534.7,63.95573,4718.5,59.29472,2183.8,,,,,,,,,,,,,,,,,,,,,
BEL-2018-Q1,BEL,2018.0,,,,67.88104,2517.4,64.08363,4715.1,60.25508,2197.7,,,,,,,,,,,,,,,,,,,,,
BEL-2018-Q2,BEL,2018.0,,,,67.8576,2518.0,63.91385,4698.1,59.93517,2180.1,,,,,,,,,,,,,,,,,,,,,
BEL-2018-Q3,BEL,2018.0,,,,68.30235,2535.7,64.86772,4795.1,61.41044,2259.4,,,,,,,,,,,,,,,,,,,,,
BEL-2018-Q4,BEL,2018.0,,,,68.74619,2553.9,65.01886,4812.4,61.26251,2258.5,,,,,,,,,,,,,,,,,,,,,
BEL-2019-Q1,BEL,2019.0,,,,68.08059,2533.6,64.68783,4769.1,61.27035,2235.5,,,,,,,,,,,,,,,,,,,,,
BEL-2019-Q2,BEL,2019.0,,,,69.15505,2581.4,65.72662,4854.5,62.26369,2273.1,,,,,,,,,,,,,,,,,,,,,
BEL-2019-Q3,BEL,2019.0,,,,69.46196,2586.7,65.64873,4863.8,61.80619,2277.1,,,,,,,,,,,,,,,,,,,,,
BEL-2019-Q4,BEL,2019.0,,,,68.73881,2565.9,65.10005,4840.6,61.43327,2274.7,,,,,,,,,,,,,,,,,,,,,
BEL-2020-Q1,BEL,2020.0,,,,68.85092,2577.4,65.20146,4827.0,61.51537,2249.6,,,,,,,,,,,,,,,,,,,,,
BEL-2020-Q2,BEL,2020.0,,,,67.35052,2536.9,64.00086,4763.6,60.61332,2226.7,,,,,,,,,,,,,,,,,,,,,
BEL-2020-Q3,BEL,2020.0,,,,68.34052,2564.5,64.53004,4824.2,60.69324,2259.7,,,,,,,,,,,,,,,,,,,,,
BEL-2020-Q4,BEL,2020.0,,,,67.56183,2546.8,64.00594,4793.9,60.42628,2247.1,,,,,,,,,,,,,,,,,,,,,
BRA-2002-03,BRA,2002.0,,,,,,,17342.26,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-04,BRA,2002.0,,,,,,,17439.04,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-05,BRA,2002.0,,,,,,,17453.88,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-06,BRA,2002.0,,,,,,,17527.46,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-07,BRA,2002.0,,,,,,,17601.62,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-08,BRA,2002.0,,,,,,,17772.63,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-09,BRA,2002.0,,,,,,,17756.28,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-10,BRA,2002.0,,,,,,,17910.14,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-11,BRA,2002.0,,,,,,,17977.21,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-12,BRA,2002.0,,,,,,,17909.71,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-Q2,BRA,2002.0,,,,,,,17473.46,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-Q3,BRA,2002.0,,,,,,,17710.18,,,,,,,,,,,,,,,,,,,,,,,
BRA-2002-Q4,BRA,2002.0,,,,,,,17932.35,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003,BRA,2003.0,,,,,,,18416.33,,,,,,,,,,,,,17.6,,,,,,,8.9,5.2,1.9,6.8
BRA-2003,BRA,2003.0,,,,,,,18416.33,,,,,,,,,,,,,21.8,,,,,,,8.9,5.2,1.9,6.8
BRA-2003,BRA,2003.0,,,,,,,18416.33,,,,,,,,,,,,,13.7,,,,,,,8.9,5.2,1.9,6.8
BRA-2003-01,BRA,2003.0,,,,,,,18364.25,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-02,BRA,2003.0,,,,,,,18398.64,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-03,BRA,2003.0,,,,,,,18382.74,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-04,BRA,2003.0,,,,,,,18384.3,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-05,BRA,2003.0,,,,,,,18377.25,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-06,BRA,2003.0,,,,,,,18354.07,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-07,BRA,2003.0,,,,,,,18329.88,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-08,BRA,2003.0,,,,,,,18352.38,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-09,BRA,2003.0,,,,,,,18450.36,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-10,BRA,2003.0,,,,,,,18403.22,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-11,BRA,2003.0,,,,,,,18556.8,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-12,BRA,2003.0,,,,,,,18638.72,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-Q1,BRA,2003.0,,,,,,,18381.88,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-Q2,BRA,2003.0,,,,,,,18371.88,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-Q3,BRA,2003.0,,,,,,,18377.54,,,,,,,,,,,,,,,,,,,,,,,
BRA-2003-Q4,BRA,2003.0,,,,,,,18532.91,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004,BRA,2004.0,,,,,,,18964.41,,,,,,,,,,,,,,,,,,,,8.9,5.3,2.0,6.7
BRA-2004-01,BRA,2004.0,,,,,,,18547.28,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-02,BRA,2004.0,,,,,,,18628.69,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-03,BRA,2004.0,,,,,,,18688.87,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-04,BRA,2004.0,,,,,,,18817.99,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-05,BRA,2004.0,,,,,,,18898.08,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-06,BRA,2004.0,,,,,,,18932.01,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-07,BRA,2004.0,,,,,,,19106.09,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-08,BRA,2004.0,,,,,,,19075.49,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-09,BRA,2004.0,,,,,,,19159.74,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-10,BRA,2004.0,,,,,,,19205.49,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-11,BRA,2004.0,,,,,,,19219.5,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-12,BRA,2004.0,,,,,,,19280.31,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-Q1,BRA,2004.0,,,,,,,18621.61,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-Q2,BRA,2004.0,,,,,,,18882.69,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-Q3,BRA,2004.0,,,,,,,19113.77,,,,,,,,,,,,,,,,,,,,,,,
BRA-2004-Q4,BRA,2004.0,,,,,,,19235.1,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005,BRA,2005.0,,,,,,,19500.07,,,,,,,,,,,,,,,,,,,,9.5,5.6,2.1,6.8
BRA-2005-01,BRA,2005.0,,,,,,,19320.96,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-02,BRA,2005.0,,,,,,,19326.02,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-03,BRA,2005.0,,,,,,,19424.13,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-04,BRA,2005.0,,,,,,,19443.95,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-05,BRA,2005.0,,,,,,,19613.04,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-06,BRA,2005.0,,,,,,,19566.61,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-07,BRA,2005.0,,,,,,,19523.17,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-08,BRA,2005.0,,,,,,,19481.85,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-09,BRA,2005.0,,,,,,,19525.53,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-10,BRA,2005.0,,,,,,,19552.58,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-11,BRA,2005.0,,,,,,,19552.04,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-12,BRA,2005.0,,,,,,,19674.67,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-Q1,BRA,2005.0,,,,,,,19357.04,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-Q2,BRA,2005.0,,,,,,,19541.2,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-Q3,BRA,2005.0,,,,,,,19510.18,,,,,,,,,,,,,,,,,,,,,,,
BRA-2005-Q4,BRA,2005.0,,,,,,,19593.1,,,,,,,,,,,,,,,,,,,,,,,
BRA-2006,BRA,2006.0,,,,,,,19865.35,,,,,,,,,0.312,0.177,0.068,0.212,15.7,,,,,,,9.2,5.4,2.1,6.9
BRA-2006,BRA,2006.0,,,,,,,19865.35,,,,,,,,,0.312,0.177,0.068,0.212,19.5,,,,,,,9.2,5.4,2.1,6.9
