LocationTime,LOCATION,hSpend_val_COMPULSORY,hSpend_val_OOPEXP,hSpend_val_TOT,hSpend_val_VOLUNTARY
ISR-2013,ISR,495.827,177.11733333333333,1122.7485,275.1566666666667
ISR-2014,ISR,493.42333333333335,179.83933333333334,1122.3529999999998,277.729
ISR-2015,ISR,510.9536666666667,181.29233333333335,1158.5594999999998,283.43833333333333
ISR-2016,ISR,555.3343333333333,200.173,1265.6235000000001,310.00666666666666
ISR-2017,ISR,582.0590000000001,204.37766666666664,1316.7085,316.536
ISR-2018,ISR,615.666,207.90666666666667,1378.1309999999999,323.22533333333337
ISR-2019,ISR,624.6673333333333,203.246,1399.1354999999999,322.90233333333333
ISR-2020,ISR,747.431,180.87266666666667,1532.864,295.54766666666666
ITA-1990,ITA,374.29299999999995,83.028,640.5079999999999,86.04566666666666
ITA-1991,ITA,404.3033333333333,90.294,697.3485000000001,93.92899999999999
ITA-1992,ITA,407.0443333333333,92.18033333333334,705.362,96.53033333333333
ITA-1993,ITA,394.20133333333337,102.95299999999999,702.662,107.574
ITA-1994,ITA,386.7556666666667,115.016,709.961,119.885
ITA-1995,ITA,373.3426666666667,145.36133333333333,735.8349999999999,150.5476666666667
ITA-1996,ITA,388.82300000000004,150.905,767.9245,156.46
ITA-1997,ITA,417.76233333333334,162.68766666666667,829.4995,168.57033333333334
ITA-1998,ITA,433.955,174.97433333333333,871.94,180.67166666666665
ITA-1999,ITA,451.64366666666666,178.764,904.673,184.80466666666666
ITA-2000,ITA,517.6923333333333,188.61233333333334,1019.051,195.008
ITA-2001,ITA,562.0243333333333,184.34633333333332,1079.7324999999998,191.13066666666668
ITA-2002,ITA,599.814,193.04999999999998,1150.2905,200.37966666666668
ITA-2003,ITA,601.9616666666667,189.52866666666668,1148.5905,197.09899999999996
ITA-2004,ITA,650.4146666666667,194.77833333333334,1229.6045,202.65533333333335
ITA-2005,ITA,674.7806666666667,188.14633333333333,1256.219,196.032
ITA-2006,ITA,718.1386666666667,196.89733333333334,1335.4679999999998,205.50699999999998
ITA-2007,ITA,724.1976666666668,201.088,1351.8845,210.39233333333334
ITA-2008,ITA,787.3653333333333,216.30866666666665,1470.494,226.29733333333334
ITA-2009,ITA,795.174,209.8356666666667,1473.2225,220.30733333333333
ITA-2010,ITA,840.3380000000001,220.105,1556.6905000000002,230.7893333333333
ITA-2011,ITA,823.2683333333334,235.47000000000003,1553.5149999999999,245.74133333333336
ITA-2012,ITA,804.3939999999999,234.12266666666667,1540.1970000000001,255.73733333333334
ITA-2013,ITA,795.8953333333334,233.50233333333335,1525.853,254.67333333333337
ITA-2014,ITA,790.8876666666666,236.34866666666665,1522.864,257.688
ITA-2015,ITA,793.429,250.13666666666666,1548.894,272.50033333333334
ITA-2016,ITA,838.9336666666667,262.99066666666664,1641.3745,288.64966666666663
ITA-2017,ITA,856.5010000000001,276.52799999999996,1692.3809999999999,305.08666666666664
ITA-2018,ITA,887.4536666666667,282.96866666666665,1752.2749999999999,314.063
ITA-2019,ITA,903.1166666666667,287.3136666666666,1786.9785,321.536
ITA-2020,ITA,978.0459999999999,273.5453333333333,1878.403,307.5563333333333
JPN-1990,JPN,309.0083333333334,,547.3580000000001,89.23033333333335
JPN-1991,JPN,332.17333333333335,,586.102,91.89466666666668
JPN-1992,JPN,354.0656666666667,,629.72,99.081
JPN-1993,JPN,379.7616666666667,,669.2725,99.75266666666666
JPN-1994,JPN,400.05300000000005,,713.367,108.85833333333333
JPN-1995,JPN,414.10699999999997,73.317,709.809,92.43200000000002
JPN-1996,JPN,420.311,74.41566666666667,721.192,93.81700000000001
JPN-1997,JPN,440.4976666666667,85.123,767.9375,104.794
JPN-1998,JPN,447.9336666666666,89.95233333333333,788.808,111.27133333333332
JPN-1999,JPN,473.61433333333326,95.79366666666665,837.3935,117.98133333333334
JPN-2000,JPN,524.091,103.712,927.4105000000001,127.516
JPN-2001,JPN,554.0086666666667,108.01633333333332,976.3975,130.256
JPN-2002,JPN,584.782,115.71033333333332,1036.2424999999998,139.37966666666665
JPN-2003,JPN,613.5690000000001,129.57366666666667,1100.962,153.73933333333335
JPN-2004,JPN,645.1946666666666,133.33166666666668,1155.6074999999998,158.54366666666667
JPN-2005,JPN,697.7316666666666,134.731,1239.422,161.883
JPN-2006,JPN,714.5686666666667,146.09633333333335,1284.453,175.0666666666667
JPN-2007,JPN,757.7023333333333,144.688,1348.8475,174.86266666666666
JPN-2008,JPN,786.6213333333334,147.67333333333332,1403.6435,182.47466666666665
JPN-2009,JPN,834.7113333333333,155.65066666666667,1490.168,192.06733333333332
JPN-2010,JPN,895.2606666666666,159.21766666666667,1589.1265,197.49033333333333
JPN-2011,JPN,1075.0186666666666,168.45066666666665,1875.6219999999998,208.72933333333336
JPN-2012,JPN,1141.8596666666665,176.48566666666667,1990.7185,218.6196666666667
JPN-2013,JPN,1241.1423333333335,187.08666666666667,2159.463,231.833
JPN-2014,JPN,1244.69,190.43266666666668,2169.5465,235.00766666666667
JPN-2015,JPN,1296.6453333333332,199.66633333333334,2263.153,245.45666666666668
JPN-2016,JPN,1234.371,188.81033333333335,2153.2585,234.46766666666667
JPN-2017,JPN,1269.8193333333331,190.81566666666666,2211.754,238.01633333333334
JPN-2018,JPN,1302.6443333333334,202.06633333333332,2282.511,252.36299999999997
JPN-2019,JPN,1321.5233333333333,203.06333333333336,2310.8765,252.394
JPN-2020,JPN,1327.1463333333334,211.94500000000002,2338.3875,265.1123333333333
KOR-1990,KOR,61.39566666666667,90.35666666666667,179.7295,91.757
KOR-1991,KOR,60.416,98.50233333333334,190.752,100.08533333333334
KOR-1992,KOR,66.52,106.00266666666666,211.1885,107.60566666666666
KOR-1993,KOR,72.79066666666667,107.47066666666667,222.8475,109.10766666666666
KOR-1994,KOR,79.081,108.593,234.1725,110.36733333333335
KOR-1995,KOR,86.92066666666666,117.50066666666667,259.57399999999996,119.462
KOR-1996,KOR,101.544,122.79,289.6055,124.85966666666667
KOR-1997,KOR,112.06966666666666,120.04933333333334,301.60249999999996,122.33233333333332
KOR-1998,KOR,119.60199999999999,103.20566666666666,292.3215,108.61233333333332
KOR-1999,KOR,133.439,116.253,333.196,122.02499999999999
KOR-2000,KOR,148.91400000000002,120.58533333333332,364.4925,127.41399999999999
KOR-2001,KOR,188.682,126.20166666666667,432.84499999999997,133.21433333333334
KOR-2002,KOR,194.816,127.56133333333332,445.23449999999997,135.34066666666666
KOR-2003,KOR,210.62933333333334,139.12866666666667,488.823,148.586
KOR-2004,KOR,224.28100000000003,144.222,518.9164999999999,154.99666666666667
KOR-2005,KOR,245.198,155.87933333333334,569.4605,167.77533333333335
KOR-2006,KOR,282.11133333333333,164.60366666666667,640.837,178.4466666666667
KOR-2007,KOR,312.9243333333333,183.65600000000003,720.1505,200.50933333333333
KOR-2008,KOR,326.9646666666667,205.218,780.7779999999999,226.88733333333334
KOR-2009,KOR,363.3296666666667,204.62099999999998,845.063,233.37900000000002
KOR-2010,KOR,402.9346666666666,224.982,942.0245,258.415
KOR-2011,KOR,414.7526666666667,235.905,986.3555,276.1513333333333
KOR-2012,KOR,429.18533333333335,250.78166666666667,1038.8394999999998,296.7076666666666
KOR-2013,KOR,440.50199999999995,255.02633333333335,1067.7054999999998,304.635
KOR-2014,KOR,458.665,264.43199999999996,1119.8345,321.22433333333333
KOR-2015,KOR,509.74766666666665,291.473,1249.1744999999999,356.3693333333333
KOR-2016,KOR,545.0213333333334,305.75533333333334,1335.827,378.8633333333333
KOR-2017,KOR,577.9473333333334,314.47266666666667,1404.7205,391.86633333333333
KOR-2018,KOR,637.949,342.472,1543.1755,424.16800000000006
KOR-2019,KOR,688.1413333333334,341.30199999999996,1642.683,440.3136666666666
KOR-2020,KOR,769.7773333333333,341.38266666666664,1795.3385,460.449
LTU-2000,LTU,155.388,61.58466666666667,290.221,71.42566666666666
LTU-2001,LTU,169.90966666666668,65.49300000000001,306.12850000000003,67.50966666666666
LTU-2002,LTU,201.58866666666668,69.81099999999999,359.004,71.081
LTU-2003,LTU,231.847,74.37533333333333,411.358,75.72533333333332
LTU-2004,LTU,198.52066666666667,98.20033333333333,397.45349999999996,99.754
LTU-2005,LTU,220.47833333333332,108.31966666666666,445.6845,109.91766666666668
LTU-2006,LTU,251.68833333333336,118.58733333333333,508.43100000000004,120.55966666666667
LTU-2007,LTU,299.7613333333333,119.76633333333332,582.4095,121.80133333333333
LTU-2008,LTU,345.14433333333335,136.499,676.7520000000001,139.33333333333334
LTU-2009,LTU,345.52500000000003,127.86966666666666,665.27,131.28433333333334
LTU-2010,LTU,353.4273333333333,135.96933333333334,689.26,139.057
LTU-2011,LTU,376.56166666666667,149.69233333333332,745.6175000000001,153.381
LTU-2012,LTU,375.7246666666667,177.47833333333332,787.1395,182.0533333333333
LTU-2013,LTU,390.586,193.49766666666667,834.355,198.734
LTU-2014,LTU,425.154,198.179,893.9375,203.81000000000003
LTU-2015,LTU,452.87566666666663,214.761,961.789,221.22833333333335
LTU-2016,LTU,489.35400000000004,237.471,1052.2169999999999,245.336
LTU-2017,LTU,515.3000000000001,254.34933333333333,1118.7169999999999,263.666
LTU-2018,LTU,560.5373333333333,262.9816666666666,1201.6695000000002,273.7146666666667
LTU-2019,LTU,617.1503333333334,300.0133333333333,1344.533,312.3246666666667
LTU-2020,LTU,698.8586666666666,285.9216666666667,1444.691,297.33299999999997
LUX-1990,LUX,490.5733333333333,28.971333333333334,740.5015,36.42766666666667
LUX-1991,LUX,512.8913333333334,30.293000000000003,777.5275,38.79366666666667
LUX-1992,LUX,547.7573333333333,32.774,835.072,42.291
LUX-1993,LUX,594.0466666666667,35.577666666666666,909.0335,45.309
LUX-1994,LUX,600.2230000000001,44.370666666666665,931.4445,54.07333333333333
LUX-1995,LUX,678.85,45.47666666666666,1051.5925,55.544666666666664
LUX-1996,LUX,718.689,55.71633333333333,1111.608,55.71633333333333
LUX-1997,LUX,732.3516666666666,59.031,1137.8105,59.522
LUX-1998,LUX,780.524,64.022,1216.8190000000002,64.022
LUX-1999,LUX,877.471,72.31033333333333,1416.6335,100.28500000000001
LUX-2000,LUX,961.0553333333334,167.08,1708.64,211.37033333333332
LUX-2001,LUX,1053.758,173.96399999999997,1860.4064999999998,219.8466666666667
LUX-2002,LUX,1205.6073333333331,201.27933333333337,2127.784,246.249
LUX-2003,LUX,1248.4653333333333,199.68866666666668,2209.2585,257.708
LUX-2004,LUX,1356.4906666666666,207.93133333333333,2391.6549999999997,271.27933333333334
LUX-2005,LUX,1383.3506666666665,214.92933333333335,2444.263,279.49066666666664
LUX-2006,LUX,1451.713,234.5203333333333,2580.348,301.8523333333333
LUX-2007,LUX,1457.2883333333332,178.42533333333333,2546.3515,273.613
LUX-2008,LUX,1611.9000000000003,185.72833333333332,2718.6715,233.88166666666666
LUX-2009,LUX,1662.6846666666668,191.87833333333333,2858.549,276.34766666666667
LUX-2010,LUX,1622.3603333333333,195.51466666666667,2815.8795,288.226
LUX-2011,LUX,1368.3373333333336,179.04,2418.2345,277.1526666666667
LUX-2012,LUX,1250.9673333333333,173.18333333333337,2214.8985,235.91633333333334
LUX-2013,LUX,1313.3703333333333,177.01999999999998,2320.9505,244.14200000000002
LUX-2014,LUX,1339.035,177.61300000000003,2356.133,242.63733333333334
LUX-2015,LUX,1337.8156666666666,171.34833333333333,2348.696,239.17633333333333
LUX-2016,LUX,1384.9183333333333,177.97566666666668,2434.671,249.66366666666667
LUX-2017,LUX,1425.5576666666666,181.03366666666668,2497.083,249.06066666666663
LUX-2018,LUX,1512.6200000000001,187.749,2648.657,261.07533333333333
LUX-2019,LUX,1553.3853333333334,175.299,2692.5525,250.64
LUX-2020,LUX,1652.140666666667,161.00133333333335,2817.132,235.51033333333336
LVA-2000,LVA,96.34933333333333,90.47566666666667,234.757,93.48966666666666
LVA-2001,LVA,106.91933333333333,107.18266666666666,279.11199999999997,112.48866666666665
LVA-2002,LVA,121.73633333333333,116.83066666666667,318.3045,123.80066666666669
LVA-2003,LVA,123.42666666666668,120.28699999999999,321.54400000000004,124.26933333333334
LVA-2004,LVA,169.01233333333332,122.24633333333334,401.302,130.50033333333332
LVA-2005,LVA,175.55333333333337,131.40466666666666,422.78,138.64166666666668
LVA-2006,LVA,214.24433333333334,123.93966666666667,472.24399999999997,133.918
LVA-2007,LVA,241.53233333333336,146.06300000000002,545.164,155.035
LVA-2008,LVA,246.12,152.20066666666668,561.966,161.45433333333332
LVA-2009,LVA,221.28266666666664,143.87433333333334,506.46349999999995,147.91633333333334
LVA-2010,LVA,237.181,146.54399999999998,541.1315,156.881
LVA-2011,LVA,250.44966666666664,135.275,541.6374999999999,143.97566666666665
LVA-2012,LVA,253.78266666666664,159.05966666666666,580.7990000000001,166.75033333333334
LVA-2013,LVA,267.08366666666666,171.21133333333333,617.5525,177.9513333333333
LVA-2014,LVA,276.8686666666667,181.44466666666668,645.9725,187.11299999999997
LVA-2015,LVA,295.27933333333334,203.66066666666666,705.1535,208.15633333333332
LVA-2016,LVA,320.291,248.376,809.969,253.02200000000002
LVA-2017,LVA,340.61,248.27599999999998,841.192,253.51833333333335
LVA-2018,LVA,392.64866666666666,256.90866666666665,933.5790000000001,263.07033333333334
LVA-2019,LVA,427.3113333333333,249.50199999999998,1016.0955,283.41900000000004
LVA-2020,LVA,495.15833333333336,248.12200000000004,1117.6715000000002,283.28933333333333
MEX-1999,MEX,90.64666666666666,98.68166666666667,240.39249999999998,102.94833333333332
MEX-2000,MEX,93.70033333333333,108.21900000000001,260.83349999999996,113.52166666666669
MEX-2001,MEX,98.10199999999999,119.783,286.2905,126.09166666666665
MEX-2002,MEX,100.39999999999999,127.846,302.781,134.78733333333335
MEX-2003,MEX,109.96433333333334,147.46166666666667,347.37300000000005,154.95133333333334
MEX-2004,MEX,126.59333333333335,156.40766666666667,386.952,164.70733333333334
MEX-2005,MEX,123.53266666666667,159.66233333333335,388.716,168.94500000000002
MEX-2006,MEX,132.44866666666667,166.27233333333334,413.89549999999997,176.81499999999997
MEX-2007,MEX,142.609,170.8546666666667,438.1825,182.84633333333332
MEX-2008,MEX,153.899,162.88933333333333,452.78799999999995,181.293
MEX-2009,MEX,158.38866666666667,160.715,459.087,181.00266666666667
MEX-2010,MEX,167.3166666666667,144.96066666666667,449.76349999999996,165.859
MEX-2011,MEX,179.10133333333332,138.163,458.773,160.081
MEX-2012,MEX,190.939,146.189,489.558,168.76633333333334
MEX-2013,MEX,198.58900000000003,147.3373333333333,504.19,170.871
MEX-2014,MEX,190.11733333333336,149.198,497.5555,174.9193333333333
MEX-2015,MEX,203.29033333333334,159.84,534.1569999999999,186.14733333333334
MEX-2016,MEX,206.5486666666667,166.64233333333334,554.181,196.23933333333335
MEX-2017,MEX,203.00133333333335,167.86466666666666,552.5525,198.70066666666665
MEX-2018,MEX,203.07266666666666,173.12466666666668,563.7805000000001,206.1146666666667
MEX-2019,MEX,200.38633333333334,172.32533333333333,561.3404999999999,207.174
MEX-2020,MEX,235.03633333333332,172.25133333333335,616.489,209.28966666666668
MKD-2000,MKD,53.978,42.087,,46.022
MKD-2001,MKD,55.254,42.383,,44.746
MKD-2002,MKD,53.54,42.57,,46.46
MKD-2003,MKD,55.5,43.79,,44.5
MKD-2004,MKD,56.705,42.533,,43.295
MKD-2005,MKD,57.878,41.238,,42.122
MKD-2006,MKD,60.967,37.0,,39.033
MKD-2007,MKD,62.478,37.286,,37.522
MKD-2008,MKD,66.079,32.029,,33.921
MKD-2009,MKD,64.22,34.79,,35.78
MKD-2010,MKD,33.073,20.163,6.714,20.2835
MKD-2011,MKD,33.88,19.066000000000003,6.519,19.3795
MKD-2012,MKD,34.3955,18.7875,6.615,18.912
MKD-2013,MKD,35.345,17.986,6.719,18.015
MKD-2014,MKD,34.4995,18.5885,6.29,18.645500000000002
MKD-2015,MKD,34.905,18.2175,6.342,18.266000000000002
MKD-2016,MKD,34.345,18.7865,6.379,18.8445
MKD-2017,MKD,30.518,22.6125,6.594,22.779
MKD-2018,MKD,30.6245,22.435,6.555,22.653
MKD-2019,MKD,31.683,21.6495,7.22,21.927000000000003
MLT-2003,MLT,37.604,15.541500000000001,7.904,16.348
MLT-2004,MLT,37.625,15.222999999999999,8.046,16.398
MLT-2005,MLT,37.4975,15.663,8.674,16.8395
MLT-2006,MLT,37.1935,16.104,8.817,17.215
MLT-2007,MLT,36.096999999999994,16.811,8.168,17.9865
MLT-2008,MLT,34.91,17.786,7.867,19.0235
MLT-2009,MLT,35.0305,17.515,7.924,18.9315
MLT-2010,MLT,34.8245,17.8315,7.949,19.15
MLT-2011,MLT,34.953,17.979,8.45,19.272
MLT-2012,MLT,34.1255,19.052999999999997,8.758,20.2535
MLT-2013,MLT,34.155,19.3245,9.172,20.431
MLT-2014,MLT,33.446,20.0505,9.085,21.096500000000002
MLT-2015,MLT,32.979,20.4035,8.898,21.4695
MLT-2016,MLT,34.3395,19.1435,8.966,20.1435
MLT-2017,MLT,788.913,441.8206666666667,1831.4405,465.3806666666667
MLT-2018,MLT,821.0973333333333,443.6203333333333,1890.2775,472.21066666666667
MLT-2019,MLT,888.3496666666666,485.0453333333333,2081.6865000000003,532.6533333333333
MNE-2000,MNE,61.048,38.556,,38.952
MNE-2011,MNE,32.915,20.946,7.967,21.069
MNE-2012,MNE,34.627,19.4465,8.294,19.52
MNE-2013,MNE,31.3555,22.8205,8.47,22.8795
MNE-2014,MNE,32.79,21.122500000000002,8.001,21.2105
MNE-2015,MNE,33.8425,20.564999999999998,9.023,20.669
MNE-2016,MNE,33.411,20.767,8.633,20.9055
MNE-2017,MNE,31.051000000000002,22.766,7.982,22.9405
MNE-2018,MNE,32.5105,21.458,8.343,21.660999999999998
MNE-2019,MNE,33.067,20.884,8.33,21.098499999999998
NLD-1990,NLD,357.6396666666667,,703.4895,144.68666666666667
NLD-1991,NLD,390.1756666666667,,753.966,145.80133333333333
NLD-1992,NLD,431.5,,797.6725,133.61499999999998
NLD-1993,NLD,452.8066666666666,,828.4545,132.82966666666667
NLD-1994,NLD,457.9080000000001,,848.6904999999999,141.2193333333333
NLD-1995,NLD,466.3153333333333,,877.9615,152.32566666666668
NLD-1996,NLD,449.565,,914.677,193.55300000000003
NLD-1997,NLD,472.12699999999995,,945.2255,191.34466666666665
NLD-1998,NLD,536.57,86.56299999999999,1112.2115000000001,238.26266666666666
NLD-1999,NLD,566.6850000000001,91.79866666666668,1189.9275,259.93333333333334
NLD-2000,NLD,634.036,101.31400000000001,1327.5845,284.32733333333334
NLD-2001,NLD,694.2643333333334,104.35933333333332,1445.5705,302.8086666666666
NLD-2002,NLD,794.4143333333333,111.38866666666667,1652.8094999999998,340.766
NLD-2003,NLD,799.377,109.43400000000001,1658.9615,339.9303333333333
NLD-2004,NLD,824.0540000000001,119.65066666666667,1751.9379999999999,377.21299999999997
NLD-2005,NLD,842.177,121.67933333333333,1796.266,388.6913333333334
NLD-2006,NLD,1099.5843333333332,109.33,1919.4275,213.367
NLD-2007,NLD,1173.0923333333333,110.07533333333333,2042.964,222.217
NLD-2008,NLD,1236.733,148.447,2193.8195,259.1716666666667
NLD-2009,NLD,1259.7726666666667,137.36066666666667,2221.797,254.75866666666664
NLD-2010,NLD,1274.1906666666666,139.003,2242.3424999999997,254.06133333333332
NLD-2011,NLD,1288.876,147.84933333333333,2288.806,270.32766666666663
NLD-2012,NLD,1339.2073333333335,164.57466666666667,2396.4359999999997,291.75
NLD-2013,NLD,1361.767,193.57466666666664,2467.248,316.398
NLD-2014,NLD,1363.5413333333333,194.86933333333334,2472.5675,318.1943333333333
NLD-2015,NLD,1366.4896666666666,189.51500000000001,2468.714,312.6293333333333
NLD-2016,NLD,1408.9256666666668,195.67566666666667,2553.065,326.45133333333337
NLD-2017,NLD,1460.5566666666666,197.54933333333335,2631.9410000000003,327.404
NLD-2018,NLD,1530.5193333333334,201.16066666666666,2746.1450000000004,333.57766666666663
NLD-2019,NLD,1585.3516666666667,202.63833333333332,2826.8650000000002,332.55833333333334
NLD-2020,NLD,1780.5779999999997,195.44666666666663,3095.5735000000004,316.471
NOR-1990,NOR,405.22533333333337,75.545,684.08,84.16133333333333
NOR-1991,NOR,444.8516666666667,84.74133333333333,744.3895,84.74133333333333
NOR-1992,NOR,469.0126666666666,85.72566666666667,782.1075,85.72566666666667
NOR-1993,NOR,481.50666666666666,89.42,806.3895,89.42
NOR-1994,NOR,499.9816666666666,92.47566666666667,838.6859999999999,92.47566666666667
NOR-1995,NOR,524.6356666666667,101.01266666666668,888.473,101.01266666666668
NOR-1996,NOR,568.1750000000001,110.54399999999998,968.0785000000001,110.54399999999998
NOR-1997,NOR,619.9453333333333,145.82133333333334,1103.1525,148.823
NOR-1998,NOR,671.3133333333333,150.84866666666667,1187.9655,153.99766666666667
NOR-1999,NOR,714.5133333333333,157.88866666666667,1263.6480000000001,161.25166666666667
NOR-2000,NOR,790.0023333333334,173.52433333333332,1400.7445,177.16033333333334
NOR-2001,NOR,840.7996666666667,172.18966666666665,1473.1865,174.65800000000002
NOR-2002,NOR,966.5009999999999,196.1963333333333,1699.1135000000002,199.57433333333333
NOR-2003,NOR,986.1243333333333,196.81533333333334,1728.578,199.59433333333334
NOR-2004,NOR,1041.7133333333334,210.33399999999997,1832.2235,213.10233333333335
NOR-2005,NOR,1065.602,214.45333333333335,1874.6005,217.46533333333332
NOR-2006,NOR,1131.8593333333333,223.4416666666667,1987.1445,226.237
NOR-2007,NOR,1233.1456666666666,236.787,2159.9095,240.12733333333333
NOR-2008,NOR,1321.6096666666667,245.942,2306.2325,248.36433333333335
NOR-2009,NOR,1346.6883333333333,243.29666666666665,2342.3815,247.408
NOR-2010,NOR,1379.1766666666665,245.059,2393.023,248.67233333333334
NOR-2011,NOR,1427.8680000000002,257.2476666666667,2486.9865,263.45633333333336
NOR-2012,NOR,1502.5276666666666,262.3736666666667,2609.1775000000002,270.257
NOR-2013,NOR,1585.622,272.172,2747.402,279.31233333333336
NOR-2014,NOR,1653.6736666666666,278.78666666666663,2858.3610000000003,285.234
NOR-2015,NOR,1663.8316666666667,275.1716666666667,2868.5040000000004,281.838
NOR-2016,NOR,1711.8046666666667,286.12433333333337,2957.4065,293.1333333333333
NOR-2017,NOR,1800.2156666666667,306.9123333333333,3122.3475,314.68266666666665
NOR-2018,NOR,1886.9343333333334,307.54766666666666,3252.5510000000004,314.7663333333333
NOR-2019,NOR,1882.0329999999997,305.6046666666667,3243.457,313.605
NOR-2020,NOR,1912.3693333333333,310.0746666666667,3296.5235,318.6463333333333
NZL-1990,NZL,310.2583333333334,54.409333333333336,514.713,66.217
NZL-1991,NZL,322.42633333333333,54.547,538.0595,69.61366666666667
NZL-1992,NZL,323.78766666666667,65.20766666666667,564.523,85.894
NZL-1993,NZL,326.6746666666666,76.268,589.4259999999999,99.60933333333334
NZL-1994,NZL,349.8066666666667,72.58766666666666,626.9285,101.42833333333334
NZL-1995,NZL,363.56666666666666,76.09233333333333,656.6975,107.565
NZL-1996,NZL,370.2226666666666,78.66866666666667,674.214,112.58666666666666
NZL-1997,NZL,393.27133333333336,79.524,713.2455,115.53866666666669
NZL-1998,NZL,412.5756666666666,87.106,753.3615,122.97866666666668
NZL-1999,NZL,432.04999999999995,88.76933333333334,786.4209999999999,125.56466666666667
NZL-2000,NZL,459.5036666666667,90.47800000000001,833.4785,129.482
NZL-2001,NZL,485.815,107.98033333333335,903.5464999999999,149.88266666666667
NZL-2002,NZL,526.8123333333333,108.58966666666667,964.432,149.47533333333334
NZL-2003,NZL,528.73,,962.396,146.201
NZL-2004,NZL,580.187,102.779,1042.8719999999998,148.39433333333332
NZL-2005,NZL,611.5836666666667,107.99833333333333,1101.356,155.987
NZL-2006,NZL,679.993,117.52366666666667,1223.8865,169.26466666666667
NZL-2007,NZL,727.529,101.13400000000001,1274.47,155.451
NZL-2008,NZL,792.096,129.655,1419.4444999999998,187.53333333333333
NZL-2009,NZL,826.092,125.91833333333334,1478.593,192.97000000000003
NZL-2010,NZL,852.9279999999999,125.65133333333334,1526.1444999999999,197.835
NZL-2011,NZL,873.9906666666667,130.74066666666667,1570.9145,206.61866666666666
NZL-2012,NZL,898.814,136.949,1624.843,217.74733333333333
NZL-2013,NZL,933.301,144.23166666666665,1698.804,232.56833333333336
NZL-2014,NZL,954.8286666666667,154.215,1750.1185,245.24966666666668
NZL-2015,NZL,950.506,160.82166666666666,1755.001,252.82833333333335
NZL-2016,NZL,1007.2510000000001,173.85066666666668,1870.9165,273.35966666666667
NZL-2017,NZL,1035.0703333333333,178.82299999999998,1925.646,282.027
NZL-2018,NZL,1062.1536666666668,173.10799999999998,1961.0565,278.5506666666667
NZL-2019,NZL,1156.9856666666667,,2129.321,295.895
NZL-2020,NZL,1222.5916666666665,,2239.551,303.7753333333333
PER-2000,PER,27.698999999999998,21.0295,4.415,24.5085
PER-2001,PER,27.6765,21.285,4.722,24.6845
PER-2002,PER,26.954,20.957,4.939,25.5155
PER-2003,PER,27.402500000000003,19.604499999999998,4.587,24.891
PER-2004,PER,27.752,19.159,4.43,24.462500000000002
PER-2005,PER,29.384999999999998,17.804000000000002,4.666,22.948
PER-2006,PER,26.38,21.054,4.41,25.8245
PER-2007,PER,25.416,22.212500000000002,4.426,26.7975
PER-2008,PER,25.134,22.6535,4.514,27.122999999999998
PER-2009,PER,26.9625,21.14,4.976,25.5255
PER-2010,PER,27.303500000000003,20.6885,4.715,25.054
PER-2011,PER,26.7475,21.082,4.533,25.519000000000002
PER-2012,PER,27.576,20.3535,4.74,24.794
PER-2013,PER,29.347,18.3795,4.76,23.033
PER-2014,PER,31.281,16.566,4.979,21.2085
PER-2015,PER,31.97,15.710999999999999,4.98,20.520000000000003
PER-2016,PER,32.3745,15.3965,4.973,20.1115
PER-2017,PER,32.622,15.0245,4.918,19.837
PER-2018,PER,32.3535,15.469,5.198,20.2455
PER-2019,PER,33.094,14.7995,5.215,19.5135
POL-1990,POL,123.36399999999999,12.286333333333333,153.47549999999998,12.286333333333333
POL-1991,POL,118.30266666666667,17.423333333333332,153.589,17.423333333333332
POL-1992,POL,121.65066666666667,21.632333333333335,164.925,21.632333333333335
POL-1993,POL,116.22233333333332,35.28966666666667,177.26749999999998,35.28966666666667
POL-1994,POL,114.98199999999999,43.43066666666667,187.61950000000002,43.43066666666667
POL-1995,POL,123.14366666666666,44.388,201.2975,44.388
POL-1996,POL,137.833,48.815333333333335,229.9725,48.815333333333335
POL-1997,POL,133.953,59.90566666666667,240.7875,59.90566666666667
POL-1998,POL,138.21366666666668,62.55833333333333,251.158,62.55833333333333
POL-1999,POL,158.30133333333333,67.67433333333334,288.9635,67.67433333333334
POL-2000,POL,162.88533333333334,73.592,304.716,73.592
POL-2001,POL,183.245,74.76700000000001,337.0185,74.76700000000001
POL-2002,POL,206.65966666666668,77.598,390.068,86.71866666666666
POL-2003,POL,204.593,81.59666666666668,393.76649999999995,91.19866666666667
POL-2004,POL,213.01399999999998,92.58966666666667,421.6965,101.43599999999999
POL-2005,POL,215.275,86.97466666666666,420.206,98.17966666666666
POL-2006,POL,232.92433333333335,91.18433333333333,454.6045,103.47866666666668
POL-2007,POL,270.209,101.37666666666667,528.4005000000001,115.39166666666667
POL-2008,POL,317.514,108.23566666666666,614.562,125.527
POL-2009,POL,338.9216666666667,115.22399999999999,659.516,134.08866666666665
POL-2010,POL,365.5233333333333,120.92833333333334,714.9105000000001,144.41733333333335
POL-2011,POL,378.6623333333334,127.98700000000001,751.4275,155.623
POL-2012,POL,393.35533333333336,136.26866666666666,792.4114999999999,168.25233333333333
POL-2013,POL,418.57500000000005,140.07533333333333,838.5989999999999,173.82433333333336
POL-2014,POL,422.38433333333336,138.2396666666667,846.668,175.394
POL-2015,POL,447.589,147.84433333333334,912.639,194.17033333333336
