LocationTime,LOCATION,TIME,employment_val_BUPPSRY_PC_25_64,employment_val_TRY_PC_25_64,employment_val_UPPSRY_NTRY_PC_25_64
TUR-2017,TUR,2017,52.307957,75.208984,62.549152
TUR-2018,TUR,2018,52.440334,74.325996,63.148857
TUR-2019,TUR,2019,50.084469,73.619423,60.025574
USA-1990,USA,1990,55.335142,86.000577,75.806028
USA-1991,USA,1991,53.501166,85.27376,74.379862
USA-1992,USA,1992,52.157013,84.588264,73.351265
USA-1993,USA,1993,51.834091,84.041763,73.327965
USA-1994,USA,1994,50.949051,84.242874,73.922516
USA-1995,USA,1995,53.826523,85.099464,74.43557
USA-1996,USA,1996,53.651592,84.73156,75.092949
USA-1997,USA,1997,55.228508,85.401337,75.740555
USA-1998,USA,1998,57.614792,85.283928,75.792206
USA-1999,USA,1999,57.812458,84.621452,76.237419
USA-2000,USA,2000,57.756981,85.012268,76.681938
USA-2001,USA,2001,58.448296,83.946899,76.021034
USA-2002,USA,2002,57.027046,83.15535,74.017136
USA-2003,USA,2003,57.758499,82.210899,73.312019
USA-2004,USA,2004,56.517056,81.968559,72.83976
USA-2005,USA,2005,57.199039,82.493523,72.789757
USA-2006,USA,2006,57.958363,82.736015,73.348991
USA-2007,USA,2007,58.291149,83.325432,73.612854
USA-2008,USA,2008,56.224297,83.107628,72.827103
USA-2009,USA,2009,52.46368,80.772552,68.887581
USA-2010,USA,2010,52.100323,80.030045,67.935326
USA-2011,USA,2011,51.101292,79.954567,67.125801
USA-2012,USA,2012,52.879902,80.139328,67.468834
USA-2013,USA,2013,53.176186,80.374336,67.758492
USA-2014,USA,2014,54.84893,80.113396,67.88089
USA-2015,USA,2015,54.681458,81.183861,68.645622
USA-2016,USA,2016,56.593254,81.607964,68.829735
USA-2017,USA,2017,55.559578,81.797844,69.978073
USA-2018,USA,2018,56.757965,82.208473,69.980186
USA-2019,USA,2019,56.059174,82.679253,71.045883
USA-2020,USA,2020,55.072292,81.856888,69.037971
ZAF-2010,ZAF,2010,49.241619,75.490814,58.60606
ZAF-2011,ZAF,2011,49.113503,76.977989,58.106701
ZAF-2012,ZAF,2012,47.92617,80.174294,59.840462
ZAF-2013,ZAF,2013,46.51461,82.998703,61.716122
ZAF-2014,ZAF,2014,46.519604,81.738312,61.450657
ZAF-2015,ZAF,2015,47.384739,81.25563,61.843971
ZAF-2016,ZAF,2016,46.094673,79.539787,61.50164
ZAF-2017,ZAF,2017,45.673302,78.707962,60.839893
ZAF-2018,ZAF,2018,45.860928,78.986198,59.450344
ZAF-2019,ZAF,2019,44.439327,77.200546,58.712944
ZAF-2020,ZAF,2020,40.074463,72.694473,52.64201
