LocationTime,LOCATION,TIME,employment_val_MEN_PC_WKGPOP,employment_val_MEN_THND_PER,employment_val_TOT_PC_WKGPOP,employment_val_TOT_THND_PER,employment_val_WOMEN_PC_WKGPOP,employment_val_WOMEN_THND_PER
AUS-2007-10,AUS,2007,79.49557,5752.907,72.93164,10503.69,66.37038,4750.784
AUS-2007-11,AUS,2007,79.65057,5791.534,73.06454,10561.4,66.4809,4769.868
AUS-2007-12,AUS,2007,79.72243,5795.868,73.17237,10582.0,66.62452,4786.129
AUS-2007-Q1,AUS,2007,79.22356,5662.668,72.47736,10306.7,65.73897,4644.033
AUS-2007-Q2,AUS,2007,79.63683,5721.631,72.76936,10397.2,65.90613,4675.569
AUS-2007-Q3,AUS,2007,79.65122,5759.375,72.8856,10481.61,66.12291,4722.238
AUS-2007-Q4,AUS,2007,79.62286,5780.103,73.05618,10549.03,66.49194,4768.927
AUS-2008,AUS,2008,79.6843,5880.447,73.20431,10731.17,66.71808,4850.724
AUS-2008-01,AUS,2008,79.89294,5826.88,73.20835,10614.39,66.52453,4787.508
AUS-2008-02,AUS,2008,79.92886,5843.943,73.2996,10648.51,66.66962,4804.566
AUS-2008-03,AUS,2008,79.75771,5845.269,73.217,10669.38,66.67415,4824.11
AUS-2008-04,AUS,2008,79.69541,5852.482,73.3744,10708.08,67.04986,4855.597
AUS-2008-05,AUS,2008,79.62991,5850.185,73.13269,10680.37,66.63044,4830.186
AUS-2008-06,AUS,2008,79.97815,5890.71,73.39372,10733.01,66.80271,4842.299
AUS-2008-07,AUS,2008,79.57278,5885.914,73.12306,10751.17,66.6657,4865.259
AUS-2008-08,AUS,2008,79.68656,5908.854,73.29859,10793.11,66.90191,4884.257
AUS-2008-09,AUS,2008,79.62639,5911.25,73.14081,10778.36,66.64518,4867.107
AUS-2008-10,AUS,2008,79.6731,5911.433,73.21715,10787.0,66.7508,4875.569
AUS-2008-11,AUS,2008,79.2514,5900.312,72.95486,10780.95,66.64782,4880.635
AUS-2008-12,AUS,2008,79.04984,5892.588,72.84571,10788.77,66.63085,4896.187
AUS-2008-Q1,AUS,2008,79.85983,5838.697,73.24165,10644.09,66.62276,4805.395
AUS-2008-Q2,AUS,2008,79.76782,5864.459,73.30027,10707.15,66.82767,4842.694
AUS-2008-Q3,AUS,2008,79.62858,5902.006,73.18749,10774.21,66.7376,4872.208
AUS-2008-Q4,AUS,2008,79.32478,5901.444,73.00591,10785.57,66.67649,4884.13
AUS-2009,AUS,2009,77.78976,5879.186,72.05107,10805.58,66.30235,4926.391
AUS-2009-01,AUS,2009,78.39355,5874.052,72.61936,10791.66,66.83463,4917.606
AUS-2009-02,AUS,2009,78.27727,5873.329,72.58698,10803.92,66.88577,4930.59
AUS-2009-03,AUS,2009,77.80568,5854.007,72.18217,10770.21,66.54734,4916.197
AUS-2009-04,AUS,2009,77.97472,5864.511,72.30647,10793.87,66.62682,4929.361
AUS-2009-05,AUS,2009,77.53275,5842.773,72.04077,10772.92,66.53776,4930.144
AUS-2009-06,AUS,2009,77.27203,5839.523,71.78008,10754.83,66.27709,4915.305
AUS-2009-07,AUS,2009,77.42259,5864.933,71.80528,10799.15,66.1772,4934.216
AUS-2009-08,AUS,2009,77.59071,5879.061,71.66489,10789.28,65.72829,4910.222
AUS-2009-09,AUS,2009,77.61794,5895.115,71.74695,10810.81,65.8658,4915.697
AUS-2009-10,AUS,2009,77.55539,5891.841,71.79313,10820.23,66.02232,4928.394
AUS-2009-11,AUS,2009,77.78503,5902.937,71.95961,10850.66,66.12686,4947.72
AUS-2009-12,AUS,2009,77.96644,5933.715,72.02206,10886.9,66.07166,4953.184
AUS-2009-Q1,AUS,2009,78.15883,5867.129,72.46284,10788.59,66.75591,4921.465
AUS-2009-Q2,AUS,2009,77.59316,5848.936,72.04244,10773.87,66.48055,4924.937
AUS-2009-Q3,AUS,2009,77.54375,5879.703,71.73904,10799.75,65.92377,4920.045
AUS-2009-Q4,AUS,2009,77.76895,5909.498,71.92493,10852.6,66.07362,4943.099
AUS-2010,AUS,2010,78.59275,6021.409,72.37024,11022.24,66.14607,5000.834
AUS-2010-01,AUS,2010,78.3514,5971.911,72.26031,10936.38,66.16367,4964.47
AUS-2010-02,AUS,2010,78.20295,5967.84,72.05173,10919.4,65.89555,4951.562
AUS-2010-03,AUS,2010,78.06879,5956.122,71.99864,10925.12,65.92421,4968.997
AUS-2010-04,AUS,2010,78.26797,5975.939,72.01965,10936.78,65.76727,4960.843
AUS-2010-05,AUS,2010,78.07435,5969.357,71.9522,10939.1,65.82638,4969.746
AUS-2010-06,AUS,2010,78.34651,6001.356,72.22136,10992.57,66.09287,4991.214
AUS-2010-07,AUS,2010,78.4697,6010.856,72.26736,11018.94,66.06295,5008.082
AUS-2010-08,AUS,2010,78.72994,6044.956,72.47251,11060.9,66.21422,5015.945
AUS-2010-09,AUS,2010,78.87987,6062.017,72.63274,11088.3,66.38603,5026.284
AUS-2010-10,AUS,2010,78.95771,6066.689,72.68644,11104.37,66.41684,5037.684
AUS-2010-11,AUS,2010,79.17756,6100.965,72.83059,11163.0,66.48656,5062.034
AUS-2010-12,AUS,2010,79.40748,6106.283,72.99366,11168.74,66.58405,5062.455
AUS-2010-Q1,AUS,2010,78.20771,5965.291,72.10356,10926.97,65.99448,4961.676
AUS-2010-Q2,AUS,2010,78.22961,5982.218,72.06441,10956.15,65.89551,4973.934
AUS-2010-Q3,AUS,2010,78.69317,6039.276,72.45753,11056.05,66.22106,5016.77
AUS-2010-Q4,AUS,2010,79.18092,6091.313,72.8369,11145.37,66.49582,5054.058
AUS-2011,AUS,2011,78.67326,6107.871,72.65694,11213.82,66.6507,5105.946
AUS-2011-01,AUS,2011,79.32683,6129.934,72.92204,11199.22,66.52276,5069.29
AUS-2011-02,AUS,2011,79.04992,6108.45,72.79086,11174.68,66.53848,5066.227
AUS-2011-03,AUS,2011,79.16583,6117.265,72.95233,11214.59,66.7467,5097.328
AUS-2011-04,AUS,2011,78.687,6089.112,72.66589,11181.41,66.65219,5092.293
AUS-2011-05,AUS,2011,78.74302,6090.12,72.58669,11173.08,66.4377,5082.958
AUS-2011-06,AUS,2011,78.59844,6093.947,72.7089,11205.72,66.82619,5111.769
AUS-2011-07,AUS,2011,78.53974,6092.459,72.63572,11209.67,66.74162,5117.215
AUS-2011-08,AUS,2011,78.39706,6095.449,72.59052,11218.85,66.79619,5123.399
AUS-2011-09,AUS,2011,78.45872,6107.214,72.66397,11247.37,66.88395,5140.151
AUS-2011-10,AUS,2011,78.35202,6106.641,72.58948,11249.29,66.84118,5142.646
AUS-2011-11,AUS,2011,78.33956,6119.727,72.50062,11252.71,66.67575,5132.986
AUS-2011-12,AUS,2011,78.30951,6124.07,72.25809,11230.96,66.22086,5106.886
AUS-2011-Q1,AUS,2011,79.18086,6118.549,72.8884,11196.16,66.60265,5077.615
AUS-2011-Q2,AUS,2011,78.67616,6091.06,72.65382,11186.73,66.63869,5095.673
AUS-2011-Q3,AUS,2011,78.46517,6098.374,72.63007,11225.3,66.80725,5126.922
AUS-2011-Q4,AUS,2011,78.33369,6116.813,72.44939,11244.32,66.57926,5127.506
AUS-2012,AUS,2012,78.136,6163.553,72.34558,11350.8,66.57001,5187.249
AUS-2012-01,AUS,2012,78.59482,6163.938,72.54872,11304.19,66.51715,5140.248
AUS-2012-02,AUS,2012,78.15989,6131.125,72.29319,11269.71,66.44089,5138.59
AUS-2012-03,AUS,2012,78.10171,6141.198,72.48943,11332.61,66.89124,5191.416
AUS-2012-04,AUS,2012,78.20554,6153.543,72.37512,11320.62,66.55907,5167.074
AUS-2012-05,AUS,2012,78.26543,6165.63,72.49921,11364.6,66.7469,5198.97
AUS-2012-06,AUS,2012,78.17233,6163.676,72.3095,11339.13,66.46057,5175.451
AUS-2012-07,AUS,2012,78.04149,6150.639,72.33727,11348.73,66.64687,5198.087
AUS-2012-08,AUS,2012,77.99633,6159.875,72.22849,11360.98,66.47495,5201.102
AUS-2012-09,AUS,2012,77.86262,6160.345,72.32758,11391.97,66.80658,5231.627
AUS-2012-10,AUS,2012,78.13135,6186.902,72.26438,11391.22,66.41341,5204.323
AUS-2012-11,AUS,2012,77.93027,6173.492,72.20437,11385.35,66.49509,5211.854
AUS-2012-12,AUS,2012,78.07143,6194.809,72.24241,11395.55,66.4314,5200.742
AUS-2012-Q1,AUS,2012,78.28547,6145.42,72.44378,11302.17,66.61643,5156.751
AUS-2012-Q2,AUS,2012,78.21443,6160.95,72.39461,11341.45,66.58885,5180.499
AUS-2012-Q3,AUS,2012,77.96681,6156.953,72.29778,11367.22,66.6428,5210.272
AUS-2012-Q4,AUS,2012,78.04435,6185.068,72.23705,11390.71,66.44663,5205.64
AUS-2013,AUS,2013,77.5471,6200.635,71.97044,11456.71,66.41943,5256.074
AUS-2013-01,AUS,2013,78.23127,6221.443,72.48464,11461.75,66.75708,5240.302
AUS-2013-02,AUS,2013,77.98933,6209.476,72.34323,11465.61,66.71717,5256.133
AUS-2013-03,AUS,2013,77.63712,6186.614,72.09794,11433.98,66.57967,5247.369
AUS-2013-04,AUS,2013,77.66608,6199.605,72.18234,11465.69,66.71964,5266.087
AUS-2013-05,AUS,2013,77.67179,6212.674,71.96093,11458.46,66.27237,5245.783
AUS-2013-06,AUS,2013,77.70757,6216.08,72.0948,11471.2,66.5043,5255.116
AUS-2013-07,AUS,2013,77.55243,6198.315,71.88786,11457.57,66.24783,5259.259
AUS-2013-08,AUS,2013,77.41404,6197.127,71.8831,11460.22,66.37816,5263.096
AUS-2013-09,AUS,2013,77.37428,6205.062,71.85236,11477.11,66.35841,5272.046
AUS-2013-10,AUS,2013,77.28635,6195.439,71.81035,11470.96,66.36552,5275.518
AUS-2013-11,AUS,2013,77.14445,6187.779,71.66575,11449.45,66.22168,5261.667
AUS-2013-12,AUS,2013,76.90869,6171.432,71.42912,11417.59,65.98759,5246.161
AUS-2013-Q1,AUS,2013,77.95258,6205.844,72.3086,11453.78,66.68464,5247.935
AUS-2013-Q2,AUS,2013,77.68182,6209.453,72.07936,11465.12,66.49877,5255.662
AUS-2013-Q3,AUS,2013,77.44691,6200.168,71.87444,11464.97,66.32813,5264.801
AUS-2013-Q4,AUS,2013,77.11317,6184.883,71.63507,11446.0,66.1916,5261.115
AUS-2014,AUS,2014,77.07588,6231.923,71.56635,11540.16,66.09975,5308.238
AUS-2014-01,AUS,2014,76.93086,6187.663,71.52189,11454.31,66.15035,5266.643
AUS-2014-02,AUS,2014,76.97042,6192.541,71.4963,11476.09,66.05997,5283.547
AUS-2014-03,AUS,2014,77.19694,6231.333,71.71498,11530.94,66.27075,5299.604
AUS-2014-04,AUS,2014,77.14222,6234.853,71.57873,11536.21,66.05472,5301.354
AUS-2014-05,AUS,2014,76.81487,6211.851,71.42779,11514.0,66.08003,5302.147
AUS-2014-06,AUS,2014,77.00828,6217.548,71.56738,11530.07,66.16738,5312.518
AUS-2014-07,AUS,2014,77.01864,6229.792,71.58266,11546.53,66.18908,5316.736
AUS-2014-08,AUS,2014,76.97504,6233.292,71.51829,11549.59,66.10566,5316.296
AUS-2014-09,AUS,2014,76.9354,6226.531,71.45231,11549.43,66.01514,5322.903
AUS-2014-10,AUS,2014,76.91485,6230.519,71.38985,11543.38,65.91261,5312.865
AUS-2014-11,AUS,2014,77.10781,6251.528,71.32797,11543.99,65.59966,5292.462
AUS-2014-12,AUS,2014,77.12951,6259.299,71.69621,11596.45,66.31282,5337.148
AUS-2014-Q1,AUS,2014,77.03275,6203.846,71.57772,11487.11,66.16035,5283.265
AUS-2014-Q2,AUS,2014,76.98846,6221.417,71.52464,11526.76,66.10071,5305.34
AUS-2014-Q3,AUS,2014,76.97636,6229.872,71.51775,11548.52,66.10329,5318.645
AUS-2014-Q4,AUS,2014,77.05072,6247.116,71.47134,11561.27,65.9417,5314.158
AUS-2015,AUS,2015,77.54211,6327.085,72.15796,11766.27,66.83152,5439.183
AUS-2015-01,AUS,2015,77.13362,6262.522,71.61666,11606.48,66.15151,5343.955
AUS-2015-02,AUS,2015,77.41328,6296.89,71.8903,11671.68,66.42036,5374.786
AUS-2015-03,AUS,2015,77.69506,6319.32,71.98997,11692.22,66.34084,5372.899
AUS-2015-04,AUS,2015,77.32263,6303.074,71.8742,11690.44,66.48038,5387.362
AUS-2015-05,AUS,2015,77.61491,6318.231,72.141,11734.72,66.72318,5416.486
AUS-2015-06,AUS,2015,77.46917,6305.795,72.05304,11729.5,66.69358,5423.704
AUS-2015-07,AUS,2015,77.57581,6328.427,72.15239,11761.72,66.78742,5433.291
AUS-2015-08,AUS,2015,77.40742,6317.916,72.09598,11772.27,66.84344,5454.356
AUS-2015-09,AUS,2015,77.34212,6322.675,72.11024,11786.88,66.93802,5464.207
AUS-2015-10,AUS,2015,77.72017,6360.63,72.46142,11862.45,67.26448,5501.82
AUS-2015-11,AUS,2015,77.61703,6364.271,72.50778,11896.15,67.4604,5531.882
AUS-2015-12,AUS,2015,77.68456,6376.433,72.56325,11904.03,67.50573,5527.598
AUS-2015-Q1,AUS,2015,77.41399,6292.911,71.83231,11656.79,66.30424,5363.88
AUS-2015-Q2,AUS,2015,77.4689,6309.033,72.02274,11718.22,66.63239,5409.184
AUS-2015-Q3,AUS,2015,77.44178,6323.006,72.11953,11773.62,66.85629,5450.618
AUS-2015-Q4,AUS,2015,77.67392,6367.111,72.51081,11887.54,67.4102,5520.433
AUS-2016,AUS,2016,77.53751,6403.67,72.43109,11972.94,67.39303,5569.272
AUS-2016-01,AUS,2016,77.87462,6390.786,72.55087,11907.72,67.29409,5516.93
AUS-2016-02,AUS,2016,77.70699,6381.284,72.5518,11923.0,67.46209,5541.715
AUS-2016-03,AUS,2016,77.59987,6391.792,72.5051,11940.64,67.47568,5548.845
AUS-2016-04,AUS,2016,77.45424,6381.485,72.41587,11946.5,67.44316,5565.01
AUS-2016-05,AUS,2016,77.53587,6391.399,72.39565,11943.25,67.32342,5551.851
AUS-2016-06,AUS,2016,77.54031,6394.441,72.45188,11966.15,67.4318,5571.71
AUS-2016-07,AUS,2016,77.57382,6417.028,72.47765,11996.97,67.45051,5579.939
AUS-2016-08,AUS,2016,77.50363,6406.697,72.33163,11973.39,67.23048,5566.695
AUS-2016-09,AUS,2016,77.16344,6382.167,72.23959,11957.27,67.38391,5575.105
AUS-2016-10,AUS,2016,77.38783,6411.161,72.26614,11988.48,67.21565,5577.318
AUS-2016-11,AUS,2016,77.33624,6416.111,72.29506,12012.51,67.32428,5596.396
AUS-2016-12,AUS,2016,77.32416,6431.406,72.30781,12032.23,67.36182,5600.824
AUS-2016-Q1,AUS,2016,77.72716,6387.954,72.53592,11923.78,67.41062,5535.83
AUS-2016-Q2,AUS,2016,77.51014,6389.108,72.42113,11951.97,67.39946,5562.857
AUS-2016-Q3,AUS,2016,77.41363,6401.964,72.34962,11975.88,67.35497,5573.914
AUS-2016-Q4,AUS,2016,77.34941,6419.559,72.28967,12011.07,67.30058,5591.513
AUS-2017,AUS,2017,77.8998,6531.185,72.98743,12250.53,68.14191,5719.346
AUS-2017-01,AUS,2017,77.3594,6430.123,72.40034,12049.94,67.51035,5619.813
AUS-2017-02,AUS,2017,77.43965,6444.124,72.26512,12051.3,67.16212,5607.178
AUS-2017-03,AUS,2017,77.59386,6469.991,72.53116,12116.24,67.53793,5646.25
AUS-2017-04,AUS,2017,77.96334,6517.086,72.71341,12168.5,67.53483,5651.417
AUS-2017-05,AUS,2017,77.76192,6510.94,72.78213,12191.65,67.86935,5680.713
AUS-2017-06,AUS,2017,77.77361,6517.23,72.90975,12228.9,68.11069,5711.674
AUS-2017-07,AUS,2017,77.95673,6545.481,72.96428,12256.83,68.03883,5711.346
AUS-2017-08,AUS,2017,78.02094,6556.891,73.19938,12312.37,68.44296,5755.482
AUS-2017-09,AUS,2017,78.11406,6568.726,73.38534,12347.81,68.72095,5779.085
AUS-2017-10,AUS,2017,78.04076,6574.944,73.28381,12356.56,68.59163,5781.613
AUS-2017-11,AUS,2017,78.3211,6601.533,73.55128,12408.31,68.84646,5806.778
AUS-2017-12,AUS,2017,78.15395,6600.979,73.58189,12443.87,69.0722,5842.894
AUS-2017-Q1,AUS,2017,77.4643,6448.079,72.39887,12072.49,67.40347,5624.414
AUS-2017-Q2,AUS,2017,77.83295,6515.085,72.80177,12196.35,67.83829,5681.268
AUS-2017-Q3,AUS,2017,78.03058,6557.033,73.183,12305.67,68.40091,5748.638
AUS-2017-Q4,AUS,2017,78.17194,6592.486,73.47233,12402.91,68.83676,5810.428
AUS-2018,AUS,2018,78.36392,6684.638,73.75635,12579.64,69.20706,5894.999
AUS-2018-01,AUS,2018,78.60122,6640.329,73.7406,12476.79,68.9454,5836.463
AUS-2018-02,AUS,2018,78.23921,6624.201,73.58028,12470.12,68.98315,5845.917
AUS-2018-03,AUS,2018,78.06762,6623.009,73.53742,12486.93,69.06651,5863.925
AUS-2018-04,AUS,2018,78.09377,6635.734,73.49968,12504.05,68.96487,5868.316
AUS-2018-05,AUS,2018,78.03328,6638.837,73.49286,12497.65,69.01021,5858.813
AUS-2018-06,AUS,2018,78.26193,6668.054,73.83096,12575.49,69.45555,5907.436
AUS-2018-07,AUS,2018,78.36945,6688.373,73.67939,12566.83,69.04774,5878.452
AUS-2018-08,AUS,2018,78.46957,6716.335,73.80365,12613.49,69.1954,5897.157
AUS-2018-09,AUS,2018,78.44696,6723.009,73.80231,12632.68,69.21464,5909.668
AUS-2018-10,AUS,2018,78.41412,6730.141,73.86787,12662.56,69.37726,5932.419
AUS-2018-11,AUS,2018,78.557,6744.085,74.00836,12694.18,69.51527,5950.096
AUS-2018-12,AUS,2018,78.63068,6754.674,74.03118,12708.74,69.48773,5954.063
AUS-2018-Q1,AUS,2018,78.30268,6629.18,73.61944,12477.95,68.99835,5848.768
AUS-2018-Q2,AUS,2018,78.12966,6647.542,73.60783,12525.73,69.14354,5878.188
AUS-2018-Q3,AUS,2018,78.42866,6709.239,73.76179,12604.33,69.1526,5895.093
AUS-2018-Q4,AUS,2018,78.53394,6742.967,73.96914,12688.49,69.46009,5945.526
AUS-2019,AUS,2019,78.69572,6817.666,74.30949,12867.96,69.97407,6050.292
AUS-2019-01,AUS,2019,78.74419,6769.78,74.11952,12739.1,69.55025,5969.317
AUS-2019-02,AUS,2019,78.33444,6753.164,73.93726,12735.29,69.59184,5982.132
AUS-2019-03,AUS,2019,78.58169,6779.064,74.06895,12771.92,69.6084,5992.854
AUS-2019-04,AUS,2019,78.38149,6775.803,74.17254,12810.09,70.0119,6034.283
AUS-2019-05,AUS,2019,78.85052,6831.584,74.22053,12836.4,69.64327,6004.815
AUS-2019-06,AUS,2019,78.80663,6833.682,74.21335,12853.44,69.672,6019.757
AUS-2019-07,AUS,2019,78.8293,6839.12,74.27664,12873.15,69.77577,6034.031
AUS-2019-08,AUS,2019,78.91085,6843.091,74.50349,12921.22,70.14659,6078.131
AUS-2019-09,AUS,2019,78.66255,6833.852,74.55825,12946.54,70.50121,6112.687
AUS-2019-10,AUS,2019,78.47819,6813.415,74.34958,12912.98,70.26895,6099.562
AUS-2019-11,AUS,2019,78.60097,6837.237,74.39184,12947.08,70.23205,6109.848
AUS-2019-12,AUS,2019,78.64043,6836.435,74.51822,12964.47,70.44476,6128.039
AUS-2019-Q1,AUS,2019,78.55344,6767.336,74.04192,12748.77,69.5835,5981.434
AUS-2019-Q2,AUS,2019,78.67955,6813.689,74.20214,12833.31,69.77573,6019.618
AUS-2019-Q3,AUS,2019,78.8009,6838.688,74.44613,12913.64,70.14119,6074.95
AUS-2019-Q4,AUS,2019,78.5732,6829.029,74.41988,12941.51,70.31525,6112.483
AUS-2020,AUS,2020,76.83321,6696.031,72.6767,12663.48,68.56841,5967.45
AUS-2020-01,AUS,2020,78.59486,6826.187,74.52699,12972.32,70.50739,6146.134
AUS-2020-02,AUS,2020,78.51236,6843.782,74.43832,12986.78,70.41274,6142.994
AUS-2020-03,AUS,2020,78.55853,6846.592,74.44048,12987.78,70.37158,6141.187
AUS-2020-04,AUS,2020,75.49179,6573.384,71.12954,12398.06,66.81884,5824.673
AUS-2020-05,AUS,2020,74.1281,6456.361,69.55186,12113.33,65.02913,5656.965
AUS-2020-06,AUS,2020,75.20164,6554.882,70.87933,12351.12,66.60706,5796.236
AUS-2020-07,AUS,2020,75.73318,6603.785,71.50924,12454.87,67.33395,5851.087
AUS-2020-08,AUS,2020,76.2951,6656.07,72.41607,12610.98,68.58147,5954.914
AUS-2020-09,AUS,2020,76.03255,6627.908,72.22797,12579.51,68.46673,5951.599
AUS-2020-10,AUS,2020,77.41367,6742.542,73.176,12741.17,68.98648,5998.624
AUS-2020-11,AUS,2020,77.95328,6789.829,73.73235,12824.66,69.55917,6034.827
AUS-2020-12,AUS,2020,77.69505,6778.202,73.8075,12856.75,69.96378,6078.546
AUS-2020-Q1,AUS,2020,78.55524,6838.853,74.4686,12982.29,70.43057,6143.438
AUS-2020-Q2,AUS,2020,74.94051,6528.209,70.52024,12287.5,66.15167,5759.292
AUS-2020-Q3,AUS,2020,76.02027,6629.254,72.05109,12548.45,68.12739,5919.2
AUS-2020-Q4,AUS,2020,77.68733,6770.191,73.57195,12807.52,69.50314,6037.332
AUT-1990,AUT,1990,,2019.0,,3412.0,,1393.0
AUT-1990-Q1,AUT,1990,,2010.702,,3392.041,,1381.339
AUT-1990-Q2,AUT,1990,,2008.76,,3391.885,,1383.125
AUT-1990-Q3,AUT,1990,,2018.019,,3415.513,,1397.495
AUT-1990-Q4,AUT,1990,,2038.219,,3450.312,,1412.092
AUT-1991,AUT,1991,,2047.0,,3471.0,,1424.0
AUT-1991-Q1,AUT,1991,,2054.13,,3466.448,,1412.318
AUT-1991-Q2,AUT,1991,,2039.196,,3460.026,,1420.83
AUT-1991-Q3,AUT,1991,,2043.019,,3465.642,,1422.622
AUT-1991-Q4,AUT,1991,,2051.945,,3493.436,,1441.491
AUT-1992,AUT,1992,,2068.0,,3543.0,,1475.0
AUT-1992-Q1,AUT,1992,,2070.294,,3527.659,,1457.365
AUT-1992-Q2,AUT,1992,,2057.534,,3536.188,,1478.654
AUT-1992-Q3,AUT,1992,,2072.08,,3557.068,,1484.988
AUT-1992-Q4,AUT,1992,,2071.526,,3548.335,,1476.809
AUT-1993,AUT,1993,,2072.0,,3566.0,,1494.0
AUT-1993-Q1,AUT,1993,,2067.62,,3540.689,,1473.069
AUT-1993-Q2,AUT,1993,,2079.2,,3562.258,,1483.059
AUT-1993-Q3,AUT,1993,,2069.505,,3575.779,,1506.274
AUT-1993-Q4,AUT,1993,,2069.997,,3585.951,,1515.953
AUT-1994,AUT,1994,,2117.0,,3698.0,,1581.0
AUT-1994-Q1,AUT,1994,,2118.505,,3693.706,,1575.202
AUT-1994-Q2,AUT,1994,,2115.174,,3702.321,,1587.146
AUT-1994-Q3,AUT,1994,,2118.288,,3716.149,,1597.861
AUT-1994-Q4,AUT,1994,,2113.098,,3678.583,,1565.485
AUT-1995,AUT,1995,,2133.0,,3729.0,,1596.0
AUT-1995-Q1,AUT,1995,,2132.359,,3737.003,,1604.644
AUT-1995-Q2,AUT,1995,,2127.233,,3726.232,,1598.999
AUT-1995-Q3,AUT,1995,,2135.512,,3725.844,,1590.331
AUT-1995-Q4,AUT,1995,,2125.363,,3710.163,,1584.8
AUT-1996,AUT,1996,,2100.0,,3679.0,,1579.0
AUT-1996-Q1,AUT,1996,,2095.602,,3678.834,,1583.232
AUT-1996-Q2,AUT,1996,,2110.481,,3690.396,,1579.914
AUT-1996-Q3,AUT,1996,,2094.245,,3669.896,,1575.651
AUT-1996-Q4,AUT,1996,,2097.0,,3674.807,,1577.807
AUT-1997,AUT,1997,,2094.0,,3684.0,,1590.0
AUT-1997-Q1,AUT,1997,,2089.696,,3673.747,,1584.051
AUT-1997-Q2,AUT,1997,,2093.329,,3686.378,,1593.049
AUT-1997-Q3,AUT,1997,,2092.506,,3681.087,,1588.58
AUT-1997-Q4,AUT,1997,,2100.32,,3692.013,,1591.694
AUT-1998,AUT,1998,,2091.0,,3689.0,,1598.0
AUT-1998-Q1,AUT,1998,,2086.848,,3687.849,,1601.001
AUT-1998-Q2,AUT,1998,,2090.413,,3684.969,,1594.556
AUT-1998-Q3,AUT,1998,,2094.653,,3684.84,,1590.187
AUT-1998-Q4,AUT,1998,,2096.609,,3700.048,,1603.439
AUT-1999,AUT,1999,77.575,2108.0,68.525,3731.0,59.55,1623.0
AUT-1999-Q1,AUT,1999,77.79839,2088.226,68.6656,3702.309,59.55936,1614.083
AUT-1999-Q2,AUT,1999,77.65541,2080.697,68.58568,3683.061,59.5759,1602.364
AUT-1999-Q3,AUT,1999,77.52747,2080.333,68.56554,3693.336,59.69455,1613.002
AUT-1999-Q4,AUT,1999,77.35621,2081.043,68.35089,3690.995,59.43389,1609.952
AUT-2000,AUT,2000,77.375,2110.0,68.5,3741.0,59.625,1631.0
AUT-2000-Q1,AUT,2000,77.42716,2088.398,68.46355,3709.987,59.55188,1621.589
AUT-2000-Q2,AUT,2000,77.72909,2096.013,68.51994,3706.072,59.37652,1610.058
AUT-2000-Q3,AUT,2000,77.24844,2092.33,68.42101,3708.752,59.65376,1616.422
AUT-2000-Q4,AUT,2000,77.16162,2095.359,68.4961,3727.29,59.89149,1631.931
AUT-2001,AUT,2001,76.7,2069.0,68.375,3708.0,60.125,1639.0
AUT-2001-Q1,AUT,2001,76.97289,2091.261,68.31284,3725.533,59.68831,1634.272
AUT-2001-Q2,AUT,2001,76.74937,2087.812,68.44992,3739.65,60.21972,1651.838
AUT-2001-Q3,AUT,2001,76.7384,2089.581,68.33821,3726.459,59.996,1636.878
AUT-2001-Q4,AUT,2001,76.33543,2088.347,68.45759,3752.658,60.62844,1664.311
AUT-2002,AUT,2002,76.375,2075.0,68.75,3757.0,61.25,1682.0
AUT-2002-Q1,AUT,2002,76.53362,2033.64,68.70898,3693.423,61.01962,1659.783
AUT-2002-Q2,AUT,2002,76.41495,2038.496,68.72655,3707.288,61.18978,1668.792
AUT-2002-Q3,AUT,2002,76.18094,2046.429,68.64375,3713.172,61.25723,1666.743
AUT-2002-Q4,AUT,2002,76.3317,2056.735,68.86227,3735.417,61.52761,1678.682
AUT-2003,AUT,2003,76.375,2085.0,68.95,3790.0,61.575,1705.0
AUT-2003-Q1,AUT,2003,76.82905,2083.102,69.0119,3769.322,61.25547,1686.22
AUT-2003-Q2,AUT,2003,76.48826,2087.651,69.04374,3792.476,61.67548,1704.824
AUT-2003-Q3,AUT,2003,75.98562,2093.98,68.86893,3800.704,61.81501,1706.724
AUT-2003-Q4,AUT,2003,76.15865,2110.367,68.81342,3811.0,61.51416,1700.632
AUT-2004,AUT,2004,73.325,2050.0,66.525,3732.0,59.75,1682.0
AUT-2004-Q1,AUT,2004,73.46186,2002.294,66.34579,3645.677,59.35184,1643.382
AUT-2004-Q2,AUT,2004,73.41311,2019.991,66.40423,3670.736,59.47239,1650.745
AUT-2004-Q3,AUT,2004,73.33156,2025.555,66.54659,3687.314,59.81495,1661.759
AUT-2004-Q4,AUT,2004,73.16494,2030.86,66.71136,3702.274,60.2924,1671.414
AUT-2005,AUT,2005,73.75,2046.1,67.4,3747.425,61.1,1701.375
AUT-2005-Q1,AUT,2005,73.40927,2032.494,67.06626,3719.383,60.78429,1686.889
AUT-2005-Q2,AUT,2005,73.60732,2039.031,67.2053,3731.322,60.86583,1692.291
AUT-2005-Q3,AUT,2005,73.97416,2051.465,67.59825,3763.965,61.26971,1712.5
AUT-2005-Q4,AUT,2005,74.0005,2061.41,67.69161,3775.23,61.42754,1713.82
AUT-2006,AUT,2006,74.95,2084.975,68.575,3825.975,62.225,1740.975
AUT-2006-Q1,AUT,2006,74.26022,2065.663,67.91628,3788.14,61.63373,1722.477
